raw_database_id,pokedexNumber,cardName,status,createdAt,imageUrl,rarity,type,series,possessions,cardNumber,isLegacy,language,price
0f074kYqfUk0Gd7uuZLg,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV9a-080.png,SR,,sv9a -「열풍의 아레나」,,SV9a-080,TRUE,,0
0g6rKGsBO2piw56mCgI1,,웨이니발 ex,보유중,,https://mtg-kr.com/cardimage/poketcgSV1a-098.png,SAR,,sv1a -「트리플렛비트」,,SV1a-098,TRUE,,0
0g8hLF3PiyUjutAi3fsK,,월로,미보유,,https://mtg-kr.com/cardimage/poketcgS10a-087.png,SR,,s10a -「다크판타스마」,,S10a-087,TRUE,,0
0hSoZXM67oVGI4kjPW5t,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV3a-074.png,AR,포켓몬,sv3a -「레이징서프」,,SV3a-074,TRUE,,0
0n0yTMGgv3CpH8u687EP,501,수댕이,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_102.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-102,TRUE,,0
0p6B6g19xke1OwKxzemK,,두르쿤,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_088.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-088,TRUE,,0
0pJbJaSPkp9jZrZFjyzI,,무쇠감투 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV5M-094.png,SAR,포켓몬,sv5M -「사이버저지」,,SV5M-094,TRUE,,0
0seyeelA2ksRUVOnO31u,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV6a-067.png,AR,포켓몬,sv6a -「나이트원더러」,,SV6a-067,TRUE,,0
11SBBXSaiiMlH2IDMjrZ,1008,,보유중,,https://mtg-kr.com/cardimage/poketcgSV1V-094.png,SR,,sv1V -「바이올렛 ex」,,SV1V-094,TRUE,,0
132HXtmClZ2cfTBMw00a,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV8a-237.png,UR,,sv8a -「테라스탈 페스타 ex」,,SV8a-237,TRUE,,0
14ya22rnPo3q3793E1Fk,,풍선,미보유,,https://mtg-kr.com/cardimage/poketcgM1L-084.png,SR,,m1L -「메가 브레이브」,,M1L-084,TRUE,,0
15qMnRy63eJf4icr51Cz,,가라르 가로막구리,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-207.png,CHR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-207,,,0
15wonrS44UrEan0oaTht,,강철톤,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_074.png,AR,포켓몬,sv4M -「미래의 일섬」,,SV4M-074,TRUE,,0
16WYKJZ0BayOMi0gnXoQ,,네크로즈마 V,,,https://mtg-kr.com/cardimage/poketcgS5R-075.png,SR,포켓몬,s5R -「연격마스터」,,S5R-075,,,0
18oHM1C87rBx8eGJap1d,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV5M-092.png,SR,,sv5M -「사이버저지」,,SV5M-092,TRUE,,0
19wgLigSy4MGyjSo02va,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-186.png,S,,sm8b -「울트라샤이니」,,SM8b-186,TRUE,,0
1AspOQOww6dpnR7cNcX1,,릴리에의 삐삐 ex,보유중,,https://mtg-kr.com/cardimage/poketcgSV9-115.png,SR,,sv9 -「배틀파트너즈」,,SV9-115,TRUE,,0
1DpPkUJBO27VWr7BnKXX,,,,,https://mtg-kr.com/cardimage/poketcgS8-109.png,SR,,s8 -「퓨전아츠」,,S8-109,,,0
1JKIEwRqxoi8eaPVj0d2,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV6a-085.png,SR,,sv6a -「나이트원더러」,,SV6a-085,TRUE,,0
1K9Gxnv490JGsJeWp4X8,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_161.png,SR,,sv11W -「화이트플레어」,,SV11W-161,TRUE,,0
1KVcV3PQsqSdvZ2MSiiv,,체렌의 배려심,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-244.png,SAR,서포트,s12a -「VSTAR 유니버스」,,S12a-244,TRUE,,0
1LdzbLnMu5oFWinG3rtT,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV6a-066.png,AR,포켓몬,sv6a -「나이트원더러」,,SV6a-066,TRUE,,0
1LqNhkjzoL8bAYAUbnMd,,,보유중,,https://mtg-kr.com/cardimage/poketcgS9-104.png,SR,,s9 -「스타버스」,,S9-104,TRUE,한국,0
1MIp9l5c7hsqKBFFAFPJ,,멍파치,보유중,,https://mtg-kr.com/cardimage/poketcgM2-086.png,AR,포켓몬,m2 -「인페르노X」,,M2-086,TRUE,,0
1MoXWs6Dv0EspQBMl7Xs,,삼삼드래 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV8-133.png,SAR,,sv8 -「초전브레이커」,,SV8-133,TRUE,,0
1N160iXOp6zeOoqpDZsS,132,메타몽,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-197.png,AR,포켓몬,s12a -「VSTAR 유니버스」,,S12a-197,,,0
1N9CKsz48lT7xS0bMm6d,357,트로피우스,보유중,,https://mtg-kr.com/cardimage/poketcgSV1a-074.png,AR,포켓몬,sv1a -「트리플렛비트」,,SV1a-074,TRUE,,0
1ULY0GgDNKNT3rztKUmd,,테오키스 Vstar,미보유,,https://mtg-kr.com/cardimage/poketcgS12a-223.png,SAR,,s12a -「VSTAR 유니버스」,,S12a-223,TRUE,,0
1W6rA6X5s6oy8CjdTBkk,,쥬레곤,보유중,,https://mtg-kr.com/cardimage/poketcgM2-084.png,AR,포켓몬,m2 -「인페르노X」,,M2-084,TRUE,,0
1WuoaBhT2fuBC3dXgy6c,,모야모,미보유,,https://mtg-kr.com/cardimage/poketcgSV4a-353.png,SAR,서포트,sv4a -「샤이니트레저 ex」,,SV4a-353,TRUE,,0
1XYJfUwa6wStjv9kbDD1,570,N의 조로아,보유중,,https://mtg-kr.com/cardimage/poketcgSV9-108.png,AR,포켓몬,sv9 -「배틀파트너즈」,,SV9-108,TRUE,,0
1XcqOyNH62kV2ZB2fXmm,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV5a-095.png,UR,,sv5a -「크림슨헤이즈」,,SV5a-095,TRUE,,0
1Zo2MzmF5fESRKqMICQY,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_100.png,UR,,sv5K -「와일드포스」,,SV5K-100,TRUE,,0
1aQl6bq0Aq83OGXuH0zd,144,가라르 프리져 V,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-230.png,CSR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-230,,한국,0
1bUSzK11tp21vUJuec58,,메가리자몽X ex,미보유,,https://mtg-kr.com/cardimage/poketcgM2-094.png,SR,포켓몬,m2 -「인페르노X」,,M2-094,TRUE,,0
1bfMF7ylA2F640IsbF6v,,러브로스 V,보유중,,https://mtg-kr.com/cardimage/poketcgS10a-088.png,CSR,포켓몬,s10a -「다크판타스마」,,S10a-088,,한국,0
1dM0nmpHzFOpvC7w86ZD,,일격 우라오스 Vmax,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-239.png,CSR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-239,TRUE,,0
1eJSbVEtsCmZyqj4iY1s,700,님피아 V,보유중,,https://mtg-kr.com/cardimage/poketcgS6a-082.png,SR,포켓몬,s6a -「이브이 히어로즈」,,S6a-082,,,0
1fQU0hPYgylV7nol7pPA,,밀탱크,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-199.png,AR,포켓몬,s12a -「VSTAR 유니버스」,,S12a-199,TRUE,,0
1gYuazWzUUaJuB0Ed2Mg,536,두까비,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_108.png,AR,포켓몬,sv11B -「블랙볼트」,,SV11B-108,TRUE,,0
1iVlD9oJdcwEc8Ya5mFN,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV9-118.png,SR,,sv9 -「배틀파트너즈」,,SV9-118,TRUE,,0
1kxDczQSwTxiI5aqankE,,조타구 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV6a-087.png,SAR,포켓몬,sv6a -「나이트원더러」,,SV6a-087,TRUE,,0
1n9Nn7EiqsjPPIPT6qYO,396,찌르꼬,보유중,,https://mtg-kr.com/cardimage/poketcgSV1S-090.png,AR,포켓몬,sv1S -「스칼렛 ex」,,SV1S-090,TRUE,,0
1oz6M3mljbbdU6t41rY3,,리자몽 ex,보유중,,https://mtg-kr.com/cardimage/poketcgSV2a-185.png,SR,포켓몬,sv2a -「포켓몬 카드 151」,,SV2a-185,TRUE,,0
21eWEJc3BILilbyFZnXp,,백마 버드렉스 Vmax,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-221.png,CSR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-221,TRUE,,0
22tRAlbYM2F51f4fxz0e,,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_009.png,,,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,,CP3-009,,,0
22wIBXL2nVHwP7clGrUG,,,미보유,,https://mtg-kr.com/cardimage/poketcgM1S-076.png,SR,포켓몬,m1S -「메가 심포니아」,,M1S-076,TRUE,,0
23hz994cAyZZx2Urrspw,,마샤도&괴력몬 GX,,,https://mtg-kr.com/cardimage/poketcgSM12a-067.png,RR,,sm12a -「TAG TEAM GX 태그올스타즈」,,SM12a-067,,,0
26JpJp17hwD9DSAKUakQ,,,미보유,,https://mtg-kr.com/cardimage/poketcgM2a-221.png,SR,,m2a -「메가드림」,,M2a-221,TRUE,,0
26ofcNMngR2do08QRTea,,,보유중,,https://mtg-kr.com/cardimage/poketcgM2a-224.png,MA,포켓몬,m2a -「메가드림」,,M2a-224,TRUE,한국,0
27zROVWhUoPi26XrVSRM,,,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-206.png,CHR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-206,TRUE,,0
2AlNQW4wr37R8no1OIwz,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV5M-088.png,SR,,sv5M -「사이버저지」,,SV5M-088,TRUE,,0
2Aq83pjb1xbegRkU0vLK,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV3-121.png,SR,,sv3 - 「흑염의 지배자」,,SV3-121,TRUE,,0
2CgQOEvZvKUY31NFuFno,,리파,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_091.png,SAR,,sv4M -「미래의 일섬」,,SV4M-091,TRUE,,0
2EIoKyKkGMPFE0uaXNOv,,채두,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-275.png,SR,서포트,s8b -「VMAX 클라이맥스」,,S8b-275,TRUE,,0
2EbeRcOANd8GJHOP7McS,,,미보유,,https://mtg-kr.com/cardimage/poketcgM2a-223.png,MA,포켓몬,m2a -「메가드림」,,M2a-223,TRUE,,0
2H5UDcxGkI5ZFP2AwUBB,2,이상해풀,보유중,,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,AR,포켓몬,sv2a -「포켓몬 카드 151」,,SV2a-167,TRUE,,0
2HEs9eLs8FuNHWVtD4tf,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV9a-092.png,UR,,sv9a -「열풍의 아레나」,,SV9a-092,TRUE,,0
2JO67GL2aP2PWsYkj4xy,504,보르쥐,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_151.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-151,TRUE,,0
2NYYX28Oi6V5KjZd3duw,,삐삐,보유중,,https://mtg-kr.com/cardimage/poketcgM3-086.png,AR,포켓몬,m3 -「니힐제로」,,M3-086,,,0
2PYvMLkuCXHYcRgwNYEv,,,,,https://mtg-kr.com/cardimage/poketcgS7D-068.png,SR,,s7D -「마천퍼펙트」,,S7D-068,,,0
2R3n842ADxkiFAnG3DQi,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_144.png,AR,포켓몬,sv11B -「블랙볼트」,,SV11B-144,TRUE,,0
2TH3PALDgRevBBl0u8PP,148,신뇽,보유중,,https://mtg-kr.com/cardimage/poketcgSV2a-182.png,AR,포켓몬,sv2a -「포켓몬 카드 151」,,SV2a-182,TRUE,,0
2XDvL1R731iJnIjFYvZT,,님피아 EX,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_025.png,,포켓몬,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,,CP3-025,,한국,0
2YmGM27MJRBaPtgWJBnP,,운향,보유중,,https://mtg-kr.com/cardimage/poketcgSV1a-100.png,SAR,서포트,sv1a -「트리플렛비트」,,SV1a-100,TRUE,한국,0
2dV4TCdU9JmRVdVUieLj,,,미보유,,https://mtg-kr.com/cardimage/poketcgS9-107.png,SR,,s9 -「스타버스」,,S9-107,TRUE,,0
2eVlJlLRBiSqu0XK9qCG,719,메가디안시 ex,보유중,,https://mtg-kr.com/cardimage/poketcgM2a-227.png,MA,포켓몬,m2a -「메가드림」,,M2a-227,TRUE,한국,0
2foFeJyseUzeUrKmvdKl,,오르티가,보유중,,https://mtg-kr.com/cardimage/poketcgSV3-131.png,SR,,sv3 - 「흑염의 지배자」,,SV3-131,TRUE,,0
2hrZCYTBq1jqG7h8yhRG,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-151.png,SR,,sm8b -「울트라샤이니」,,SM8b-151,TRUE,,0
2hyaEBHRHnIs6qUShsqJ,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV2a-210.png,UR,,sv2a -「포켓몬 카드 151」,,SV2a-210,TRUE,,0
2iRurdUWdF69wz0NfQ2w,,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_015.png,,,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,,CP3-015,,,0
2k50yMvjCcJfaeVwqRqQ,,약어리 GX,,,https://mtg-kr.com/cardimage/poketcgSM12a-174.png,SR,,sm12a -「TAG TEAM GX 태그올스타즈」,,SM12a-174,,,0
2ljAVyWBudzNSPDMO9i6,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV3a-076.png,SR,,sv3a -「레이징서프」,,SV3a-076,TRUE,,0
2pHzYGabTGK36wG2Lbti,,바오프,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_099.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-099,TRUE,,0
2q9O5y2Vo22ofo60er9b,146,가라르 파이어 V,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-242.png,CSR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-242,,,0
2tpBdoqnfBVKqqspxv5i,,N의 방안,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_165.png,SR,,sv11B -「블랙볼트」,,SV11B-165,TRUE,,0
2uMxPoZ8aKRs7abrXJ3V,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_093.png,UR,,sv4M -「미래의 일섬」,,SV4M-093,TRUE,,0
2unnjD24VVewBvsZQ3lr,162,다꼬리,보유중,,https://mtg-kr.com/cardimage/poketcgSV9-110.png,AR,포켓몬,sv9 -「배틀파트너즈」,,SV9-110,TRUE,,0
2w6mZaLPorAZrVECIHQv,,,미보유,,https://mtg-kr.com/cardimage/poketcgM1S-079.png,SR,포켓몬,m1S -「메가 심포니아」,,M1S-079,TRUE,,0
2w7Oan8LNSmRZHI0tFNr,366,진주몽,보유중,,https://mtg-kr.com/cardimage/poketcgSV10-102.png,AR,포켓몬,sv10 -「로켓단의 영광」,,SV10-102,TRUE,,0
2wyBU5fF9SM6vojrwGeV,,라프라스 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV7-117.png,SR,포켓몬,sv7 -「스텔라미라클」,,SV7-117,,,0
2zzZDfLABfHY272XyflN,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV2D-091.png,SR,,sv2D -「클레이버스트」,,SV2D-091,TRUE,,0
33D4GwdaXz501ipd6x5d,,로켓단의 뮤츠 ex,미보유,,https://mtg-kr.com/cardimage/poketcgM2a-237.png,SAR,포켓몬,m2a -「메가드림」,,M2a-237,TRUE,,0
356wGfUwLg9RTGB9mFrn,,타로,미보유,,https://mtg-kr.com/cardimage/poketcgSV7-132.png,SAR,,sv7 -「스텔라미라클」,,SV7-132,TRUE,,0
36oZji1wXMcJO2lvnSVi,1008,미라이돈 ex,보유중,,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,SAR,포켓몬,sv1V -「바이올렛 ex」,,SV1V-102,TRUE,,0
3DaX4tEYctsh7aq1tjef,592,탱그릴,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_124.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-124,TRUE,,0
3F6zmhz3bmwkDiqlWvt4,,몰드류,미보유,,https://mtg-kr.com/cardimage/poketcgSM11b-059.png,CHR,포켓몬,sm11b -「드림리그」,,SM11b-059,TRUE,,0
3JCIplQ6uwea8Xkvavdy,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV2P-084.png,SR,,sv2P -「스노해저드」,,SV2P-084,TRUE,,0
3KKeSs55dy7p1hENgAQX,,,,,https://mtg-kr.com/cardimage/poketcgS12-111.png,SR,서포트,s12 -「패러다임트리거」,,S12-111,,,0
3L7qZ0997YM8vwtYBmIJ,,콜로솔트,보유중,,https://mtg-kr.com/cardimage/poketcgSV4K-073.png,AR,포켓몬,sv4K -「고대의 포효」,,SV4K-073,TRUE,,0
3LPcladl5DBksLHuRRfv,,라플레시아 GX,미보유,,https://mtg-kr.com/cardimage/poketcgSM11b-062.png,SR,포켓몬,sm11b -「드림리그」,,SM11b-062,,,0
3PDftIVYFQxajjgpkTkL,,,미보유,,https://mtg-kr.com/cardimage/poketcgM2-101.png,SR,,m2 -「인페르노X」,,M2-101,TRUE,,0
3PHyujM9K08LCFEX2ru7,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_081.png,SR,,sv4M -「미래의 일섬」,,SV4M-081,TRUE,,0
3QlqKGQxHdh0GfDrqrrD,,그라에나,미보유,,https://mtg-kr.com/cardimage/poketcgMC-753.png,기타 AR,,MC - MEGA「스타트 덱 100 배틀컬렉션」,,MC-753,TRUE,,0
3RAkC2Xj7sM8eFuxNpEw,,,미보유,,https://mtg-kr.com/cardimage/poketcgSV8a-236.png,UR,,sv8a -「테라스탈 페스타 ex」,,SV8a-236,TRUE,,0
3TgQrkTDbxSNbn3q22lP,,우리,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-273.png,SR,서포트,s8b -「VMAX 클라이맥스」,,S8b-273,TRUE,,0
3ThfEtIwBZml3aZxnyVu,487,기라티나 V,보유중,,https://mtg-kr.com/cardimage/poketcgS11-111.png,SR,포켓몬,s11 -「로스트어비스」,,S11-111,,,0
3XwMcYq44GQ82YQDIEmJ,722,나몰빼미,보유중,,https://mtg-kr.com/cardimage/poketcgM3-082.png,AR,포켓몬,m3 -「니힐제로」,,M3-082,,,0
3hDkzjB5DyldzwPHQw2I,384,레쿠쟈 GX,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-240.png,SSR,포켓몬,sm8b -「울트라샤이니」,,SM8b-240,TRUE,,0
3hDyy41BPQBgnkBek5Ay,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_164.png,SR,,sv11W -「화이트플레어」,,SV11W-164,TRUE,,0
3kEiYYOpn0483JnRblMU,7,꼬부기,보유중,,https://mtg-kr.com/cardimage/poketcgSV2a-170.png,AR,포켓몬,sv2a -「포켓몬 카드 151」,,SV2a-170,,,0
3lffW6dYqwk7aT5vtP97,,,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-263.png,SR,서포트,s8b -「VMAX 클라이맥스」,,S8b-263,TRUE,,0
3lx4j3NP5qXQkpvOex6v,,메가샤크니아 ex,미보유,,https://mtg-kr.com/cardimage/poketcgM2-113.png,SAR,포켓몬,m2 -「인페르노X」,,M2-113,TRUE,,0
3n2fMg6XOA1WW3cKLu2R,146,가라르 파이어,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-190.png,AR,포켓몬,s12a -「VSTAR 유니버스」,,S12a-190,,,0
3rke5LSbkXJg5xjc9b8v,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-235.png,SSR,,sm8b -「울트라샤이니」,,SM8b-235,TRUE,,0
3swNPn4A3rGxANUmnC4N,,보미카,,,https://mtg-kr.com/cardimage/poketcgSM12a-194.png,SR,,sm12a -「TAG TEAM GX 태그올스타즈」,,SM12a-194,,,0
3wx1ET64AQQE3jLT53IB,,,미보유,,https://mtg-kr.com/cardimage/poketcgS9-117.png,HR,,s9 -「스타버스」,,S9-117,TRUE,,0
3yEcNRrsQds1FyavETms,,,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-198.png,CHR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-198,TRUE,,0
44TDi36VYsZPdar4qkt3,571,히스이 조로아크 Vstar,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-234.png,SAR,,s12a -「VSTAR 유니버스」,,S12a-234,TRUE,한국,0
45oGAXIwhjykg8CCEE0U,785,카푸꼬꼬꼭 ex,미보유,,https://mtg-kr.com/cardimage/poketcgSV3a-086.png,SAR,,sv3a -「레이징서프」,,SV3a-086,TRUE,,0
46G46baA9ECnxYIYTGyb,100,히스이 찌리리공,보유중,,%ED%9E%88%EC%8A%A4%EC%9D%B4_%EC%B0%8C%EB%A6%AC%EB%A6%AC%EA%B3%B5_S12a_173_KOR.png,AR,포켓몬,s12a -「VSTAR 유니버스」,,S12a-173,,,0
46WEv31Jbl07MAcd0tZG,479,스핀로토무,보유중,,https://mtg-kr.com/cardimage/poketcgM2a-213.png,AR,포켓몬,m2a -「메가드림」,,M2a-213,TRUE,,0
481OsCgZ7AvHnjYa6N4b,,,보유중,,https://mtg-kr.com/cardimage/poketcgSV6-105.png,AR,포켓몬,sv6 -「변환의 가면」,,SV6-105,TRUE,,0
4EwmWjQ1SVjegeMA3jZ5,,,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-258.png,SR,서포트,s8b -「VMAX 클라이맥스」,,S8b-258,TRUE,,0
4LJSylOFbObnCGzIVJ8t,,,미보유,,https://mtg-kr.com/cardimage/poketcgS10a-091.png,,,s10a -「다크판타스마」,,S10a-091,TRUE,,0
4R5gJtLwh0ZpwPuLpOPF,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_154.png,AR,포켓몬,sv11B -「블랙볼트」,,SV11B-154,TRUE,,0
4SxaGiVFTP3UwJE749jI,,내던숭이,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-203.png,CHR,포켓몬,s8b -「VMAX 클라이맥스」,,S8b-203,,,0
4UlkNWwEvIPA4N8l0Hdj,,블래키 Vmax,미보유,,https://k-tcgpanda.com/cardimg/S/S6a/%EB%B8%94%EB%9E%98%ED%82%A4%20VMAX_S6a_095_KOR.jpg,HR,포켓몬,s6a -「이브이 히어로즈」,,S6a-095,,,0
4WeK6sjdHtXb6Z0tXbeo,,,미보유,,https://mtg-kr.com/cardimage/poketcgSM11a-068.png,SR,,sm11a -「리믹스바우트」,,SM11a-068,TRUE,,0
4WzOY8sU7KcfuNJqa7WQ,,난천,미보유,,https://mtg-kr.com/cardimage/poketcgSM8b-153.png,SR,서포트,sm8b -「울트라샤이니」,,SM8b-153,TRUE,한국,0
4XrBCR5oQpbxJwouINKY,,,보유중,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_130.png,AR,포켓몬,sv11W -「화이트플레어」,,SV11W-130,TRUE,,0
4YR4nJvGacae9vgQ0bR0,,,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_062.png,SR,서포트,sm10b -「스카이레전드」,,SM10b-062,TRUE,,0
