raw_database_id,series,type,status,isLegacy,imageUrl,pokedexNumber,rarity,createdAt,cardNumber,price,possessions,cardName
0Q5mpVm9INUhtdGCrapF,s10P -「스페이스 저글러」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS10P-081.png,,HR,,S10P-081,0,,
0VMP4nOcVJUfWRrVB0Xh,sm11b -「드림리그」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_060.png,,CHR,,SM11b-060,0,,강철톤
0ZSC8GYHVN7ad63SGxpC,sv4M -「미래의 일섬」,포켓몬,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_088.png,,SAR,,SV4M-088,0,,무쇠손 ex
0bP5YLDuCKlvFxX8HMrN,sv11B -「블랙볼트」,포켓몬,등급카드,TRUE,https://mtg-kr.com/cardimage/poketcgSV11B-174.png,,BWR,,SV11B-174,0,,제크로무 ex
0f074kYqfUk0Gd7uuZLg,sv9a -「열풍의 아레나」,,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_080.png,,SR,,SV9a-080,0,,
0g6rKGsBO2piw56mCgI1,sv1a -「트리플렛비트」,,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_098.png,,SAR,,SV1a-098,0,,웨이니발 ex
0g8hLF3PiyUjutAi3fsK,s10a -「다크판타스마」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS10a-087.png,,SR,,S10a-087,0,,월로
0hSoZXM67oVGI4kjPW5t,sv3a -「레이징서프」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_074.png,,AR,,SV3a-074,0,,
0n0yTMGgv3CpH8u687EP,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_102.png,,AR,,SV11W-102,0,,수댕이
0p6B6g19xke1OwKxzemK,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_088.png,,AR,,SV11W-088,0,,두르쿤
0pJbJaSPkp9jZrZFjyzI,sv5M -「사이버저지」,포켓몬,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_094.png,,SAR,,SV5M-094,0,,무쇠감투 ex
0seyeelA2ksRUVOnO31u,sv6a -「나이트원더러」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_067.png,,AR,,SV6a-067,0,,
11SBBXSaiiMlH2IDMjrZ,sv1V -「바이올렛 ex」,,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_094.png,1008,SR,,SV1V-94,0,,
132HXtmClZ2cfTBMw00a,sv8a -「테라스탈 페스타 ex」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_237.png,,UR,,SV8a-237,0,,
14ya22rnPo3q3793E1Fk,m1L -「메가 브레이브」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM1L-084.png,,SR,,M1L-084,0,,풍선
15qMnRy63eJf4icr51Cz,s8b -「VMAX 클라이맥스」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-207.png,,CHR,,S8b-207,0,,가라르 가로막구리
15wonrS44UrEan0oaTht,sv4M -「미래의 일섬」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_074.png,,AR,,SV4M-074,0,,
18oHM1C87rBx8eGJap1d,sv5M -「사이버저지」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_092.png,,SR,,SV5M-092,0,,
19wgLigSy4MGyjSo02va,sm8b -「울트라샤이니」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_186.png,,S,,SM8b-186,0,,
1AspOQOww6dpnR7cNcX1,sv9 -「배틀파트너즈」,,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_115.png,,SR,,SV9-115,0,,릴리에의 삐삐 ex
1JKIEwRqxoi8eaPVj0d2,sv6a -「나이트원더러」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_085.png,,SR,,SV6a-085,0,,
1K9Gxnv490JGsJeWp4X8,sv11W -「화이트플레어」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_161.png,,SR,,SV11W-161,0,,
1KVcV3PQsqSdvZ2MSiiv,s12a -「VSTAR 유니버스」,서포트,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-244.png,,SAR,,S12a-244,0,,체렌의 배려심
1LdzbLnMu5oFWinG3rtT,sv6a -「나이트원더러」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_066.png,,AR,,SV6a-066,0,,
1LqNhkjzoL8bAYAUbnMd,s9 -「스타버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS9-104.png,,SR,,S9-104,0,,
1MIp9l5c7hsqKBFFAFPJ,m2 -「인페르노X」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM2-086.png,,AR,,M2-086,0,,
1MoXWs6Dv0EspQBMl7Xs,sv8 -「초전브레이커」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_133.png,,SAR,,SV8-133,0,,삼삼드래 ex
1N160iXOp6zeOoqpDZsS,s12a -「VSTAR 유니버스」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-197.png,132,AR,,S12a-197,0,,메타몽
1N9CKsz48lT7xS0bMm6d,sv1a -「트리플렛비트」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV1a-074.png,357,AR,,SV1a-074,0,,트로피우스
1ULY0GgDNKNT3rztKUmd,s12a -「VSTAR 유니버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-223.png,,SAR,,S12a-223,0,,테오키스 Vstar
1W6rA6X5s6oy8CjdTBkk,m2 -「인페르노X」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM2-084.png,,AR,,M2-084,0,,쥬레곤
1WuoaBhT2fuBC3dXgy6c,sv4a -「샤이니트레저 ex」,서포트,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_353.png,,SAR,,SV4a-353,0,,모야모
1XYJfUwa6wStjv9kbDD1,sv9 -「배틀파트너즈」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV9-108.png,0570,AR,,SV9-108,0,,N의 조로아
1XcqOyNH62kV2ZB2fXmm,sv5a -「크림슨헤이즈」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_095.png,,UR,,SV5a-095,0,,
1Zo2MzmF5fESRKqMICQY,sv5K -「와일드포스」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_100.png,,UR,,SV5K-100,0,,
1aQl6bq0Aq83OGXuH0zd,s8b -「VMAX 클라이맥스」,포켓몬,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-230.png,144,CSR,,S8b-230,0,,가라르 프리져 V
1bUSzK11tp21vUJuec58,m2 -「인페르노X」,,미보유,TRUE,M2_094.png,,SR,,M2-094,0,,
1bfMF7ylA2F640IsbF6v,s10a -「다크판타스마」,포켓몬,미보유,,https://mtg-kr.com/cardimage/poketcgS10a-088.png,,CSR,,S10a-088,0,,러브로스 V
1dM0nmpHzFOpvC7w86ZD,s8b -「VMAX 클라이맥스」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-239.png,,CSR,,S8b-239,0,,일격 우라오스 Vmax
1eJSbVEtsCmZyqj4iY1s,s6a -「이브이 히어로즈」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS6a-082.png,700,SR,,S6a-082,0,,님피아 V
1fQU0hPYgylV7nol7pPA,s12a -「VSTAR 유니버스」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-199.png,,AR,,S12a-199,0,,밀탱크
1gYuazWzUUaJuB0Ed2Mg,sv11B -「블랙볼트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_108.png,0536,AR,,SV11B-108,0,,두까비
1iVlD9oJdcwEc8Ya5mFN,sv9 -「배틀파트너즈」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_118.png,,SR,,SV9-118,0,,
1kxDczQSwTxiI5aqankE,sv6a -「나이트원더러」,포켓몬,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_087.png,,SAR,,SV6a-087,0,,조타구 ex
1n9Nn7EiqsjPPIPT6qYO,sv1S -「스칼렛 ex」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV1S-090.png,0396,AR,,SV1S-090,0,,찌르꼬
1oz6M3mljbbdU6t41rY3,sv2a -「포켓몬 카드 151」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV2a-185.png,,SR,,SV2a-185,0,,리자몽 ex
21eWEJc3BILilbyFZnXp,s8b -「VMAX 클라이맥스」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-221.png,,CSR,,S8b-221,0,,백마 버드렉스 Vmax
22wIBXL2nVHwP7clGrUG,m1S -「메가 심포니아」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM1S-076.png,,SR,,M1S-076,0,,
26JpJp17hwD9DSAKUakQ,m2a -「메가드림」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-221.png,,SR,,M2a-221,0,,
26ofcNMngR2do08QRTea,m2a -「메가드림」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-224.png,,MA,,M2a-224,0,,
27zROVWhUoPi26XrVSRM,s8b -「VMAX 클라이맥스」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-206.png,,CHR,,S8b-206,0,,
2AlNQW4wr37R8no1OIwz,sv5M -「사이버저지」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_088.png,,SR,,SV5M-088,0,,
2Aq83pjb1xbegRkU0vLK,sv3 - 「흑염의 지배자」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_121.png,,SR,,SV3-121,0,,
2CgQOEvZvKUY31NFuFno,sv4M -「미래의 일섬」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_091.png,,SAR,,SV4M-091,0,,리파
2EIoKyKkGMPFE0uaXNOv,s8b -「VMAX 클라이맥스」,서포트,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-275.png,,SR,,S8b-275,0,,채두
2EbeRcOANd8GJHOP7McS,m2a -「메가드림」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-223.png,,MA,,M2a-223,0,,
2H5UDcxGkI5ZFP2AwUBB,sv2a -「포켓몬 카드 151」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,2,AR,,SV2a-167,0,,이상해풀
2HEs9eLs8FuNHWVtD4tf,sv9a -「열풍의 아레나」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_092.png,,UR,,SV9a-092,0,,
2JO67GL2aP2PWsYkj4xy,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_151.png,0504,AR,,SV11W-151,0,,보르쥐
2R3n842ADxkiFAnG3DQi,sv11B -「블랙볼트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_144.png,,AR,,SV11B-144,0,,
2TH3PALDgRevBBl0u8PP,sv2a -「포켓몬 카드 151」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV2a-182.png,148,AR,,SV2a-182,0,,신뇽
2YmGM27MJRBaPtgWJBnP,sv1a -「트리플렛비트」,서포트,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_100.png,,SAR,,SV1a-100,0,,운향
2dV4TCdU9JmRVdVUieLj,s9 -「스타버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS9-107.png,,SR,,S9-107,0,,
2eVlJlLRBiSqu0XK9qCG,m2a -「메가드림」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-227.png,719,MA,,M2a-227,0,,메가디안시 ex
2foFeJyseUzeUrKmvdKl,sv3 - 「흑염의 지배자」,,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_131.png,,SR,,SV3-131,0,,오르티가
2hrZCYTBq1jqG7h8yhRG,sm8b -「울트라샤이니」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_151.png,,SR,,SM8b-151,0,,
2hyaEBHRHnIs6qUShsqJ,sv2a -「포켓몬 카드 151」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_210.png,,UR,,SV2a-210,0,,
2ljAVyWBudzNSPDMO9i6,sv3a -「레이징서프」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_076.png,,SR,,SV3a-076,0,,
2pHzYGabTGK36wG2Lbti,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_099.png,,AR,,SV11W-099,0,,바오프
2q9O5y2Vo22ofo60er9b,s8b -「VMAX 클라이맥스」,포켓몬,미보유,,https://mtg-kr.com/cardimage/poketcgS8b-242.png,146,CSR,,S8b-242,0,,가라르 파이어 V
2tpBdoqnfBVKqqspxv5i,sv11B -「블랙볼트」,,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_165.png,,SR,,SV11B-165,0,,N의 방안
2uMxPoZ8aKRs7abrXJ3V,sv4M -「미래의 일섬」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_093.png,,UR,,SV4M-093,0,,
2unnjD24VVewBvsZQ3lr,sv9 -「배틀파트너즈」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV9-110.png,0162,AR,,SV9-110,0,,다꼬리
2w6mZaLPorAZrVECIHQv,m1S -「메가 심포니아」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM1S-079.png,,SR,,M1S-079,0,,
2w7Oan8LNSmRZHI0tFNr,sv10 -「로켓단의 영광」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_102.png,0366,AR,,SV10-102,0,,진주몽
2wyBU5fF9SM6vojrwGeV,sv7 -「스텔라미라클」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_117.png,,SR,,SV7-117,0,,라프라스 ex
2zzZDfLABfHY272XyflN,sv2D -「클레이버스트」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_091.png,,SR,,SV2D-091,0,,
33D4GwdaXz501ipd6x5d,m2a -「메가드림」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-237.png,,SAR,,M2a-237,0,,로켓단의 뮤츠 ex
356wGfUwLg9RTGB9mFrn,sv7 -「스텔라미라클」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_132.png,,SAR,,SV7-132,0,,타로
36oZji1wXMcJO2lvnSVi,sv1V -「바이올렛 ex」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,1008,SAR,,SV1V-102,0,,미라이돈 ex
3DaX4tEYctsh7aq1tjef,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_124.png,0592,AR,,SV11W-124,0,,탱그릴
3F6zmhz3bmwkDiqlWvt4,sm11b -「드림리그」,포켓몬,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_059.png,,CHR,,SM11b-059,0,,몰드류
3JCIplQ6uwea8Xkvavdy,sv2P -「스노해저드」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_084.png,,SR,,SV2P-084,0,,
3L7qZ0997YM8vwtYBmIJ,sv4K -「고대의 포효」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgSV4K-073.png,,AR,,SV4K-073,0,,콜로솔트
3LPcladl5DBksLHuRRfv,sm11b -「드림리그」,포켓몬,미보유,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_062.png,,SR,,SM11b-062,0,,라플레시아 GX
3PDftIVYFQxajjgpkTkL,m2 -「인페르노X」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2-101.png,,SR,,M2-101,0,,
3PHyujM9K08LCFEX2ru7,sv4M -「미래의 일섬」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_081.png,,SR,,SV4M-081,0,,
3QlqKGQxHdh0GfDrqrrD,MC - MEGA「스타트 덱 100 배틀컬렉션」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgMC-753.png,,기타 AR,,MC-753,0,,
3RAkC2Xj7sM8eFuxNpEw,sv8a -「테라스탈 페스타 ex」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_236.png,,UR,,SV8a-236,0,,
3TgQrkTDbxSNbn3q22lP,s8b -「VMAX 클라이맥스」,서포트,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-273.png,,SR,,S8b-273,0,,우리
3ThfEtIwBZml3aZxnyVu,s11 -「로스트어비스」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS11-111.png,487,SR,,S11-111,0,,기라티나 V
3hDkzjB5DyldzwPHQw2I,sm8b -「울트라샤이니」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgSM8b-240.png,384,SSR,,SM8b-240,0,,레쿠쟈 GX
3hDyy41BPQBgnkBek5Ay,sv11W -「화이트플레어」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_164.png,,SR,,SV11W-164,0,,
3kEiYYOpn0483JnRblMU,sv2a -「포켓몬 카드 151」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgSV2a-170.png,7,AR,,SV2a-170,0,,꼬부기
3lffW6dYqwk7aT5vtP97,s8b -「VMAX 클라이맥스」,서포트,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-263.png,,SR,,S8b-263,0,,
3lx4j3NP5qXQkpvOex6v,m2 -「인페르노X」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2-113.png,,SAR,,M2-113,0,,메가샤크니아 ex
3n2fMg6XOA1WW3cKLu2R,s12a -「VSTAR 유니버스」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS12a-190.png,146,AR,,S12a-190,0,,가라르 파이어
3rke5LSbkXJg5xjc9b8v,sm8b -「울트라샤이니」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_235.png,,SSR,,SM8b-235,0,,
3wx1ET64AQQE3jLT53IB,s9 -「스타버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS9-117.png,,HR,,S9-117,0,,
3yEcNRrsQds1FyavETms,s8b -「VMAX 클라이맥스」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-198.png,,CHR,,S8b-198,0,,
44TDi36VYsZPdar4qkt3,s12a -「VSTAR 유니버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-234.png,571,SAR,,S12a-234,0,,히스이 조로아크 Vstar
45oGAXIwhjykg8CCEE0U,sv3a -「레이징서프」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgSV3a-086.png,785,SAR,,SV3a-086,0,,카푸꼬꼬꼭 ex
46G46baA9ECnxYIYTGyb,s12a -「VSTAR 유니버스」,포켓몬,보유중,,%ED%9E%88%EC%8A%A4%EC%9D%B4_%EC%B0%8C%EB%A6%AC%EB%A6%AC%EA%B3%B5_S12a_173_KOR.png,100,AR,,S12a-173,0,,히스이 찌리리공
46WEv31Jbl07MAcd0tZG,m2a -「메가드림」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgM2a-213.png,0479,AR,,M2a-213,0,,스핀로토무
481OsCgZ7AvHnjYa6N4b,sv6 -「변환의 가면」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_105.png,,AR,,SV6-105,0,,
4EwmWjQ1SVjegeMA3jZ5,s8b -「VMAX 클라이맥스」,서포트,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-258.png,,SR,,S8b-258,0,,
4LJSylOFbObnCGzIVJ8t,s10a -「다크판타스마」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS10a-091.png,,,,S10a-091,0,,
4R5gJtLwh0ZpwPuLpOPF,sv11B -「블랙볼트」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_154.png,,AR,,SV11B-154,0,,
4SxaGiVFTP3UwJE749jI,s8b -「VMAX 클라이맥스」,포켓몬,보유중,,https://mtg-kr.com/cardimage/poketcgS8b-203.png,,CHR,,S8b-203,0,,내던숭이
4UlkNWwEvIPA4N8l0Hdj,s6a -「이브이 히어로즈」,포켓몬,미보유,,https://k-tcgpanda.com/cardimg/S/S6a/%EB%B8%94%EB%9E%98%ED%82%A4%20VMAX_S6a_095_KOR.jpg,,HR,,S6a-095,0,,블래키 Vmax
4WeK6sjdHtXb6Z0tXbeo,sm11a -「리믹스바우트」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_068.png,,SR,,SM11a-068,0,,
4WzOY8sU7KcfuNJqa7WQ,sm8b -「울트라샤이니」,서포트,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_153.png,,SR,,SM8b-153,0,,난천
4XrBCR5oQpbxJwouINKY,sv11W -「화이트플레어」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_130.png,,AR,,SV11W-130,0,,
4YR4nJvGacae9vgQ0bR0,sm10b -「스카이레전드」,서포트,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_062.png,,SR,,SM10b-062,0,,
4bEf62JQmKKOcPp0KADI,sv10 -「로켓단의 영광」,포켓몬,보유중,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_109.png,0052,AR,,SV10-109,0,,로켓단의 나옹
4bkQvXvDxyilTU2bogsx,m2 -「인페르노X」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgM2-097.png,,SR,,M2-097,0,,
4btiffzdHHs3rp3jSeW1,s12a -「VSTAR 유니버스」,,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS12a-257.png,,SR,,S12a-257,0,,
4f5W9yEg40cxHckl84M6,sv9a -「열풍의 아레나」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_076.png,,SR,,SV9a-076,0,,
4fGJy8Hrbm4wRRBsR9ei,s8b -「VMAX 클라이맥스」,포켓몬,미보유,TRUE,https://mtg-kr.com/cardimage/poketcgS8b-247.png,,CSR,,S8b-247,0,,무한다이노 Vmax
4gMJ0S3vHKJNutXGIgch,sm8b -「울트라샤이니」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_185.png,,S,,SM8b-185,0,,
4gspnoxfW7N7WiX1YF2p,sm8b -「울트라샤이니」,,미보유,TRUE,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_173.png,,S,,SM8b-173,0,,
4hV0jOhdaTDpDL27SpeU,s11a -「백열의 아르카나」,포켓몬,보유중,TRUE,https://mtg-kr.com/cardimage/poketcgS11a-069.png,,CHR,,S11a-069,0,,테르나
