raw_database_id,price,status,possessions,createdAt,type,isLegacy,cardName,series,rarity,cardNumber,pokedexNumber,imageUrl
,0,보유중,,,,true,앗차키,sv11B -「블랙볼트」,AR,SV11B-106,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_106.png
,0,미보유,,,,true,,sv4M -「미래의 일섬」,SR,SV4M-086,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_086.png
,0,보유중,,,,true,,sv9a -「열풍의 아레나」,SR,SV9a-080,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_080.png
,0,보유중,,,,true,,sv11B -「블랙볼트」,AR,SV11B-127,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_127.png
,0,보유중,,,,true,,s8b -「VMAX 클라이맥스」,CHR,S8b-190,,https://mtg-kr.com/cardimage/poketcgS8b-190.png
,0,등급카드,,,포켓몬,,레시라무 ex,sv11W -「화이트플레어」,BWR,SV11W-174,,https://mtg-kr.com/cardimage/poketcgSV11W-174.png
,0,등급카드,,,포켓몬,true,레쿠쟈 Vmax,s8b -「VMAX 클라이맥스」,CSR,S8b-252,384,https://mtg-kr.com/cardimage/poketcgS8b-252.png
,0,미보유,,,,true,,sm8b -「울트라샤이니」,S,SM8b-172,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_172.png
,0,보유중,,,,true,,sv5a -「크림슨헤이즈」,AR,SV5a-075,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_075.png
,0,보유중,,,,true,,sv10 -「로켓단의 영광」,AR,SV10-099,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_099.png
,0,보유중,,,서포트,true,아크로마의 실험,s12a -「VSTAR 유니버스」,SAR,S12a-238,,https://mtg-kr.com/cardimage/poketcgS12a-238.png
,0,보유중,,,포켓몬,true,로켓단의 비주기,sv10 -「로켓단의 영광」,SAR,SV10-128,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_128.png
,0,보유중,,,,true,빛나,m2 -「인페르노X」,SR,M2-107,,https://mtg-kr.com/cardimage/poketcgM2-107.png
,0,미보유,,,,true,,s9 -「스타버스」,UR,S9-125,,https://mtg-kr.com/cardimage/poketcgS9-125.png
,0,보유중,,,,true,알로라 닥트리오,sv8 -「초전브레이커」,AR,SV8-116,,https://mtg-kr.com/cardimage/poketcgSV8-116.png
,0,미보유,,,,true,돌핀맨 ex,sv8a -「테라스탈 페스타 ex」,SAR,SV8a-207,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_207.png
,0,미보유,,,,true,,m2 -「인페르노X」,SR,M2-099,,https://mtg-kr.com/cardimage/poketcgM2-099.png
,0,미보유,,,,true,,sm8b -「울트라샤이니」,S,SM8b-196,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_196.png
,0,미보유,,,,true,흑마 버드렉스 V,s8b -「VMAX 클라이맥스」,CSR,S8b-235,,https://mtg-kr.com/cardimage/poketcgS8b-235.png
,0,미보유,,,,true,,s9a -「배틀리전」,UR,S9a-093,,https://mtg-kr.com/cardimage/poketcgS9a-093.png
,0,미보유,,,,true,,sv8a -「테라스탈 페스타 ex」,SR,SV8a-197,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_197.png
,0,미보유,,,,true,,sm8b -「울트라샤이니」,SSR,SM8b-210,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_210.png
,0,미보유,,,,true,,sm8b -「울트라샤이니」,SSR,SM8b-220,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_220.png
,0,미보유,,,포켓몬,true,전툴라 ex,sv7 -「스텔라미라클」,SAR,SV7-128,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_128.png
,0,미보유,,,,true,,m1L -「메가 브레이브」,SR,M1L-078,,https://mtg-kr.com/cardimage/poketcgM1L-078.png
,0,미보유,,,포켓몬,true,메가디안시 ex,m2a -「메가드림」,MA,M2a-227,719,https://mtg-kr.com/cardimage/poketcgM2a-227.png
,0,미보유,,,,true,,s11a -「백열의 아르카나」,HR,S11a-087,,https://mtg-kr.com/cardimage/poketcgS11a-087.png
,0,미보유,,,,true,,m2 -「인페르노X」,SR,M2-096,,https://mtg-kr.com/cardimage/poketcgM2-096.png
,0,보유중,,,,true,,sv6 -「변환의 가면」,AR,SV6-112,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_112.png
,0,보유중,,,,true,암나이트,sv2a -「포켓몬 카드 151」,AR,SV2a-180,,https://mtg-kr.com/cardimage/poketcgSV2a-180.png
,0,보유중,,,,true,,s8b -「VMAX 클라이맥스」,CHR,S8b-206,,https://mtg-kr.com/cardimage/poketcgS8b-206.png
,0,미보유,,,,true,,s9a -「배틀리전」,SR,S9a-080,,https://mtg-kr.com/cardimage/poketcgS9a-080.png
,0,보유중,,,,true,마이농,sv3a -「레이징서프」,AR,SV3a-066,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_066.png
,0,미보유,,,서포트,true,월로,s12a -「VSTAR 유니버스」,SR,S12a-248,,https://mtg-kr.com/cardimage/poketcgS12a-248.png
,0,보유중,,,포켓몬,,가라르 썬더,s12a -「VSTAR 유니버스」,AR,S12a-188,145,https://mtg-kr.com/cardimage/poketcgS12a-188.png
,0,보유중,,,포켓몬,true,레어코일,sv8 -「초전브레이커」,AR,SV8-112,,https://mtg-kr.com/cardimage/poketcgSV8-112.png
,0,미보유,,,포켓몬,,오거폰 주춧돌의 가면 ex,sv8a -「테라스탈 페스타 ex」,SAR,SV8a-216,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_216.png
,0,미보유,,,,true,,sm8b -「울트라샤이니」,S,SM8b-176,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_176.png
,0,등급카드,,,,true,님피아 GX,sm8b -「울트라샤이니」,SSR,SM8b-238,,https://mtg-kr.com/cardimage/poketcgSM8b-238.png
,0,보유중,,,,true,,sv3 - 「흑염의 지배자」,SR,SV3-124,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_124.png
,0,미보유,,,,true,,sv4a -「샤이니트레저 ex」,UR,SV4a-360,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_360.png
,0,미보유,,,서포트,true,,sm6b -「챔피언로드」,SR,SM6b-063,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_063.png
,0,보유중,,,,true,켈리몬,sv8 -「초전브레이커」,AR,SV8-118,,https://mtg-kr.com/cardimage/poketcgSV8-118.png
,0,미보유,,,서포트,true,난천의 패기,s9 -「스타버스」,SR,S9-113,,https://mtg-kr.com/cardimage/poketcgS9-113.png
,0,보유중,,,,true,,sv11W -「화이트플레어」,AR,SV11W-113,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_113.png
,0,보유중,,,,true,,s8b -「VMAX 클라이맥스」,CHR,S8b-209,,https://mtg-kr.com/cardimage/poketcgS8b-209.png
,0,미보유,,,,true,,MC - MEGA「스타트 덱 100 배틀컬렉션」,기타 AR,MC-746,,https://mtg-kr.com/cardimage/poketcgMC-746.png
,0,미보유,,,,true,,sv6a -「나이트원더러」,SR,SV6a-084,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_084.png
,0,등급카드,,,포켓몬,true,제크로무 ex,sv11B -「블랙볼트」,BWR,SV11B-174,,https://mtg-kr.com/cardimage/poketcgSV11B-174.png
,0,보유중,,,,true,N의 방안,sv11B -「블랙볼트」,SR,SV11B-165,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_165.png
,0,보유중,,,,true,,sv11W -「화이트플레어」,AR,SV11W-149,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_149.png
,0,보유중,,,,true,,sv11W -「화이트플레어」,AR,SV11W-145,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_145.png
,0,미보유,,,,true,비파,sv8a -「테라스탈 페스타 ex」,SR,SV8a-191,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_191.png
,0,미보유,,,,true,,sv4K -「고대의 포효」,SR,SV4K-079,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_079.png
,0,미보유,,,,true,,sv1a -「트리플렛비트」,SR,SV1a-086,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_086.png
,0,보유중,,,포켓몬,,마나피,s12a -「VSTAR 유니버스」,AR,S12a-178,490,https://mtg-kr.com/cardimage/poketcgS12a-178.png
,0,보유중,,,,true,,sv11B -「블랙볼트」,AR,SV11B-113,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_113.png
,0,보유중,,,,true,,sv5a -「크림슨헤이즈」,AR,SV5a-076,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_076.png
,0,미보유,,,포켓몬,,N의 조로아크 ex,m2a -「메가드림」,SAR,M2a-242,,https://mtg-kr.com/cardimage/poketcgM2a-242.png
,0,보유중,,,포켓몬,,라티아스 ex,sv7a -「낙원드래고나」,SAR,SV7a-087,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_087.png
,0,미보유,,,,true,타부자고 ex,sv3a -「레이징서프」,SAR,SV3a-087,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_087.png
,0,보유중,,,,true,,sv1V -「바이올렛 ex」,AR,SV1V-081,,https://mtg-kr.com/cardimage/poketcgSV1V-081.png
,0,보유중,,,,true,,m2a -「메가드림」,AR,M2a-203,,https://mtg-kr.com/cardimage/poketcgM2a-203.png
,0,보유중,,,,true,,sv11W -「화이트플레어」,AR,SV11W-146,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_146.png
,0,보유중,,,포켓몬,true,리오르,s12a -「VSTAR 유니버스」,AR,S12a-201,,https://mtg-kr.com/cardimage/poketcgS12a-201.png
,0,미보유,,,,true,,sv9a -「열풍의 아레나」,SR,SV9a-081,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_081.png
,0,보유중,,,포켓몬,,히스이 찌리리공,s12a -「VSTAR 유니버스」,AR,S12a-173,100,%ED%9E%88%EC%8A%A4%EC%9D%B4_%EC%B0%8C%EB%A6%AC%EB%A6%AC%EA%B3%B5_S12a_173_KOR.png
,0,보유중,,,,true,,sv11B -「블랙볼트」,AR,SV11B-146,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_146.png
,0,미보유,,,포켓몬,,,sm6b -「챔피언로드」,SR,SM6b-056,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_056.png
,0,미보유,,,,true,,sv2P -「스노해저드」,UR,SV2P-098,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_098.png
,0,보유중,,,,true,슈륙챙이,sv2a -「포켓몬 카드 151」,AR,SV2a-176,,https://mtg-kr.com/cardimage/poketcgSV2a-176.png
,0,보유중,,,포켓몬,,램프라,sv11B -「블랙볼트」,AR,SV11B-101,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_101.png
,0,보유중,,,,true,,sv11W -「화이트플레어」,AR,SV11W-111,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_111.png
,0,보유중,,,,true,벨의 진심,sv5M -「사이버저지」,SR,SV5M-090,,https://mtg-kr.com/cardimage/poketcgSV5M-090.png
,0,보유중,,,,true,,sv5K -「와일드포스」,AR,SV5K-077,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_077.png
,0,미보유,,,,true,,sv10 -「로켓단의 영광」,UR,SV10-131,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_131.png
,0,미보유,,,,true,,sv4K -「고대의 포효」,SR,SV4K-087,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_087.png
,0,보유중,,,,true,,sv11W -「화이트플레어」,AR,SV11W-091,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_091.png
,0,미보유,,,,true,샤로다 V,s11a -「백열의 아르카나」,CSR,S11a-084,,https://mtg-kr.com/cardimage/poketcgS11a-084.png
,0,미보유,,,,true,,sv6 -「변환의 가면」,SR,SV6-122,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_122.png
,0,미보유,,,포켓몬,true,레쿠쟈 GX,sm8b -「울트라샤이니」,SSR,SM8b-240,0384,https://mtg-kr.com/cardimage/poketcgSM8b-209.png
,0,보유중,,,,true,,m1L -「메가 브레이브」,AR,M1L-070,,https://mtg-kr.com/cardimage/poketcgM1L-070.png
,0,보유중,,,포켓몬,,가라르 프리져,s12a -「VSTAR 유니버스」,AR,S12a-182,144,https://mtg-kr.com/cardimage/poketcgS12a-182.png
,0,미보유,,,포켓몬,,가디안 ex,sv4a -「샤이니트레저 ex」,SAR,SV4a-348,282,https://mtg-kr.com/cardimage/poketcgSV4a-348.png
,0,미보유,,,,true,,sv10 -「로켓단의 영광」,UR,SV10-130,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_130.png
,0,보유중,,,,true,마임맨,sv2a -「포켓몬 카드 151」,AR,SV2a-179,,https://mtg-kr.com/cardimage/poketcgSV2a-179.png
,0,미보유,,,,true,,sv6a -「나이트원더러」,SR,SV6a-086,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_086.png
,0,미보유,,,서포트,true,,s8b -「VMAX 클라이맥스」,SR,S8b-261,,https://mtg-kr.com/cardimage/poketcgS8b-261.png
,0,보유중,,,포켓몬,true,입치트 V,s11a -「백열의 아르카나」,CSR,S11a-085,,https://mtg-kr.com/cardimage/poketcgS11a-085.png
,0,보유중,,,,true,,m1L -「메가 브레이브」,AR,M1L-069,,https://mtg-kr.com/cardimage/poketcgM1L-069.png
,0,미보유,,,,true,아이앤트 ex,sv8 -「초전브레이커」,SAR,SV8-130,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_130.png
,0,보유중,,,,true,,sv11B -「블랙볼트」,AR,SV11B-115,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_115.png
,0,보유중,,,,true,팔데아 우파,sv1a -「트리플렛비트」,AR,SV1a-085,,https://mtg-kr.com/cardimage/poketcgSV1a-085.png
,0,보유중,,,,true,아리아도스,s8b -「VMAX 클라이맥스」,CHR,S8b-205,,https://mtg-kr.com/cardimage/poketcgS8b-205.png
,0,보유중,,,,true,아르세우스 Vstar,s12a -「VSTAR 유니버스」,UR,S12a-262,,https://mtg-kr.com/cardimage/poketcgS12a-262.png
,0,미보유,,,,true,,s10P -「스페이스 저글러」,SR,S10P-068,,https://mtg-kr.com/cardimage/poketcgS10P-068.png
,0,미보유,,,,true,독침붕 V,s10P -「스페이스 저글러」,SR,S10P-069,,https://mtg-kr.com/cardimage/poketcgS10P-069.png
,0,미보유,,,,true,,m2 -「인페르노X」,SR,M2-105,,https://mtg-kr.com/cardimage/poketcgM2-105.png
,0,보유중,,,포켓몬,true,리자몽 V,s9 -「스타버스」,SR,S9-103,,https://mtg-kr.com/cardimage/poketcgS9-103.png
,0,보유중,,,,true,샹델라,sv11B -「블랙볼트」,AR,SV11B-102,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_102.png
,0,미보유,,,,true,,sv1a -「트리플렛비트」,UR,SV1a-103,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_103.png
,0,미보유,,,,true,,sv8a -「테라스탈 페스타 ex」,UR,SV8a-237,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_237.png
,0,미보유,,,,true,,sv5a -「크림슨헤이즈」,SR,SV5a-081,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_081.png
,0,보유중,,,,true,앤테이 V,s12a -「VSTAR 유니버스」,SAR,S12a-213,,https://mtg-kr.com/cardimage/poketcgS12a-213.png
,0,보유중,,,,true,어니부기,sv2a -「포켓몬 카드 151」,AR,SV2a-171,8,https://mtg-kr.com/cardimage/poketcgSV2a-171.png
,0,보유중,,,,true,,s8b -「VMAX 클라이맥스」,CHR,S8b-204,,https://mtg-kr.com/cardimage/poketcgS8b-204.png
,0,보유중,,,,true,,sv7 -「스텔라미라클」,AR,SV7-106,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_106.png
,0,등급카드,,,,true,유나가바 부스터,PROMO,PROMO,,,
,0,보유중,,,,true,다크라이 Vstar,s12a -「VSTAR 유니버스」,SAR,S12a-228,491,https://mtg-kr.com/cardimage/poketcgS12a-228.png
,0,미보유,,,,true,세류,sv5a -「크림슨헤이즈」,SAR,SV5a-092,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_092.png
,0,보유중,,,,true,,sv5K -「와일드포스」,AR,SV5K-072,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_072.png
,0,보유중,,,,true,빈티나,sv8 -「초전브레이커」,AR,SV8-110,,https://mtg-kr.com/cardimage/poketcgSV8-110.png
,0,미보유,,,,true,,m2a -「메가드림」,MA,M2a-232,,https://mtg-kr.com/cardimage/poketcgM2a-232.png
,0,보유중,,,포켓몬,true,메가곤율거니 ex,m2a -「메가드림」,SAR,M2a-241,,https://mtg-kr.com/cardimage/poketcgM2a-241.png
,0,보유중,,,포켓몬,true,메가이상해꽃,m1L -「메가 브레이브」,SAR,M1L-087,,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png
,0,보유중,,,,true,,sv6a -「나이트원더러」,AR,SV6a-076,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_076.png
,0,보유중,,,포켓몬,true,메가디안시 ex,m2a -「메가드림」,SAR,M2a-238,719,https://mtg-kr.com/cardimage/poketcgM2a-238.png
,0,미보유,,,,true,,s10a -「다크판타스마」,,S10a-081,,https://mtg-kr.com/cardimage/poketcgS10a-081.png
,0,미보유,,,,true,멜리시,MC - MEGA「스타트 덱 100 배틀컬렉션」,기타 AR,MC-752,703,https://mtg-kr.com/cardimage/poketcgMC-752.png
,0,미보유,,,,true,,s11 -「로스트어비스」,SR,S11-102,,https://mtg-kr.com/cardimage/poketcgS11-102.png
,0,보유중,,,,true,,sv11B -「블랙볼트」,AR,SV11B-141,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_141.png
,0,보유중,,,,true,,sv11B -「블랙볼트」,AR,SV11B-140,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_140.png
,0,미보유,,,,true,,sm11a -「리믹스바우트」,SR,SM11a-072,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_072.png
,0,보유중,,,,true,노고고치,sv2P -「스노해저드」,AR,SV2P-083,,https://mtg-kr.com/cardimage/poketcgSV2P-083.png
,0,미보유,,,,true,,sv4a -「샤이니트레저 ex」,SSR,SV4a-334,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_334.png
,0,미보유,,,,true,,m1S -「메가 심포니아」,SR,M1S-086,,https://mtg-kr.com/cardimage/poketcgM1S-086.png
,0,미보유,,,,true,,sv4K -「고대의 포효」,SR,SV4K-086,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_086.png
,0,보유중,,,,true,활화르바,sv8 -「초전브레이커」,AR,SV8-108,,https://mtg-kr.com/cardimage/poketcgSV8-108.png
,0,보유중,,,포켓몬,true,잠만보,sv2a -「포켓몬 카드 151」,AR,SV2a-181,,https://mtg-kr.com/cardimage/poketcgSV2a-181.png
,0,미보유,,,,true,실버디 GX,sm11b -「드림리그」,SR,SM11b-065,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_065.png
,0,미보유,,,,true,,m2a -「메가드림」,SR,M2a-218,,https://mtg-kr.com/cardimage/poketcgM2a-218.png
,0,보유중,,,,true,네오라이트 V,s12a -「VSTAR 유니버스」,SAR,S12a-216,,https://mtg-kr.com/cardimage/poketcgS12a-216.png
,0,미보유,,,포켓몬,,,sv4a -「샤이니트레저 ex」,SSR,SV4a-320,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_320.png
,0,등급카드,,,포켓몬,,비크티니,PROMO,PROMO,,494,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV-P/SV-P_202.png?w=512
,0,미보유,,,,true,브라이어,sv7 -「스텔라미라클」,SAR,SV7-131,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_131.png
,0,보유중,,,,true,,sv2D -「클레이버스트」,AR,SV2D-072,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_072.png
,0,미보유,,,,true,,sv5M -「사이버저지」,SR,SV5M-084,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_084.png
,0,미보유,,,,true,,sv3 - 「흑염의 지배자」,SR,SV3-132,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_132.png
,0,등급카드,,,포켓몬,true,제크로무 ex,sv11B -「블랙볼트」,SAR,SV11B-169,,https://mtg-kr.com/cardimage/poketcgSV11B-169.png
,0,미보유,,,,true,,sv9 -「배틀파트너즈」,SR,SV9-119,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_119.png
,0,보유중,,,,true,마기라스,sv2D -「클레이버스트」,AR,SV2D-079,,https://mtg-kr.com/cardimage/poketcgSV2D-079.png
,0,미보유,,,,true,,sv9a -「열풍의 아레나」,SR,SV9a-079,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_079.png
,0,미보유,,,포켓몬,,또가스,sm11b -「드림리그」,CHR,SM11b-056,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_056.png
,0,보유중,,,,true,,sv4K -「고대의 포효」,AR,SV4K-069,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_069.png
,0,미보유,,,,true,몰드류 ex,sv11B -「블랙볼트」,SAR,SV11B-171,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_171.png
,0,미보유,,,,true,,s9 -「스타버스」,HR,S9-120,,https://mtg-kr.com/cardimage/poketcgS9-120.png
,0,보유중,,,포켓몬,,스트린더,s12a -「VSTAR 유니버스」,AR,S12a-181,849,https://mtg-kr.com/cardimage/poketcgS12a-181.png
,0,보유중,,,,true,,sv5M -「사이버저지」,AR,SV5M-072,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_072.png
,0,보유중,[object Object],,포켓몬,true,메가이상해꽃 ex,m1L -「메가 브레이브」,SAR,M1L-087,3,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png
,0,미보유,,,서포트,true,규리의 눈빛,sv8 -「초전브레이커」,SAR,SV8-134,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_134.png
,0,미보유,,,포켓몬,,리자몽 ex,sv4a -「샤이니트레저 ex」,SAR,SV4a-349,6,https://mtg-kr.com/cardimage/poketcgSV4a-349.png
,0,미보유,,,서포트,true,그루샤,sv2P -「스노해저드」,SAR,SV2P-095,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_095.png
