raw_database_id,cardName,type,series,pokedexNumber,displayOrder,isLegacy,cardNumber,price,보유 여부,imageUrl,status,rarity
bacVz4HR3rPPftOe2HPS,로켓단의 비주기,포켓몬,sv10 -「로켓단의 영광」,,216,true,SV10-121,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_121.png,보유중,SR
n5dVAdePtbFcmeUQxtvh,로켓단의 아테나,포켓몬,sv10 -「로켓단의 영광」,,217,true,SV10-129,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_129.png,미보유,SAR
QlIxczU2WAzdifdY01qo,로켓단의 크로뱃 ex,포켓몬,sv10 -「로켓단의 영광」,,218,true,SV10-127,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_127.png,미보유,SAR
KKLPLotEhgO11kB1CwuT,로켓단의 파이어 ex,포켓몬,sv10 -「로켓단의 영광」,,219,true,SV10-124,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_124.png,미보유,SAR
jX5Me8ytCMkyDpgyoziq,로토무 ex,포켓몬,m2 -「인페르노X」,,220,true,M2-112,0,,https://mtg-kr.com/cardimage/poketcgM2-112.png,미보유,SAR
Ez5Dcb4OrjWvsWEvmLm6,로토무 V,포켓몬,s11 -「로스트어비스」,,221,true,S11-104,0,,https://mtg-kr.com/cardimage/poketcgS11-104.png,미보유,SR
TXc5WZAifJo5fe5mPxZr,루가루암,포켓몬,sv9 -「배틀파트너즈」,,222,true,SV9-107,0,,https://mtg-kr.com/cardimage/poketcgSV9-107.png,보유중,AR
u2Ie2J5RuAf7FRjJPygE,루브도,포켓몬,s11a -「백열의 아르카나」,,223,true,S11a-073,0,,https://mtg-kr.com/cardimage/poketcgS11a-073.png,보유중,CHR
L0ve4O9WaoBH09xPheZ0,루주라,포켓몬,s11a -「백열의 아르카나」,,224,true,S11a-071,0,,https://mtg-kr.com/cardimage/poketcgS11a-071.png,보유중,CHR
VC11LTQyC0wAN4ZyPUJP,루카리오 Vstar,포켓몬,s12a -「VSTAR 유니버스」,,225,true,S12a-226,0,,https://mtg-kr.com/cardimage/poketcgS12a-226.png,미보유,SAR
CIkssjIf3aaxtWHoBIoi,리오르,포켓몬,sv1S -「스칼렛 ex」,,226,true,SV1S-086,0,,https://mtg-kr.com/cardimage/poketcgSV1S-086.png,보유중,AR
3vrG7y652j0YbADz3G2E,리오르,포켓몬,s12a -「VSTAR 유니버스」,,227,true,S12a-201,0,,https://mtg-kr.com/cardimage/poketcgS12a-201.png,보유중,AR
xaO4K5BVOrdgvvMiNIG6,리자드,포켓몬,sv2a -「포켓몬 카드 151」,5,228,true,SV2a-169,0,,https://mtg-kr.com/cardimage/poketcgSV2a-169.png,보유중,AR
vlzX0vwhcI0SCtfhX9O6,리자몽,포켓몬,s8b -「VMAX 클라이맥스」,,229,true,S8b-187,0,,https://mtg-kr.com/cardimage/poketcgS8b-187.png,보유중,CHR
JpBPEyoxoga2B7zwAPcc,리자몽 EX,포켓몬,XY BREAK 확장팩 BASE PACK 20th Anniversary,,230,true,103/100,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_103.jpg,미보유,SR
SPsSB8atFAr5JcWkOAOF,리자몽 ex,포켓몬,sv4a -「샤이니트레저 ex」,,231,true,SV4a-331,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_331.png,보유중,SSR
DNx5OL4VHH2vdne1wZMT,리자몽 ex,포켓몬,sv3 - 「흑염의 지배자」,,232,true,SV3-125,0,,https://mtg-kr.com/cardimage/poketcgSV3-125.png,보유중,SR
vOu7RA9NlMpLhPctfQMD,리자몽 ex,포켓몬,sv3 - 「흑염의 지배자」,,233,true,SV3-134,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_134.png,미보유,SAR
DCCE7wHwuKAzV2N8Qo8K,리자몽 ex,포켓몬,sv2a -「포켓몬 카드 151」,,234,true,SV2a-185,0,,https://mtg-kr.com/cardimage/poketcgSV2a-185.png,보유중,SR
TRmTWqv3VELEg4yO7Ygw,리자몽 GX,포켓몬,sm8b -「울트라샤이니」,,235,true,SM8b-209,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_209.png,미보유,SSR
5CtjgsxVgCIC2gvHa8pS,리자몽 V,포켓몬,s9 -「스타버스」,,236,true,S9-103,0,,https://mtg-kr.com/cardimage/poketcgS9-103.png,보유중,SR
BEPcYIOlONW28IAxMUgO,리자몽 V,포켓몬,s12a -「VSTAR 유니버스」,,237,true,S12a-211,0,,https://mtg-kr.com/cardimage/poketcgS12a-211.png,보유중,SAR
AiryzM0PGECGL9OCWh0Z,리자몽 Vstar,포켓몬,s12a -「VSTAR 유니버스」,,238,true,S12a-212,0,,https://mtg-kr.com/cardimage/poketcgS12a-212.png,미보유,SAR
azgRPOx7dUEcgi51jWEt,리자몽ex,포켓몬,PROMO,,239,true,SV-P-163,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV-P/SV-P_163.png,보유중,PROMO
YCzC2nGjOJ4FKL25aTiJ,메가가디안 ex,포켓몬,m1S -「메가 심포니아」,282,240,true,M1S-092,0,,https://mtg-kr.com/cardimage/poketcgM1S-092.png,미보유,MUR
ALW01OwU6IriYkIxkFCS,메가루카리오 ex,포켓몬,m1L -「메가 브레이브」,,241,true,M1L-088,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_088.png,미보유,SAR
LeKzDuoio6QvSCQVSfGI,메가루카리오 ex,포켓몬,m1L -「메가 브레이브」,,242,true,M1L-092,0,,https://mtg-kr.com/cardimage/poketcgM1L-092.png,미보유,MUR
abE9NkDvMLaDF2Yd0EnR,메가가디안 ex,포켓몬,m1S -「메가 심포니아」,282,243,true,M1S-087,0,,https://mtg-kr.com/cardimage/poketcgM1S-087.png,미보유,SAR
5eBHWrPLpfV1q3mZbwfB,메가곤율거니 ex,포켓몬,m2a -「메가드림」,,244,true,M2a-241,0,,https://mtg-kr.com/cardimage/poketcgM2a-241.png,보유중,SAR
LAMTsRGINQhbqS2nHL1z,메가눈여아 ex,포켓몬,m2a -「메가드림」,,245,true,M2a-233,0,,https://mtg-kr.com/cardimage/poketcgM2a-233.png,미보유,SAR
204H4AGz8PaRAntTjCLu,메가디안시 ex,포켓몬,m2a -「메가드림」,719,246,true,M2a-227,0,,https://mtg-kr.com/cardimage/poketcgM2a-227.png,미보유,MA
5gs5gh6MOBX35L5G6d8u,메가디안시 ex,포켓몬,m2a -「메가드림」,719,247,true,M2a-238,0,,https://mtg-kr.com/cardimage/poketcgM2a-238.png,보유중,SAR
tV7Hje1DjVRmmdFnri5o,메가라티아스 ex,포켓몬,m1S -「메가 심포니아」,,248,true,M1S-088,0,,https://mtg-kr.com/cardimage/poketcgM1S-088.png,미보유,SAR
L6voZ9YSzI3OdJKMAgcI,메가루차불 ex,포켓몬,m2a -「메가드림」,,249,true,M2a-239,0,,https://mtg-kr.com/cardimage/poketcgM2a-239.png,미보유,SAR
MoNkOufXCXO8SrZmEgmm,메가리자몽X ex,포켓몬,m2 -「인페르노X」,,250,true,M2-116,0,,https://k-tcgpanda.com/cardimg/M/M2/%EB%A9%94%EA%B0%80%20%EB%A6%AC%EC%9E%90%EB%AA%BDX%20ex_M2_116_KOR.png,미보유,MUR
vRSoGnneptQcpDgsXcB2,메가리자몽X ex,포켓몬,m2 -「인페르노X」,,251,true,M2-110,0,,https://mtg-kr.com/cardimage/poketcgM2-110.png,미보유,SAR
GUegJoP95b7qu5Xg1u2r,메가망나뇽 ex,포켓몬,m2a -「메가드림」,,252,true,M2a-246,0,,https://mtg-kr.com/cardimage/poketcgM2a-246.png,미보유,SAR
lMIygg8HYd0D9DNhbxxj,메가샤크니아 ex,포켓몬,m2 -「인페르노X」,,253,true,M2-113,0,,https://mtg-kr.com/cardimage/poketcgM2-113.png,미보유,SAR
g1YrnOfKs6lOHiqEHEBg,메가앱솔 ex,포켓몬,m1L -「메가 브레이브」,,254,true,M1L-089,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_089.png,보유중,SAR
FINEIeyGn6D7DsGfOgrQ,메가염무왕 ex,포켓몬,MC - MEGA「스타트 덱 100 배틀컬렉션」,,255,true,MC-762,0,,https://mtg-kr.com/cardimage/poketcgMC-762.png,보유중,없음
5gD8siJGfW3HKCzEuEDA,메가이상해꽃,포켓몬,m1L -「메가 브레이브」,,256,true,M1L-087,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png,보유중,SAR
RcGveOejfPYbssGcCnJE,메가이상해꽃 ex,포켓몬,m1L -「메가 브레이브」,3,257,true,M1L-076,0,,https://mtg-kr.com/cardimage/poketcgM1L-076.png,미보유,SR
6pTWxb0Bi1DaECsulUip,메가이상해꽃 ex (일판),포켓몬,m1L -「메가 브레이브」,3,258,true,M1L-087,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png,미보유,SAR
Kl9OvbupeuN1l2ove9SW,메가이어롭 ex,포켓몬,m2 -「인페르노X」,,259,true,M2-114,0,,https://mtg-kr.com/cardimage/poketcgM2-114.png,보유중,SAR
hVEPFSd6bwXjLclFpLa5,메가자리 ex,포켓몬,sv9a -「열풍의 아레나」,,260,true,SV9a-085,0,,https://mtg-kr.com/cardimage/poketcgSV9a-085.png,미보유,SAR
U9MwvdTivLPbvSyieezf,메가장크로다일 ex,포켓몬,MC - MEGA「스타트 덱 100 배틀컬렉션」,,261,true,MC-763,0,,https://mtg-kr.com/cardimage/poketcgMC-763.png,보유중,없음
uiZfPx1tnRt5kUYFD7jv,메가저리더프 ex,포켓몬,m2a -「메가드림」,,262,true,M2a-235,0,,https://mtg-kr.com/cardimage/poketcgM2a-235.png,미보유,SAR
epdfZ2u3awNJ0VKV2ZCq,메가캥카 ex,포켓몬,m1S -「메가 심포니아」,,263,true,M1S-089,0,,https://mtg-kr.com/cardimage/poketcgM1S-089.png,미보유,SAR
RQdowNhO8rGCzJ9ncLiS,메가팬텀 ex,포켓몬,m2a -「메가드림」,,264,true,M2a-240,0,,https://mtg-kr.com/cardimage/poketcgM2a-240.png,보유중,SAR
KjjEvktlUY15Ggwv8zH6,메더,포켓몬,sv8 -「초전브레이커」,,265,true,SV8-113,0,,https://mtg-kr.com/cardimage/poketcgSV8-113.png,보유중,AR
zR9GkYXsJMfeJZyAZxhd,메로엣타 ex,포켓몬,sv11B -「블랙볼트」,,266,true,SV11B-170,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_170.png,보유중,SAR
VHTdIc3E4xo9aAGxqAMj,메리프,포켓몬,s12a -「VSTAR 유니버스」,,267,true,S12a-209,0,,https://mtg-kr.com/cardimage/poketcgS12a-209.png,보유중,AR
HXaUmKrc6Nu8iKIVUVHq,모래털가죽 ex,포켓몬,sv8a -「테라스탈 페스타 ex」,,268,true,SV8a-215,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_215.png,미보유,SAR
7u8UGaMetZh9rv2k1qMX,모래털가죽 ex,포켓몬,sv4K -「고대의 포효」,,269,true,SV4K-089,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_089.png,미보유,SAR
XhnWsZXoNt9e0f3TTnOi,모르페코,포켓몬,sv4K -「고대의 포효」,,270,true,SV4K-076,0,,https://mtg-kr.com/cardimage/poketcgSV4K-076.png,보유중,AR
LF2496vMO6CMGYRquaB7,모르페코 V-UNION_1,포켓몬,s8b -「VMAX 클라이맥스」,,271,true,S8b-226,0,,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,미보유,CSR
j7rmW4qkA38sNqJ5ovHG,모르페코 V-UNION_2,포켓몬,s8b -「VMAX 클라이맥스」,,272,true,S8b-227,0,,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,미보유,CSR
DjAiPPZvF40JwjHWMS2H,모르페코 V-UNION_3,포켓몬,s8b -「VMAX 클라이맥스」,,273,true,S8b-228,0,,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,미보유,CSR
kO6SIJCoUccJuTEuFoBs,모르페코 V-UNION_4,포켓몬,s8b -「VMAX 클라이맥스」,,274,true,S8b-229,0,,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,미보유,CSR
uZut3GKIop1Ps7ic7X4P,모부기,포켓몬,s12a -「VSTAR 유니버스」,,275,true,S12a-206,0,,https://mtg-kr.com/cardimage/poketcgS12a-206.png,보유중,AR
P00Axd0de1QN6Zv61Yxz,무쇠감투 ex,포켓몬,sv8a -「테라스탈 페스타 ex」,,276,true,SV8a-214,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_214.png,미보유,SAR
gbNYmOXboVEdBzT7HVPw,무쇠감투 ex,포켓몬,sv5M -「사이버저지」,,277,true,SV5M-094,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_094.png,미보유,SAR
x8AdlnzTkcvYOa7R3gsZ,무쇠무인 ex,포켓몬,sv8a -「테라스탈 페스타 ex」,,278,true,SV8a-213,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_213.png,미보유,SAR
qz1TQE81GCAF2z7iUmE5,무쇠무인 ex,포켓몬,sv4M -「미래의 일섬」,,279,true,SV4M-089,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_089.png,보유중,SAR
ihUcjPzRtDZXAiH7xbx3,무쇠바퀴 ex,포켓몬,sv1V -「바이올렛 ex」,,280,true,SV1V-103,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_103.png,미보유,SAR
FSeFBE0BtMoQ1CK7mann,무쇠손 ex,포켓몬,sv8a -「테라스탈 페스타 ex」,,281,true,SV8a-210,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_210.png,미보유,SAR
gEJAsIiC16zTrii27cuz,무쇠손 ex,포켓몬,sv4M -「미래의 일섬」,,282,true,SV4M-088,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_088.png,미보유,SAR
zxAjxewVGr5X5tfmrsbX,무쇠암석 ex,포켓몬,sv5M -「사이버저지」,,283,true,SV5M-095,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_095.png,보유중,SAR
EeQtUT0vfVP6yhC1FuKs,무쇠잎새 ex,포켓몬,sv5M -「사이버저지」,,284,true,SV5M-093,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_093.png,미보유,SAR
XAyj8ip8Y8mBt4vA8eAi,무우마직,포켓몬,sv1a -「트리플렛비트」,,285,true,SV1a-083,0,,https://mtg-kr.com/cardimage/poketcgSV1a-083.png,보유중,AR
h0PUGTksfP0xs3uBy2XB,무장조,포켓몬,sv7a -「낙원드래고나」,,286,true,SV7a-073,0,,https://mtg-kr.com/cardimage/poketcgSV7a-073.png,보유중,AR
BWmZsv6cT8jnqRfU6RKF,무한다이노 V,포켓몬,s8b -「VMAX 클라이맥스」,,287,true,S8b-246,0,,https://mtg-kr.com/cardimage/poketcgS8b-246.png,미보유,CSR
oQ6xPCSXruwk1bEQuIBK,무한다이노 Vmax,포켓몬,s8b -「VMAX 클라이맥스」,,288,true,S8b-247,0,,https://mtg-kr.com/cardimage/poketcgS8b-247.png,미보유,CSR
yoGlp9CxFIIzhFCiYFAb,뮤 ex,포켓몬,sv4a -「샤이니트레저 ex」,,289,true,SV4a-327,0,,https://mtg-kr.com/cardimage/poketcgSV4a-327.png,보유중,SSR
zytOAtr0hKZ0FAh02p2O,뮤 ex,포켓몬,sv2a -「포켓몬 카드 151」,,290,true,SV2a-195,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_195.png,보유중,SR
HvmjKn3tLhnfVVnzR0dN,뮤츠,포켓몬,sv2a -「포켓몬 카드 151」,150,291,true,SV2a-183,0,,https://mtg-kr.com/cardimage/poketcgSV2a-183.png,보유중,AR
yfHOxnbFQhoPHqlbjJE3,뮤츠 GX,포켓몬,sm8b -「울트라샤이니」,,292,true,SM8b-219,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_219.png,미보유,SSR
OoICe5DbW93gOGiFytWJ,뮤츠 Vstar,포켓몬,s12a -「VSTAR 유니버스」,,293,true,S12a-221,0,,https://mtg-kr.com/cardimage/poketcgS12a-221.png,보유중,SAR
iSevLFuaT8UtNztgIpy0,미라몽,포켓몬,sv6a -「나이트원더러」,,294,true,SV6a-069,0,,https://mtg-kr.com/cardimage/poketcgSV6a-069.png,보유중,AR
KwYWH5hFkF9OcmCZ3YsM,미라이돈 ex,포켓몬,sv1V -「바이올렛 ex」,,295,true,SV1V-102,0,,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,보유중,SAR
oYbnNHsy2yju8JhKZ5wI,밀로틱,포켓몬,s11a -「백열의 아르카나」,,296,true,S11a-070,0,,https://mtg-kr.com/cardimage/poketcgS11a-070.png,보유중,CHR
OSEoF7hI403hJYBOmcih,밀로틱 ex,포켓몬,sv8 -「초전브레이커」,,297,true,SV8-121,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_121.png,미보유,SR
kQw9r1KXki7ViO1dSlDu,밀로틱 ex,포켓몬,sv8 -「초전브레이커」,,298,true,SV8-131,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_131.png,미보유,SAR
uLVWhkiPVE7kyAJyA45A,밀탱크,포켓몬,s12a -「VSTAR 유니버스」,,299,true,S12a-199,0,,https://mtg-kr.com/cardimage/poketcgS12a-199.png,보유중,AR
OFsDxxL9fUxtD7eaH32H,바다그다,포켓몬,sv1S -「스칼렛 ex」,,300,true,SV1S-081,0,,https://mtg-kr.com/cardimage/poketcgSV1S-081.png,보유중,AR
YtQ64wxPR7t2rAKTCW2a,바랜드,포켓몬,sm11b -「드림리그」,,301,true,SM11b-061,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_061.png,미보유,CHR
7F3XC9LdTByFPiLLqGKq,바오키 Vstar,포켓몬,s12a -「VSTAR 유니버스」,,302,true,S12a-214,0,,https://mtg-kr.com/cardimage/poketcgS12a-214.png,보유중,SAR
hVMzH27pjzK3s2ysMrtj,바우첼 ex,포켓몬,sv7 -「스텔라미라클」,,303,true,SV7-129,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_129.png,미보유,SAR
HHnZnAU8ysmUQKAOj2Cx,백마 버드렉스 V,포켓몬,s8b -「VMAX 클라이맥스」,,304,true,S8b-220,0,,https://mtg-kr.com/cardimage/poketcgS8b-220.png,미보유,CSR
f1XAZMROyzsT64tvbo0D,백마 버드렉스 Vmax,포켓몬,s8b -「VMAX 클라이맥스」,,305,true,S8b-221,0,,https://mtg-kr.com/cardimage/poketcgS8b-221.png,미보유,CSR
tMeDoMSUz46vmnD9i6gp,백마 버드렉스 Vmax,포켓몬,s8b -「VMAX 클라이맥스」,,306,true,S8b-278,0,,https://mtg-kr.com/cardimage/poketcgS8b-278.png,보유중,UR
BnUH7BPbcIaVonfYDPCu,버프론 ex,포켓몬,sv11W -「화이트플레어」,,307,true,SV11W-172,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_172.png,보유중,SAR
GfgzoEC9tUkAzvDFEqPx,번치코 V,포켓몬,s8b -「VMAX 클라이맥스」,,308,true,S8b-216,0,,https://mtg-kr.com/cardimage/poketcgS8b-216.png,미보유,CSR
AbsSyJVjdnholbJTvTWc,번치코 Vmax,포켓몬,s8b -「VMAX 클라이맥스」,,309,true,S8b-217,0,,https://mtg-kr.com/cardimage/poketcgS8b-217.png,미보유,CSR
ImxdjWfDuyhg6OgVkzKK,베라카스,포켓몬,sv2P -「스노해저드」,,310,true,SV2P-079,0,,https://mtg-kr.com/cardimage/poketcgSV2P-079.png,보유중,AR
VB0M16y4QqiRSU7POKy3,이상해꽃 ex,포켓몬,sv2a -「포켓몬 카드 151」,,311,true,SV2a-184,0,,,보유중,SR
fZxy2lYNWMs73XCM5508,이상해꽃 ex,포켓몬,sv2a -「포켓몬 카드 151」,3,312,true,SV2a-200,0,,https://mtg-kr.com/cardimage/poketcgSV2a-200.png,보유중,SAR
WRHpwyd9AFe4tn8bCFCn,이상해씨,포켓몬,sv2a -「포켓몬 카드 151」,1,313,true,SV2a-166,0,,https://mtg-kr.com/cardimage/poketcgSV2a-166.png,보유중,AR
TS3padLeRw0JHcI57e3J,이상해씨,포켓몬,m1L -「메가 브레이브」,1,314,true,M1L-064,0,,https://mtg-kr.com/cardimage/poketcgM1L-064.png,보유중,AR
vPI2QsGRY8TjuEnmUkMs,이상해풀,포켓몬,sv2a -「포켓몬 카드 151」,2,315,true,SV2a-167,0,,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,보유중,AR
UY7jaqP5Xu7B4hBR9ui2,이상해풀,포켓몬,m1L -「메가 브레이브」,2,316,true,M1L-065,0,,https://mtg-kr.com/cardimage/poketcgM1L-065.png,보유중,AR
WwfZpPm4l0PnJY86H23n,이슬의 고라파덕,포켓몬,sv9a -「열풍의 아레나」,,317,true,SV9a-071,0,,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,보유중,AR
lEKOpCua7J8vmKmyEEej,이야후 ex,포켓몬,sv6a -「나이트원더러」,,318,true,SV6a-088,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_088.png,미보유,SAR
RGcqGp1N2lK1jOIeFibQ,이올브 V,포켓몬,s8b -「VMAX 클라이맥스」,,319,true,S8b-214,0,,https://mtg-kr.com/cardimage/poketcgS8b-214.png,미보유,CSR
BdFsYjLTCiSZ7RikK9BJ,이올브 Vmax,포켓몬,s8b -「VMAX 클라이맥스」,,320,true,S8b-215,0,,https://mtg-kr.com/cardimage/poketcgS8b-215.png,미보유,CSR
uuhBfYhnOWtnRj1QHKwI,일격 우라오스 V,포켓몬,s8b -「VMAX 클라이맥스」,,321,true,S8b-238,0,,https://mtg-kr.com/cardimage/poketcgS8b-238.png,미보유,CSR
M2ei7Wmxqvrmi20elZFJ,일격 우라오스 Vmax,포켓몬,s8b -「VMAX 클라이맥스」,,322,true,S8b-239,0,,https://mtg-kr.com/cardimage/poketcgS8b-239.png,미보유,CSR
4li1TQjW3C4gCD27wjBf,입치트 V,포켓몬,s11a -「백열의 아르카나」,,323,true,S11a-085,0,,https://mtg-kr.com/cardimage/poketcgS11a-085.png,보유중,CSR
RCYUZ96WVHhCvnuI8zW4,잉어킹,포켓몬,sv1a -「트리플렛비트」,,324,true,SV1a-080,0,,https://mtg-kr.com/cardimage/poketcgSV1a-080.png,보유중,AR
jJiD7ejwibagzMgN0XTR,자마젠타 V,포켓몬,s8b -「VMAX 클라이맥스」,,325,true,S8b-251,0,,https://mtg-kr.com/cardimage/poketcgS8b-251.png,미보유,CSR
xV4hHo8nxd2gmWOkzC3H,자마젠타 V,포켓몬,s12a -「VSTAR 유니버스」,,326,true,S12a-232,0,,https://cards.image.pokemonkorea.co.kr/data/wmimages/S/S12a/S12a_232.png,보유중,SAR
oBx3UBQMFjdkHnLkvudF,자시안 V,포켓몬,s8b -「VMAX 클라이맥스」,,327,true,S8b-250,0,,https://mtg-kr.com/cardimage/poketcgS8b-250.png,미보유,CSR
HVrjzmsrRULyv5pTjXcy,자시안 V,포켓몬,s12a -「VSTAR 유니버스」,,328,true,S12a-225,0,,https://mtg-kr.com/cardimage/poketcgS12a-225.png,보유중,SAR
65oduX2HVMeOr9t3vphj,잠만보,포켓몬,sv2a -「포켓몬 카드 151」,,329,true,SV2a-181,0,,https://mtg-kr.com/cardimage/poketcgSV2a-181.png,보유중,AR
UKl2NFEkFcqszD26o2ON,잠만보,포켓몬,s10a -「다크판타스마」,,330,true,S10a-077,0,,https://mtg-kr.com/cardimage/poketcgS10a-077.png,보유중,CHR
