raw_database_id,isLegacy,pokedexNumber,type,series,imageUrl,cardName,status,cardNumber,price,보유 여부,rarity,displayOrder
9pUBA6QmmlIFpP5s2mog,true,,포켓몬,sv10 -「로켓단의 영광」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_108.png,로켓단의 레트라,보유중,SV10-108,0,,AR,212
jQVkvyrhladxl4TyDr0j,true,,포켓몬,sv10 -「로켓단의 영광」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_125.png,로켓단의 뮤츠 ex,미보유,SV10-125,0,,SAR,213
gVaubspM2I90c7tzG5jT,true,,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-237.png,로켓단의 뮤츠 ex,미보유,M2a-237,0,,SAR,214
1U161hPrbNM4bKQC66y3,true,,포켓몬,sv10 -「로켓단의 영광」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_128.png,로켓단의 비주기,보유중,SV10-128,0,,SAR,215
bacVz4HR3rPPftOe2HPS,true,,포켓몬,sv10 -「로켓단의 영광」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_121.png,로켓단의 비주기,보유중,SV10-121,0,,SR,216
n5dVAdePtbFcmeUQxtvh,true,,포켓몬,sv10 -「로켓단의 영광」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_129.png,로켓단의 아테나,미보유,SV10-129,0,,SAR,217
QlIxczU2WAzdifdY01qo,true,,포켓몬,sv10 -「로켓단의 영광」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_127.png,로켓단의 크로뱃 ex,미보유,SV10-127,0,,SAR,218
KKLPLotEhgO11kB1CwuT,true,,포켓몬,sv10 -「로켓단의 영광」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_124.png,로켓단의 파이어 ex,미보유,SV10-124,0,,SAR,219
jX5Me8ytCMkyDpgyoziq,true,,포켓몬,m2 -「인페르노X」,https://mtg-kr.com/cardimage/poketcgM2-112.png,로토무 ex,미보유,M2-112,0,,SAR,220
Ez5Dcb4OrjWvsWEvmLm6,true,,포켓몬,s11 -「로스트어비스」,https://mtg-kr.com/cardimage/poketcgS11-104.png,로토무 V,미보유,S11-104,0,,SR,221
TXc5WZAifJo5fe5mPxZr,true,,포켓몬,sv9 -「배틀파트너즈」,https://mtg-kr.com/cardimage/poketcgSV9-107.png,루가루암,보유중,SV9-107,0,,AR,222
u2Ie2J5RuAf7FRjJPygE,true,,포켓몬,s11a -「백열의 아르카나」,https://mtg-kr.com/cardimage/poketcgS11a-073.png,루브도,보유중,S11a-073,0,,CHR,223
L0ve4O9WaoBH09xPheZ0,true,,포켓몬,s11a -「백열의 아르카나」,https://mtg-kr.com/cardimage/poketcgS11a-071.png,루주라,보유중,S11a-071,0,,CHR,224
VC11LTQyC0wAN4ZyPUJP,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-226.png,루카리오 Vstar,미보유,S12a-226,0,,SAR,225
CIkssjIf3aaxtWHoBIoi,true,,포켓몬,sv1S -「스칼렛 ex」,https://mtg-kr.com/cardimage/poketcgSV1S-086.png,리오르,보유중,SV1S-086,0,,AR,226
3vrG7y652j0YbADz3G2E,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-201.png,리오르,보유중,S12a-201,0,,AR,227
xaO4K5BVOrdgvvMiNIG6,true,5,포켓몬,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-169.png,리자드,보유중,SV2a-169,0,,AR,228
vlzX0vwhcI0SCtfhX9O6,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-187.png,리자몽,보유중,S8b-187,0,,CHR,229
JpBPEyoxoga2B7zwAPcc,true,,포켓몬,XY BREAK 확장팩 BASE PACK 20th Anniversary,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_103.jpg,리자몽 EX,미보유,103/100,0,,SR,230
SPsSB8atFAr5JcWkOAOF,true,,포켓몬,sv4a -「샤이니트레저 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_331.png,리자몽 ex,보유중,SV4a-331,0,,SSR,231
DNx5OL4VHH2vdne1wZMT,true,,포켓몬,sv3 - 「흑염의 지배자」,https://mtg-kr.com/cardimage/poketcgSV3-125.png,리자몽 ex,보유중,SV3-125,0,,SR,232
vOu7RA9NlMpLhPctfQMD,true,,포켓몬,sv3 - 「흑염의 지배자」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_134.png,리자몽 ex,미보유,SV3-134,0,,SAR,233
DCCE7wHwuKAzV2N8Qo8K,true,,포켓몬,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-185.png,리자몽 ex,보유중,SV2a-185,0,,SR,234
TRmTWqv3VELEg4yO7Ygw,true,,포켓몬,sm8b -「울트라샤이니」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_209.png,리자몽 GX,미보유,SM8b-209,0,,SSR,235
5CtjgsxVgCIC2gvHa8pS,true,,포켓몬,s9 -「스타버스」,https://mtg-kr.com/cardimage/poketcgS9-103.png,리자몽 V,보유중,S9-103,0,,SR,236
BEPcYIOlONW28IAxMUgO,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-211.png,리자몽 V,보유중,S12a-211,0,,SAR,237
AiryzM0PGECGL9OCWh0Z,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-212.png,리자몽 Vstar,미보유,S12a-212,0,,SAR,238
azgRPOx7dUEcgi51jWEt,true,,포켓몬,PROMO,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV-P/SV-P_163.png,리자몽ex,보유중,SV-P-163,0,,PROMO,239
YCzC2nGjOJ4FKL25aTiJ,true,282,포켓몬,m1S -「메가 심포니아」,https://mtg-kr.com/cardimage/poketcgM1S-092.png,메가가디안 ex,미보유,M1S-092,0,,MUR,240
ALW01OwU6IriYkIxkFCS,true,,포켓몬,m1L -「메가 브레이브」,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_088.png,메가루카리오 ex,미보유,M1L-088,0,,SAR,241
LeKzDuoio6QvSCQVSfGI,true,,포켓몬,m1L -「메가 브레이브」,https://mtg-kr.com/cardimage/poketcgM1L-092.png,메가루카리오 ex,미보유,M1L-092,0,,MUR,242
abE9NkDvMLaDF2Yd0EnR,true,282,포켓몬,m1S -「메가 심포니아」,https://mtg-kr.com/cardimage/poketcgM1S-087.png,메가가디안 ex,미보유,M1S-087,0,,SAR,243
5eBHWrPLpfV1q3mZbwfB,true,,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-241.png,메가곤율거니 ex,보유중,M2a-241,0,,SAR,244
LAMTsRGINQhbqS2nHL1z,true,,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-233.png,메가눈여아 ex,미보유,M2a-233,0,,SAR,245
204H4AGz8PaRAntTjCLu,true,719,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-227.png,메가디안시 ex,미보유,M2a-227,0,,MA,246
5gs5gh6MOBX35L5G6d8u,true,719,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-238.png,메가디안시 ex,보유중,M2a-238,0,,SAR,247
tV7Hje1DjVRmmdFnri5o,true,,포켓몬,m1S -「메가 심포니아」,https://mtg-kr.com/cardimage/poketcgM1S-088.png,메가라티아스 ex,미보유,M1S-088,0,,SAR,248
L6voZ9YSzI3OdJKMAgcI,true,,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-239.png,메가루차불 ex,미보유,M2a-239,0,,SAR,249
MoNkOufXCXO8SrZmEgmm,true,,포켓몬,m2 -「인페르노X」,https://k-tcgpanda.com/cardimg/M/M2/%EB%A9%94%EA%B0%80%20%EB%A6%AC%EC%9E%90%EB%AA%BDX%20ex_M2_116_KOR.png,메가리자몽X ex,미보유,M2-116,0,,MUR,250
vRSoGnneptQcpDgsXcB2,true,,포켓몬,m2 -「인페르노X」,https://mtg-kr.com/cardimage/poketcgM2-110.png,메가리자몽X ex,미보유,M2-110,0,,SAR,251
GUegJoP95b7qu5Xg1u2r,true,,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-246.png,메가망나뇽 ex,미보유,M2a-246,0,,SAR,252
lMIygg8HYd0D9DNhbxxj,true,,포켓몬,m2 -「인페르노X」,https://mtg-kr.com/cardimage/poketcgM2-113.png,메가샤크니아 ex,미보유,M2-113,0,,SAR,253
g1YrnOfKs6lOHiqEHEBg,true,,포켓몬,m1L -「메가 브레이브」,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_089.png,메가앱솔 ex,보유중,M1L-089,0,,SAR,254
FINEIeyGn6D7DsGfOgrQ,true,,포켓몬,MC - MEGA「스타트 덱 100 배틀컬렉션」,https://mtg-kr.com/cardimage/poketcgMC-762.png,메가염무왕 ex,보유중,MC-762,0,,없음,255
5gD8siJGfW3HKCzEuEDA,true,,포켓몬,m1L -「메가 브레이브」,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png,메가이상해꽃,보유중,M1L-087,0,,SAR,256
RcGveOejfPYbssGcCnJE,true,3,포켓몬,m1L -「메가 브레이브」,https://mtg-kr.com/cardimage/poketcgM1L-076.png,메가이상해꽃 ex,미보유,M1L-076,0,,SR,257
6pTWxb0Bi1DaECsulUip,true,3,포켓몬,m1L -「메가 브레이브」,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png,메가이상해꽃 ex (일판),미보유,M1L-087,0,,SAR,258
Kl9OvbupeuN1l2ove9SW,true,,포켓몬,m2 -「인페르노X」,https://mtg-kr.com/cardimage/poketcgM2-114.png,메가이어롭 ex,보유중,M2-114,0,,SAR,259
hVEPFSd6bwXjLclFpLa5,true,,포켓몬,sv9a -「열풍의 아레나」,https://mtg-kr.com/cardimage/poketcgSV9a-085.png,메가자리 ex,미보유,SV9a-085,0,,SAR,260
U9MwvdTivLPbvSyieezf,true,,포켓몬,MC - MEGA「스타트 덱 100 배틀컬렉션」,https://mtg-kr.com/cardimage/poketcgMC-763.png,메가장크로다일 ex,보유중,MC-763,0,,없음,261
uiZfPx1tnRt5kUYFD7jv,true,,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-235.png,메가저리더프 ex,미보유,M2a-235,0,,SAR,262
epdfZ2u3awNJ0VKV2ZCq,true,,포켓몬,m1S -「메가 심포니아」,https://mtg-kr.com/cardimage/poketcgM1S-089.png,메가캥카 ex,미보유,M1S-089,0,,SAR,263
RQdowNhO8rGCzJ9ncLiS,true,,포켓몬,m2a -「메가드림」,https://mtg-kr.com/cardimage/poketcgM2a-240.png,메가팬텀 ex,보유중,M2a-240,0,,SAR,264
KjjEvktlUY15Ggwv8zH6,true,,포켓몬,sv8 -「초전브레이커」,https://mtg-kr.com/cardimage/poketcgSV8-113.png,메더,보유중,SV8-113,0,,AR,265
zR9GkYXsJMfeJZyAZxhd,true,,포켓몬,sv11B -「블랙볼트」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_170.png,메로엣타 ex,보유중,SV11B-170,0,,SAR,266
VHTdIc3E4xo9aAGxqAMj,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-209.png,메리프,보유중,S12a-209,0,,AR,267
HXaUmKrc6Nu8iKIVUVHq,true,,포켓몬,sv8a -「테라스탈 페스타 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_215.png,모래털가죽 ex,미보유,SV8a-215,0,,SAR,268
7u8UGaMetZh9rv2k1qMX,true,,포켓몬,sv4K -「고대의 포효」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_089.png,모래털가죽 ex,미보유,SV4K-089,0,,SAR,269
XhnWsZXoNt9e0f3TTnOi,true,,포켓몬,sv4K -「고대의 포효」,https://mtg-kr.com/cardimage/poketcgSV4K-076.png,모르페코,보유중,SV4K-076,0,,AR,270
LF2496vMO6CMGYRquaB7,true,,포켓몬,s8b -「VMAX 클라이맥스」,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,모르페코 V-UNION_1,미보유,S8b-226,0,,CSR,271
j7rmW4qkA38sNqJ5ovHG,true,,포켓몬,s8b -「VMAX 클라이맥스」,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,모르페코 V-UNION_2,미보유,S8b-227,0,,CSR,272
DjAiPPZvF40JwjHWMS2H,true,,포켓몬,s8b -「VMAX 클라이맥스」,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,모르페코 V-UNION_3,미보유,S8b-228,0,,CSR,273
kO6SIJCoUccJuTEuFoBs,true,,포켓몬,s8b -「VMAX 클라이맥스」,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,모르페코 V-UNION_4,미보유,S8b-229,0,,CSR,274
uZut3GKIop1Ps7ic7X4P,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-206.png,모부기,보유중,S12a-206,0,,AR,275
P00Axd0de1QN6Zv61Yxz,true,,포켓몬,sv8a -「테라스탈 페스타 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_214.png,무쇠감투 ex,미보유,SV8a-214,0,,SAR,276
gbNYmOXboVEdBzT7HVPw,true,,포켓몬,sv5M -「사이버저지」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_094.png,무쇠감투 ex,미보유,SV5M-094,0,,SAR,277
x8AdlnzTkcvYOa7R3gsZ,true,,포켓몬,sv8a -「테라스탈 페스타 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_213.png,무쇠무인 ex,미보유,SV8a-213,0,,SAR,278
qz1TQE81GCAF2z7iUmE5,true,,포켓몬,sv4M -「미래의 일섬」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_089.png,무쇠무인 ex,보유중,SV4M-089,0,,SAR,279
ihUcjPzRtDZXAiH7xbx3,true,,포켓몬,sv1V -「바이올렛 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_103.png,무쇠바퀴 ex,미보유,SV1V-103,0,,SAR,280
FSeFBE0BtMoQ1CK7mann,true,,포켓몬,sv8a -「테라스탈 페스타 ex」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_210.png,무쇠손 ex,미보유,SV8a-210,0,,SAR,281
gEJAsIiC16zTrii27cuz,true,,포켓몬,sv4M -「미래의 일섬」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_088.png,무쇠손 ex,미보유,SV4M-088,0,,SAR,282
zxAjxewVGr5X5tfmrsbX,true,,포켓몬,sv5M -「사이버저지」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_095.png,무쇠암석 ex,보유중,SV5M-095,0,,SAR,283
EeQtUT0vfVP6yhC1FuKs,true,,포켓몬,sv5M -「사이버저지」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_093.png,무쇠잎새 ex,미보유,SV5M-093,0,,SAR,284
XAyj8ip8Y8mBt4vA8eAi,true,,포켓몬,sv1a -「트리플렛비트」,https://mtg-kr.com/cardimage/poketcgSV1a-083.png,무우마직,보유중,SV1a-083,0,,AR,285
h0PUGTksfP0xs3uBy2XB,true,,포켓몬,sv7a -「낙원드래고나」,https://mtg-kr.com/cardimage/poketcgSV7a-073.png,무장조,보유중,SV7a-073,0,,AR,286
BWmZsv6cT8jnqRfU6RKF,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-246.png,무한다이노 V,미보유,S8b-246,0,,CSR,287
oQ6xPCSXruwk1bEQuIBK,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-247.png,무한다이노 Vmax,미보유,S8b-247,0,,CSR,288
yoGlp9CxFIIzhFCiYFAb,true,,포켓몬,sv4a -「샤이니트레저 ex」,https://mtg-kr.com/cardimage/poketcgSV4a-327.png,뮤 ex,보유중,SV4a-327,0,,SSR,289
zytOAtr0hKZ0FAh02p2O,true,,포켓몬,sv2a -「포켓몬 카드 151」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_195.png,뮤 ex,보유중,SV2a-195,0,,SR,290
HvmjKn3tLhnfVVnzR0dN,true,150,포켓몬,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-183.png,뮤츠,보유중,SV2a-183,0,,AR,291
yfHOxnbFQhoPHqlbjJE3,true,,포켓몬,sm8b -「울트라샤이니」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_219.png,뮤츠 GX,미보유,SM8b-219,0,,SSR,292
OoICe5DbW93gOGiFytWJ,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-221.png,뮤츠 Vstar,보유중,S12a-221,0,,SAR,293
iSevLFuaT8UtNztgIpy0,true,,포켓몬,sv6a -「나이트원더러」,https://mtg-kr.com/cardimage/poketcgSV6a-069.png,미라몽,보유중,SV6a-069,0,,AR,294
KwYWH5hFkF9OcmCZ3YsM,true,,포켓몬,sv1V -「바이올렛 ex」,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,미라이돈 ex,보유중,SV1V-102,0,,SAR,295
oYbnNHsy2yju8JhKZ5wI,true,,포켓몬,s11a -「백열의 아르카나」,https://mtg-kr.com/cardimage/poketcgS11a-070.png,밀로틱,보유중,S11a-070,0,,CHR,296
OSEoF7hI403hJYBOmcih,true,,포켓몬,sv8 -「초전브레이커」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_121.png,밀로틱 ex,미보유,SV8-121,0,,SR,297
kQw9r1KXki7ViO1dSlDu,true,,포켓몬,sv8 -「초전브레이커」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_131.png,밀로틱 ex,미보유,SV8-131,0,,SAR,298
uLVWhkiPVE7kyAJyA45A,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-199.png,밀탱크,보유중,S12a-199,0,,AR,299
OFsDxxL9fUxtD7eaH32H,true,,포켓몬,sv1S -「스칼렛 ex」,https://mtg-kr.com/cardimage/poketcgSV1S-081.png,바다그다,보유중,SV1S-081,0,,AR,300
YtQ64wxPR7t2rAKTCW2a,true,,포켓몬,sm11b -「드림리그」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_061.png,바랜드,미보유,SM11b-061,0,,CHR,301
7F3XC9LdTByFPiLLqGKq,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-214.png,바오키 Vstar,보유중,S12a-214,0,,SAR,302
hVMzH27pjzK3s2ysMrtj,true,,포켓몬,sv7 -「스텔라미라클」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_129.png,바우첼 ex,미보유,SV7-129,0,,SAR,303
HHnZnAU8ysmUQKAOj2Cx,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-220.png,백마 버드렉스 V,미보유,S8b-220,0,,CSR,304
f1XAZMROyzsT64tvbo0D,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-221.png,백마 버드렉스 Vmax,미보유,S8b-221,0,,CSR,305
tMeDoMSUz46vmnD9i6gp,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-278.png,백마 버드렉스 Vmax,보유중,S8b-278,0,,UR,306
BnUH7BPbcIaVonfYDPCu,true,,포켓몬,sv11W -「화이트플레어」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_172.png,버프론 ex,보유중,SV11W-172,0,,SAR,307
GfgzoEC9tUkAzvDFEqPx,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-216.png,번치코 V,미보유,S8b-216,0,,CSR,308
AbsSyJVjdnholbJTvTWc,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-217.png,번치코 Vmax,미보유,S8b-217,0,,CSR,309
ImxdjWfDuyhg6OgVkzKK,true,,포켓몬,sv2P -「스노해저드」,https://mtg-kr.com/cardimage/poketcgSV2P-079.png,베라카스,보유중,SV2P-079,0,,AR,310
VB0M16y4QqiRSU7POKy3,true,,포켓몬,sv2a -「포켓몬 카드 151」,,이상해꽃 ex,보유중,SV2a-184,0,,SR,311
fZxy2lYNWMs73XCM5508,true,3,포켓몬,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-200.png,이상해꽃 ex,보유중,SV2a-200,0,,SAR,312
WRHpwyd9AFe4tn8bCFCn,true,1,포켓몬,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-166.png,이상해씨,보유중,SV2a-166,0,,AR,313
TS3padLeRw0JHcI57e3J,true,1,포켓몬,m1L -「메가 브레이브」,https://mtg-kr.com/cardimage/poketcgM1L-064.png,이상해씨,보유중,M1L-064,0,,AR,314
vPI2QsGRY8TjuEnmUkMs,true,2,포켓몬,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,이상해풀,보유중,SV2a-167,0,,AR,315
UY7jaqP5Xu7B4hBR9ui2,true,2,포켓몬,m1L -「메가 브레이브」,https://mtg-kr.com/cardimage/poketcgM1L-065.png,이상해풀,보유중,M1L-065,0,,AR,316
WwfZpPm4l0PnJY86H23n,true,,포켓몬,sv9a -「열풍의 아레나」,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,이슬의 고라파덕,보유중,SV9a-071,0,,AR,317
lEKOpCua7J8vmKmyEEej,true,,포켓몬,sv6a -「나이트원더러」,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_088.png,이야후 ex,미보유,SV6a-088,0,,SAR,318
RGcqGp1N2lK1jOIeFibQ,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-214.png,이올브 V,미보유,S8b-214,0,,CSR,319
BdFsYjLTCiSZ7RikK9BJ,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-215.png,이올브 Vmax,미보유,S8b-215,0,,CSR,320
uuhBfYhnOWtnRj1QHKwI,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-238.png,일격 우라오스 V,미보유,S8b-238,0,,CSR,321
M2ei7Wmxqvrmi20elZFJ,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-239.png,일격 우라오스 Vmax,미보유,S8b-239,0,,CSR,322
4li1TQjW3C4gCD27wjBf,true,,포켓몬,s11a -「백열의 아르카나」,https://mtg-kr.com/cardimage/poketcgS11a-085.png,입치트 V,보유중,S11a-085,0,,CSR,323
RCYUZ96WVHhCvnuI8zW4,true,,포켓몬,sv1a -「트리플렛비트」,https://mtg-kr.com/cardimage/poketcgSV1a-080.png,잉어킹,보유중,SV1a-080,0,,AR,324
jJiD7ejwibagzMgN0XTR,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-251.png,자마젠타 V,미보유,S8b-251,0,,CSR,325
xV4hHo8nxd2gmWOkzC3H,true,,포켓몬,s12a -「VSTAR 유니버스」,https://cards.image.pokemonkorea.co.kr/data/wmimages/S/S12a/S12a_232.png,자마젠타 V,보유중,S12a-232,0,,SAR,326
oBx3UBQMFjdkHnLkvudF,true,,포켓몬,s8b -「VMAX 클라이맥스」,https://mtg-kr.com/cardimage/poketcgS8b-250.png,자시안 V,미보유,S8b-250,0,,CSR,327
HVrjzmsrRULyv5pTjXcy,true,,포켓몬,s12a -「VSTAR 유니버스」,https://mtg-kr.com/cardimage/poketcgS12a-225.png,자시안 V,보유중,S12a-225,0,,SAR,328
65oduX2HVMeOr9t3vphj,true,,포켓몬,sv2a -「포켓몬 카드 151」,https://mtg-kr.com/cardimage/poketcgSV2a-181.png,잠만보,보유중,SV2a-181,0,,AR,329
UKl2NFEkFcqszD26o2ON,true,,포켓몬,s10a -「다크판타스마」,https://mtg-kr.com/cardimage/poketcgS10a-077.png,잠만보,보유중,S10a-077,0,,CHR,330
