raw_database_id,displayOrder,possessions,rarity,imageUrl,status,보유 여부,price,series,cardName,isLegacy,cardNumber,type,pokedexNumber
qz1TQE81GCAF2z7iUmE5,279,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_089.png,보유중,,0,sv4M -「미래의 일섬」,무쇠무인 ex,true,SV4M-089,포켓몬,
ihUcjPzRtDZXAiH7xbx3,280,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_103.png,미보유,,0,sv1V -「바이올렛 ex」,무쇠바퀴 ex,true,SV1V-103,포켓몬,
FSeFBE0BtMoQ1CK7mann,281,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_210.png,미보유,,0,sv8a -「테라스탈 페스타 ex」,무쇠손 ex,true,SV8a-210,포켓몬,
gEJAsIiC16zTrii27cuz,282,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_088.png,미보유,,0,sv4M -「미래의 일섬」,무쇠손 ex,true,SV4M-088,포켓몬,
zxAjxewVGr5X5tfmrsbX,283,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_095.png,보유중,,0,sv5M -「사이버저지」,무쇠암석 ex,true,SV5M-095,포켓몬,
EeQtUT0vfVP6yhC1FuKs,284,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_093.png,미보유,,0,sv5M -「사이버저지」,무쇠잎새 ex,true,SV5M-093,포켓몬,
XAyj8ip8Y8mBt4vA8eAi,285,,AR,https://mtg-kr.com/cardimage/poketcgSV1a-083.png,보유중,,0,sv1a -「트리플렛비트」,무우마직,true,SV1a-083,포켓몬,
h0PUGTksfP0xs3uBy2XB,286,,AR,https://mtg-kr.com/cardimage/poketcgSV7a-073.png,보유중,,0,sv7a -「낙원드래고나」,무장조,true,SV7a-073,포켓몬,
BWmZsv6cT8jnqRfU6RKF,287,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-246.png,미보유,,0,s8b -「VMAX 클라이맥스」,무한다이노 V,true,S8b-246,포켓몬,
oQ6xPCSXruwk1bEQuIBK,288,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-247.png,미보유,,0,s8b -「VMAX 클라이맥스」,무한다이노 Vmax,true,S8b-247,포켓몬,
yoGlp9CxFIIzhFCiYFAb,289,,SSR,https://mtg-kr.com/cardimage/poketcgSV4a-327.png,보유중,,0,sv4a -「샤이니트레저 ex」,뮤 ex,true,SV4a-327,포켓몬,
zytOAtr0hKZ0FAh02p2O,290,,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_195.png,보유중,,0,sv2a -「포켓몬 카드 151」,뮤 ex,true,SV2a-195,포켓몬,
HvmjKn3tLhnfVVnzR0dN,291,,AR,https://mtg-kr.com/cardimage/poketcgSV2a-183.png,보유중,,0,sv2a -「포켓몬 카드 151」,뮤츠,true,SV2a-183,포켓몬,150
yfHOxnbFQhoPHqlbjJE3,292,,SSR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_219.png,미보유,,0,sm8b -「울트라샤이니」,뮤츠 GX,true,SM8b-219,포켓몬,
OoICe5DbW93gOGiFytWJ,293,,SAR,https://mtg-kr.com/cardimage/poketcgS12a-221.png,보유중,,0,s12a -「VSTAR 유니버스」,뮤츠 Vstar,true,S12a-221,포켓몬,
iSevLFuaT8UtNztgIpy0,294,,AR,https://mtg-kr.com/cardimage/poketcgSV6a-069.png,보유중,,0,sv6a -「나이트원더러」,미라몽,true,SV6a-069,포켓몬,
KwYWH5hFkF9OcmCZ3YsM,295,,SAR,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,보유중,,0,sv1V -「바이올렛 ex」,미라이돈 ex,true,SV1V-102,포켓몬,
oYbnNHsy2yju8JhKZ5wI,296,,CHR,https://mtg-kr.com/cardimage/poketcgS11a-070.png,보유중,,0,s11a -「백열의 아르카나」,밀로틱,true,S11a-070,포켓몬,
OSEoF7hI403hJYBOmcih,297,,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_121.png,미보유,,0,sv8 -「초전브레이커」,밀로틱 ex,true,SV8-121,포켓몬,
kQw9r1KXki7ViO1dSlDu,298,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_131.png,미보유,,0,sv8 -「초전브레이커」,밀로틱 ex,true,SV8-131,포켓몬,
uLVWhkiPVE7kyAJyA45A,299,,AR,https://mtg-kr.com/cardimage/poketcgS12a-199.png,보유중,,0,s12a -「VSTAR 유니버스」,밀탱크,true,S12a-199,포켓몬,
OFsDxxL9fUxtD7eaH32H,300,,AR,https://mtg-kr.com/cardimage/poketcgSV1S-081.png,보유중,,0,sv1S -「스칼렛 ex」,바다그다,true,SV1S-081,포켓몬,
YtQ64wxPR7t2rAKTCW2a,301,,CHR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_061.png,미보유,,0,sm11b -「드림리그」,바랜드,true,SM11b-061,포켓몬,
7F3XC9LdTByFPiLLqGKq,302,,SAR,https://mtg-kr.com/cardimage/poketcgS12a-214.png,보유중,,0,s12a -「VSTAR 유니버스」,바오키 Vstar,true,S12a-214,포켓몬,
hVMzH27pjzK3s2ysMrtj,303,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_129.png,미보유,,0,sv7 -「스텔라미라클」,바우첼 ex,true,SV7-129,포켓몬,
HHnZnAU8ysmUQKAOj2Cx,304,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-220.png,미보유,,0,s8b -「VMAX 클라이맥스」,백마 버드렉스 V,true,S8b-220,포켓몬,
f1XAZMROyzsT64tvbo0D,305,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-221.png,미보유,,0,s8b -「VMAX 클라이맥스」,백마 버드렉스 Vmax,true,S8b-221,포켓몬,
tMeDoMSUz46vmnD9i6gp,306,,UR,https://mtg-kr.com/cardimage/poketcgS8b-278.png,보유중,,0,s8b -「VMAX 클라이맥스」,백마 버드렉스 Vmax,true,S8b-278,포켓몬,
BnUH7BPbcIaVonfYDPCu,307,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_172.png,보유중,,0,sv11W -「화이트플레어」,버프론 ex,true,SV11W-172,포켓몬,
GfgzoEC9tUkAzvDFEqPx,308,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-216.png,미보유,,0,s8b -「VMAX 클라이맥스」,번치코 V,true,S8b-216,포켓몬,
AbsSyJVjdnholbJTvTWc,309,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-217.png,미보유,,0,s8b -「VMAX 클라이맥스」,번치코 Vmax,true,S8b-217,포켓몬,
ImxdjWfDuyhg6OgVkzKK,310,,AR,https://mtg-kr.com/cardimage/poketcgSV2P-079.png,보유중,,0,sv2P -「스노해저드」,베라카스,true,SV2P-079,포켓몬,
VB0M16y4QqiRSU7POKy3,311,,SR,,보유중,,0,sv2a -「포켓몬 카드 151」,이상해꽃 ex,true,SV2a-184,포켓몬,
fZxy2lYNWMs73XCM5508,312,,SAR,https://mtg-kr.com/cardimage/poketcgSV2a-200.png,보유중,,0,sv2a -「포켓몬 카드 151」,이상해꽃 ex,true,SV2a-200,포켓몬,3
WRHpwyd9AFe4tn8bCFCn,313,,AR,https://mtg-kr.com/cardimage/poketcgSV2a-166.png,보유중,,0,sv2a -「포켓몬 카드 151」,이상해씨,true,SV2a-166,포켓몬,1
TS3padLeRw0JHcI57e3J,314,,AR,https://mtg-kr.com/cardimage/poketcgM1L-064.png,보유중,,0,m1L -「메가 브레이브」,이상해씨,true,M1L-064,포켓몬,1
vPI2QsGRY8TjuEnmUkMs,315,,AR,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,보유중,,0,sv2a -「포켓몬 카드 151」,이상해풀,true,SV2a-167,포켓몬,2
UY7jaqP5Xu7B4hBR9ui2,316,,AR,https://mtg-kr.com/cardimage/poketcgM1L-065.png,보유중,,0,m1L -「메가 브레이브」,이상해풀,true,M1L-065,포켓몬,2
WwfZpPm4l0PnJY86H23n,317,,AR,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,보유중,,0,sv9a -「열풍의 아레나」,이슬의 고라파덕,true,SV9a-071,포켓몬,
lEKOpCua7J8vmKmyEEej,318,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_088.png,미보유,,0,sv6a -「나이트원더러」,이야후 ex,true,SV6a-088,포켓몬,
RGcqGp1N2lK1jOIeFibQ,319,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-214.png,미보유,,0,s8b -「VMAX 클라이맥스」,이올브 V,true,S8b-214,포켓몬,
BdFsYjLTCiSZ7RikK9BJ,320,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-215.png,미보유,,0,s8b -「VMAX 클라이맥스」,이올브 Vmax,true,S8b-215,포켓몬,
uuhBfYhnOWtnRj1QHKwI,321,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-238.png,미보유,,0,s8b -「VMAX 클라이맥스」,일격 우라오스 V,true,S8b-238,포켓몬,
M2ei7Wmxqvrmi20elZFJ,322,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-239.png,미보유,,0,s8b -「VMAX 클라이맥스」,일격 우라오스 Vmax,true,S8b-239,포켓몬,
4li1TQjW3C4gCD27wjBf,323,,CSR,https://mtg-kr.com/cardimage/poketcgS11a-085.png,보유중,,0,s11a -「백열의 아르카나」,입치트 V,true,S11a-085,포켓몬,
RCYUZ96WVHhCvnuI8zW4,324,,AR,https://mtg-kr.com/cardimage/poketcgSV1a-080.png,보유중,,0,sv1a -「트리플렛비트」,잉어킹,true,SV1a-080,포켓몬,
jJiD7ejwibagzMgN0XTR,325,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-251.png,미보유,,0,s8b -「VMAX 클라이맥스」,자마젠타 V,true,S8b-251,포켓몬,
xV4hHo8nxd2gmWOkzC3H,326,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/S/S12a/S12a_232.png,보유중,,0,s12a -「VSTAR 유니버스」,자마젠타 V,true,S12a-232,포켓몬,
oBx3UBQMFjdkHnLkvudF,327,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-250.png,미보유,,0,s8b -「VMAX 클라이맥스」,자시안 V,true,S8b-250,포켓몬,
HVrjzmsrRULyv5pTjXcy,328,,SAR,https://mtg-kr.com/cardimage/poketcgS12a-225.png,보유중,,0,s12a -「VSTAR 유니버스」,자시안 V,true,S12a-225,포켓몬,
65oduX2HVMeOr9t3vphj,329,,AR,https://mtg-kr.com/cardimage/poketcgSV2a-181.png,보유중,,0,sv2a -「포켓몬 카드 151」,잠만보,true,SV2a-181,포켓몬,
