raw_database_id,rarity,cardName,price,series,status,createdAt,possessions,pokedexNumber,imageUrl,cardNumber,type,isLegacy
11SBBXSaiiMlH2IDMjrZ,SR,,0,sv1V -「바이올렛 ex」,보유중,,,1008,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_094.png,SV1V-94,,true
132HXtmClZ2cfTBMw00a,UR,,0,sv8a -「테라스탈 페스타 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_237.png,SV8a-237,,true
14ya22rnPo3q3793E1Fk,SR,풍선,0,m1L -「메가 브레이브」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM1L-084.png,M1L-084,,true
15qMnRy63eJf4icr51Cz,CHR,가라르 가로막구리,0,s8b -「VMAX 클라이맥스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS8b-207.png,S8b-207,포켓몬,
15wonrS44UrEan0oaTht,AR,,0,sv4M -「미래의 일섬」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_074.png,SV4M-074,,true
18oHM1C87rBx8eGJap1d,SR,,0,sv5M -「사이버저지」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_092.png,SV5M-092,,true
19wgLigSy4MGyjSo02va,S,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_186.png,SM8b-186,,true
1AspOQOww6dpnR7cNcX1,SR,릴리에의 삐삐 ex,0,sv9 -「배틀파트너즈」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_115.png,SV9-115,,true
1JKIEwRqxoi8eaPVj0d2,SR,,0,sv6a -「나이트원더러」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_085.png,SV6a-085,,true
1K9Gxnv490JGsJeWp4X8,SR,,0,sv11W -「화이트플레어」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_161.png,SV11W-161,,true
1KVcV3PQsqSdvZ2MSiiv,SAR,체렌의 배려심,0,s12a -「VSTAR 유니버스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS12a-244.png,S12a-244,서포트,true
1LdzbLnMu5oFWinG3rtT,AR,,0,sv6a -「나이트원더러」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_066.png,SV6a-066,,true
1LqNhkjzoL8bAYAUbnMd,SR,,0,s9 -「스타버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS9-104.png,S9-104,,true
1MIp9l5c7hsqKBFFAFPJ,AR,,0,m2 -「인페르노X」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM2-086.png,M2-086,,true
1MoXWs6Dv0EspQBMl7Xs,SAR,삼삼드래 ex,0,sv8 -「초전브레이커」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_133.png,SV8-133,,true
1N160iXOp6zeOoqpDZsS,AR,메타몽,0,s12a -「VSTAR 유니버스」,보유중,,,132,https://mtg-kr.com/cardimage/poketcgS12a-197.png,S12a-197,포켓몬,
1N9CKsz48lT7xS0bMm6d,AR,트로피우스,0,sv1a -「트리플렛비트」,보유중,,,357,https://mtg-kr.com/cardimage/poketcgSV1a-074.png,SV0001a-0074,,true
1ULY0GgDNKNT3rztKUmd,SAR,테오키스 Vstar,0,s12a -「VSTAR 유니버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS12a-223.png,S12a-223,,true
1W6rA6X5s6oy8CjdTBkk,AR,,0,m2 -「인페르노X」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM2-084.png,M2-084,,true
1WuoaBhT2fuBC3dXgy6c,SAR,모야모,0,sv4a -「샤이니트레저 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_353.png,SV4a-353,서포트,true
1XYJfUwa6wStjv9kbDD1,AR,,0,sv9 -「배틀파트너즈」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV9-108.png,SV9-108,,true
1XcqOyNH62kV2ZB2fXmm,UR,,0,sv5a -「크림슨헤이즈」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_095.png,SV5a-095,,true
1Zo2MzmF5fESRKqMICQY,UR,,0,sv5K -「와일드포스」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_100.png,SV5K-100,,true
1aQl6bq0Aq83OGXuH0zd,CSR,가라르 프리져 V,0,s8b -「VMAX 클라이맥스」,미보유,,,144,https://mtg-kr.com/cardimage/poketcgS8b-230.png,S8b-230,포켓몬,
1bUSzK11tp21vUJuec58,SR,,0,m2 -「인페르노X」,미보유,,,,M2_094.png,M2-094,,true
1bfMF7ylA2F640IsbF6v,CSR,러브로스 V,0,s10a -「다크판타스마」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS10a-088.png,S10a-088,포켓몬,
1dM0nmpHzFOpvC7w86ZD,CSR,일격 우라오스 Vmax,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-239.png,S8b-239,포켓몬,true
1eJSbVEtsCmZyqj4iY1s,SR,님피아 V,0,s6a -「이브이 히어로즈」,보유중,,,700,https://mtg-kr.com/cardimage/poketcgS6a-082.png,S0006a-0082,포켓몬,
1fQU0hPYgylV7nol7pPA,AR,밀탱크,0,s12a -「VSTAR 유니버스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS12a-199.png,S12a-199,포켓몬,true
1gYuazWzUUaJuB0Ed2Mg,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_108.png,SV11B-108,,true
1iVlD9oJdcwEc8Ya5mFN,SR,,0,sv9 -「배틀파트너즈」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_118.png,SV9-118,,true
1kxDczQSwTxiI5aqankE,SAR,조타구 ex,0,sv6a -「나이트원더러」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_087.png,SV6a-087,포켓몬,true
1n9Nn7EiqsjPPIPT6qYO,AR,찌르꼬,0,sv1S -「스칼렛 ex」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV1S-090.png,SV1S-090,포켓몬,true
1oz6M3mljbbdU6t41rY3,SR,리자몽 ex,0,sv2a -「포켓몬 카드 151」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV2a-185.png,SV2a-185,포켓몬,true
21eWEJc3BILilbyFZnXp,CSR,백마 버드렉스 Vmax,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-221.png,S8b-221,포켓몬,true
22wIBXL2nVHwP7clGrUG,SR,,0,m1S -「메가 심포니아」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM1S-076.png,M1S-076,,true
26JpJp17hwD9DSAKUakQ,SR,,0,m2a -「메가드림」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2a-221.png,M2a-221,,true
26ofcNMngR2do08QRTea,MA,,0,m2a -「메가드림」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2a-224.png,M2a-224,,true
27zROVWhUoPi26XrVSRM,CHR,,0,s8b -「VMAX 클라이맥스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS8b-206.png,S8b-206,,true
2AlNQW4wr37R8no1OIwz,SR,,0,sv5M -「사이버저지」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_088.png,SV5M-088,,true
2Aq83pjb1xbegRkU0vLK,SR,,0,sv3 - 「흑염의 지배자」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_121.png,SV3-121,,true
2CgQOEvZvKUY31NFuFno,SAR,리파,0,sv4M -「미래의 일섬」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_091.png,SV4M-091,,true
2EIoKyKkGMPFE0uaXNOv,SR,채두,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-275.png,S8b-275,서포트,true
2EbeRcOANd8GJHOP7McS,MA,,0,m2a -「메가드림」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2a-223.png,M2a-223,,true
2H5UDcxGkI5ZFP2AwUBB,AR,이상해풀,0,sv2a -「포켓몬 카드 151」,보유중,,,0002,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,SV2a-167,포켓몬,true
2HEs9eLs8FuNHWVtD4tf,UR,,0,sv9a -「열풍의 아레나」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_092.png,SV9a-092,,true
2JO67GL2aP2PWsYkj4xy,AR,,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_151.png,SV11W-151,,true
2R3n842ADxkiFAnG3DQi,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_144.png,SV11B-144,,true
2TH3PALDgRevBBl0u8PP,AR,신뇽,0,sv2a -「포켓몬 카드 151」,보유중,,,148,https://mtg-kr.com/cardimage/poketcgSV2a-182.png,SV0002a-0182,,true
2YmGM27MJRBaPtgWJBnP,SAR,운향,0,sv1a -「트리플렛비트」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_100.png,SV1a-100,서포트,true
2dV4TCdU9JmRVdVUieLj,SR,,0,s9 -「스타버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS9-107.png,S9-107,,true
2eVlJlLRBiSqu0XK9qCG,MA,메가디안시 ex,0,m2a -「메가드림」,미보유,,,719,https://mtg-kr.com/cardimage/poketcgM2a-227.png,M2a-227,포켓몬,true
2foFeJyseUzeUrKmvdKl,SR,오르티가,0,sv3 - 「흑염의 지배자」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_131.png,SV3-131,,true
2hrZCYTBq1jqG7h8yhRG,SR,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_151.png,SM8b-151,,true
2hyaEBHRHnIs6qUShsqJ,UR,,0,sv2a -「포켓몬 카드 151」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_210.png,SV2a-210,,true
2ljAVyWBudzNSPDMO9i6,SR,,0,sv3a -「레이징서프」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_076.png,SV3a-076,,true
2pHzYGabTGK36wG2Lbti,AR,바오프,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_099.png,SV11W-099,,true
2q9O5y2Vo22ofo60er9b,CSR,가라르 파이어 V,0,s8b -「VMAX 클라이맥스」,미보유,,,146,https://mtg-kr.com/cardimage/poketcgS8b-242.png,S8b-242,포켓몬,
2tpBdoqnfBVKqqspxv5i,SR,N의 방안,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_165.png,SV11B-165,,true
2uMxPoZ8aKRs7abrXJ3V,UR,,0,sv4M -「미래의 일섬」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_093.png,SV4M-093,,true
2unnjD24VVewBvsZQ3lr,AR,,0,sv9 -「배틀파트너즈」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV9-110.png,SV9-110,,true
2w6mZaLPorAZrVECIHQv,SR,,0,m1S -「메가 심포니아」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM1S-079.png,M1S-079,,true
2w7Oan8LNSmRZHI0tFNr,AR,,0,sv10 -「로켓단의 영광」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_102.png,SV10-102,,true
2wyBU5fF9SM6vojrwGeV,SR,라프라스 ex,0,sv7 -「스텔라미라클」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_117.png,SV7-117,포켓몬,
2zzZDfLABfHY272XyflN,SR,,0,sv2D -「클레이버스트」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_091.png,SV2D-091,,true
33D4GwdaXz501ipd6x5d,SAR,로켓단의 뮤츠 ex,0,m2a -「메가드림」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2a-237.png,M2a-237,포켓몬,true
356wGfUwLg9RTGB9mFrn,SAR,타로,0,sv7 -「스텔라미라클」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_132.png,SV7-132,,true
36oZji1wXMcJO2lvnSVi,SAR,미라이돈 ex,0,sv1V -「바이올렛 ex」,보유중,,,1008,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,SV1V-102,포켓몬,true
3DaX4tEYctsh7aq1tjef,AR,,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_124.png,SV11W-124,,true
3F6zmhz3bmwkDiqlWvt4,CHR,몰드류,0,sm11b -「드림리그」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_059.png,SM11b-059,,true
3JCIplQ6uwea8Xkvavdy,SR,,0,sv2P -「스노해저드」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_084.png,SV2P-084,,true
3L7qZ0997YM8vwtYBmIJ,AR,콜로솔트,0,sv4K -「고대의 포효」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV4K-073.png,SV4K-073,,true
3LPcladl5DBksLHuRRfv,SR,라플레시아 GX,0,sm11b -「드림리그」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_062.png,SM11b-062,포켓몬,
3PDftIVYFQxajjgpkTkL,SR,,0,m2 -「인페르노X」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2-101.png,M2-101,,true
3PHyujM9K08LCFEX2ru7,SR,,0,sv4M -「미래의 일섬」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_081.png,SV4M-081,,true
3QlqKGQxHdh0GfDrqrrD,없음,,0,MC - MEGA「스타트 덱 100 배틀컬렉션」,미보유,,,,https://mtg-kr.com/cardimage/poketcgMC-753.png,MC-753,,true
3RAkC2Xj7sM8eFuxNpEw,UR,,0,sv8a -「테라스탈 페스타 ex」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_236.png,SV8a-236,,true
3TgQrkTDbxSNbn3q22lP,SR,우리,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-273.png,S8b-273,서포트,true
3ThfEtIwBZml3aZxnyVu,SR,기라티나 V,0,s11 -「로스트어비스」,보유중,,,487,https://mtg-kr.com/cardimage/poketcgS11-111.png,S0011-0111,포켓몬,
3hDkzjB5DyldzwPHQw2I,SSR,레쿠쟈 GX,0,sm8b -「울트라샤이니」,미보유,,,384,https://mtg-kr.com/cardimage/poketcgSM8b-240.png,SM0008b-0240,포켓몬,true
3hDyy41BPQBgnkBek5Ay,SR,,0,sv11W -「화이트플레어」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_164.png,SV11W-164,,true
3kEiYYOpn0483JnRblMU,AR,꼬부기,0,sv2a -「포켓몬 카드 151」,보유중,,,7,https://mtg-kr.com/cardimage/poketcgSV2a-170.png,SV2a-170,포켓몬,
3lffW6dYqwk7aT5vtP97,SR,,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-263.png,S8b-263,서포트,true
3lx4j3NP5qXQkpvOex6v,SAR,메가샤크니아 ex,0,m2 -「인페르노X」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2-113.png,M2-113,포켓몬,true
3n2fMg6XOA1WW3cKLu2R,AR,가라르 파이어,0,s12a -「VSTAR 유니버스」,보유중,,,146,https://mtg-kr.com/cardimage/poketcgS12a-190.png,S12a-190,포켓몬,
3rke5LSbkXJg5xjc9b8v,SSR,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_235.png,SM8b-235,,true
3wx1ET64AQQE3jLT53IB,HR,,0,s9 -「스타버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS9-117.png,S9-117,,true
3yEcNRrsQds1FyavETms,CHR,,0,s8b -「VMAX 클라이맥스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS8b-198.png,S8b-198,,true
44TDi36VYsZPdar4qkt3,SAR,히스이 조로아크 Vstar,0,s12a -「VSTAR 유니버스」,미보유,,,571,https://mtg-kr.com/cardimage/poketcgS12a-234.png,S0012a-0234,,true
45oGAXIwhjykg8CCEE0U,SAR,카푸꼬꼬꼭 ex,0,sv3a -「레이징서프」,미보유,,,785,https://mtg-kr.com/cardimage/poketcgSV3a-086.png,SV3a-086,,true
46G46baA9ECnxYIYTGyb,AR,히스이 찌리리공,0,s12a -「VSTAR 유니버스」,보유중,,,100,%ED%9E%88%EC%8A%A4%EC%9D%B4_%EC%B0%8C%EB%A6%AC%EB%A6%AC%EA%B3%B5_S12a_173_KOR.png,S12a-173,포켓몬,
46WEv31Jbl07MAcd0tZG,AR,,0,m2a -「메가드림」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM2a-213.png,M2a-213,,true
481OsCgZ7AvHnjYa6N4b,AR,,0,sv6 -「변환의 가면」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_105.png,SV6-105,,true
4EwmWjQ1SVjegeMA3jZ5,SR,,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-258.png,S8b-258,서포트,true
4LJSylOFbObnCGzIVJ8t,,,0,s10a -「다크판타스마」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS10a-091.png,S10a-091,,true
4R5gJtLwh0ZpwPuLpOPF,AR,,0,sv11B -「블랙볼트」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_154.png,SV11B-154,,true
4SxaGiVFTP3UwJE749jI,CHR,내던숭이,0,s8b -「VMAX 클라이맥스」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS8b-203.png,S8b-203,포켓몬,
4UlkNWwEvIPA4N8l0Hdj,HR,블래키 Vmax,0,s6a -「이브이 히어로즈」,미보유,,,,https://k-tcgpanda.com/cardimg/S/S6a/%EB%B8%94%EB%9E%98%ED%82%A4%20VMAX_S6a_095_KOR.jpg,S6a-095,포켓몬,
4WeK6sjdHtXb6Z0tXbeo,SR,,0,sm11a -「리믹스바우트」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11A/SM11A_068.png,SM11a-068,,true
4WzOY8sU7KcfuNJqa7WQ,SR,난천,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_153.png,SM8b-153,서포트,true
4XrBCR5oQpbxJwouINKY,AR,,0,sv11W -「화이트플레어」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_130.png,SV11W-130,,true
4YR4nJvGacae9vgQ0bR0,SR,,0,sm10b -「스카이레전드」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_062.png,SM10b-062,서포트,true
4bEf62JQmKKOcPp0KADI,AR,,0,sv10 -「로켓단의 영광」,보유중,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_109.png,SV10-109,,true
4bkQvXvDxyilTU2bogsx,SR,,0,m2 -「인페르노X」,미보유,,,,https://mtg-kr.com/cardimage/poketcgM2-097.png,M2-097,,true
4btiffzdHHs3rp3jSeW1,SR,,0,s12a -「VSTAR 유니버스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS12a-257.png,S12a-257,,true
4f5W9yEg40cxHckl84M6,SR,,0,sv9a -「열풍의 아레나」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_076.png,SV9a-076,,true
4fGJy8Hrbm4wRRBsR9ei,CSR,무한다이노 Vmax,0,s8b -「VMAX 클라이맥스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS8b-247.png,S8b-247,포켓몬,true
4gMJ0S3vHKJNutXGIgch,S,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_185.png,SM8b-185,,true
4gspnoxfW7N7WiX1YF2p,S,,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_173.png,SM8b-173,,true
4hV0jOhdaTDpDL27SpeU,CHR,테르나,0,s11a -「백열의 아르카나」,보유중,,,,https://mtg-kr.com/cardimage/poketcgS11a-069.png,S11a-069,,true
4haKcwk2vXMzAFnNibdc,없음,,0,MC - MEGA「스타트 덱 100 배틀컬렉션」,보유중,,,,https://mtg-kr.com/cardimage/poketcgMC-744.png,MC-744,,true
4ifrUBZgV401PxCuPJV9,SSR,후딘 ex,0,sv4a -「샤이니트레저 ex」,보유중,,,,https://mtg-kr.com/cardimage/poketcgSV4a-326.png,SV4a-326,,true
4iiCnzVPNaoHiEmWD0Lx,AR,,0,m2a -「메가드림」,보유중,,,,https://mtg-kr.com/cardimage/poketcgM2a-195.png,M2a-195,,true
4izNJRT3s9NultdEXkt8,SR,,0,s11 -「로스트어비스」,미보유,,,,https://mtg-kr.com/cardimage/poketcgS11-101.png,S11-101,,true
4lwi4asFwVOWi2enqcHT,SSR,뮤츠 GX,0,sm8b -「울트라샤이니」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_219.png,SM8b-219,포켓몬,true
4pfnlYTqwm7tmSx2Qavt,SR,규리의 눈빛,0,sv8 -「초전브레이커」,미보유,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_127.png,SV8-127,서포트,true
