raw_database_id,cardNumber,type,status,createdAt,imageUrl,pokedexNumber,price,isLegacy,series,rarity,cardName
1VMwQwk7TPy6cJUBNJwK,M2-107,,보유중,2026-04-20T05:38:21.282Z,https://mtg-kr.com/cardimage/poketcgM2-107.png,,0,true,m2 -「인페르노X」,SR,빛나
1W8N21w705vj6kh9VDMa,S9-125,,미보유,2026-04-20T05:38:07.601Z,https://mtg-kr.com/cardimage/poketcgS9-125.png,,0,true,s9 -「스타버스」,UR,
1ZpBCzJbcCbJ3TUYYDsO,SV8-116,,보유중,2026-04-20T05:38:14.492Z,https://mtg-kr.com/cardimage/poketcgSV8-116.png,,0,true,sv8 -「초전브레이커」,AR,알로라 닥트리오
1grwJ3ykoTytmebbl872,SV8a-207,,미보유,2026-04-20T05:38:14.493Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_207.png,,0,true,sv8a -「테라스탈 페스타 ex」,SAR,돌핀맨 ex
1h9s0WORxnXynw9MS6YR,M2-099,,미보유,2026-04-20T05:38:21.282Z,https://mtg-kr.com/cardimage/poketcgM2-099.png,,0,true,m2 -「인페르노X」,SR,
1ijEBwKGsODh2kDe4bZ3,SM8b-196,,미보유,2026-04-20T05:38:04.137Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_196.png,,0,true,sm8b -「울트라샤이니」,S,
1kI6b44Z5LEw3gP0x49b,S8b-235,,미보유,2026-04-20T05:38:04.142Z,https://mtg-kr.com/cardimage/poketcgS8b-235.png,,0,true,s8b -「VMAX 클라이맥스」,CSR,흑마 버드렉스 V
1pw6No3kxR3Ml4uyWJD6,S9a-093,,미보유,2026-04-20T05:38:07.602Z,https://mtg-kr.com/cardimage/poketcgS9a-093.png,,0,true,s9a -「배틀리전」,UR,
1rwru26JzWbzYhqRoJDi,SV8a-197,,미보유,2026-04-20T05:38:14.493Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_197.png,,0,true,sv8a -「테라스탈 페스타 ex」,SR,
1stftfke37nuony08Yf3,SM8b-210,,미보유,2026-04-20T05:38:04.137Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_210.png,,0,true,sm8b -「울트라샤이니」,SSR,
1uQz5AabTerGI9w4psGw,SM8b-220,,미보유,2026-04-20T05:38:04.138Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_220.png,,0,true,sm8b -「울트라샤이니」,SSR,
1wWv4OYtIHP70fpFy8yn,SV7-128,,미보유,2026-04-20T05:38:14.492Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_128.png,,0,true,sv7 -「스텔라미라클」,SAR,전툴라 ex
1yweAXFjOGmpatWXrcph,M1L-078,,미보유,2026-04-20T05:38:17.898Z,https://mtg-kr.com/cardimage/poketcgM1L-078.png,,0,true,m1L -「메가 브레이브」,SR,
204H4AGz8PaRAntTjCLu,M2a-227,,미보유,2026-04-20T05:38:21.283Z,https://mtg-kr.com/cardimage/poketcgM2a-227.png,719,0,true,m2a -「메가드림」,MA,메가디안시 ex
20TabG4OyhMlMil38lad,S11a-087,,미보유,2026-04-20T05:38:07.604Z,https://mtg-kr.com/cardimage/poketcgS11a-087.png,,0,true,s11a -「백열의 아르카나」,HR,
25xeOjBkI6cLeyQ9BIYd,M2-096,,미보유,2026-04-20T05:38:21.282Z,https://mtg-kr.com/cardimage/poketcgM2-096.png,,0,true,m2 -「인페르노X」,SR,
28wDtEcQBiUj0uLUqAKz,SV6-112,,보유중,2026-04-20T05:38:14.490Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_112.png,,0,true,sv6 -「변환의 가면」,AR,
29P3D6eYB8QZtAEvBHOJ,SV2a-180,,보유중,2026-04-20T05:38:11.053Z,https://mtg-kr.com/cardimage/poketcgSV2a-180.png,,0,true,sv2a -「포켓몬 카드 151」,AR,암나이트
2BTFpWuE0alsUajaVOfA,S8b-206,,보유중,2026-04-20T05:38:04.141Z,https://mtg-kr.com/cardimage/poketcgS8b-206.png,,0,true,s8b -「VMAX 클라이맥스」,CHR,
2Br5L1oN0Bp7BxwOLlt6,S9a-080,,미보유,2026-04-20T05:38:07.601Z,https://mtg-kr.com/cardimage/poketcgS9a-080.png,,0,true,s9a -「배틀리전」,SR,
2FLEu6VDMz7E2lWjtBXm,SV3a-066,,보유중,2026-04-20T05:38:11.056Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_066.png,,0,true,sv3a -「레이징서프」,AR,마이농
2N19gvr7nWTdMMATfxHw,S12a-248,서포트,미보유,2026-04-20T05:38:07.608Z,https://mtg-kr.com/cardimage/poketcgS12a-248.png,,0,true,s12a -「VSTAR 유니버스」,SR,월로
2VlgW7VhAt3FmEnNIGvg,S12a-188,포켓몬,보유중,2026-04-20T05:38:07.605Z,https://mtg-kr.com/cardimage/poketcgS12a-188.png,145,0,true,s12a -「VSTAR 유니버스」,AR,가라르 썬더
2WEkJKnnnEXWBorkxy6n,SV8-112,,보유중,2026-04-20T05:38:14.492Z,https://mtg-kr.com/cardimage/poketcgSV8-112.png,,0,true,sv8 -「초전브레이커」,AR,레어코일
2aPIFnMTKR3Udre7kLx2,SV8a-216,,미보유,2026-04-20T05:38:14.494Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_216.png,,0,true,sv8a -「테라스탈 페스타 ex」,SAR,오거폰 주춧돌의 가면 ex
2ctFyIJk8hcNlA99jlQt,SM8b-176,,미보유,2026-04-20T05:38:04.136Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_176.png,,0,true,sm8b -「울트라샤이니」,S,
2lnwhnJ8NGFxcBnflmdw,SM8b-238,,등급카드,2026-04-20T05:38:04.138Z,https://mtg-kr.com/cardimage/poketcgSM8b-238.png,,0,true,sm8b -「울트라샤이니」,SSR,님피아 GX
2rPt8nEFgOR5QYI6LpCp,SV3-124,,보유중,2026-04-20T05:38:11.055Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_124.png,,0,true,sv3 - 「흑염의 지배자」,SR,
2sR0JwO461DNN9aAc2v3,SV4a-360,,미보유,2026-04-20T05:38:11.060Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_360.png,,0,true,sv4a -「샤이니트레저 ex」,UR,
2ulL42QX0iFCRliTHShx,SM6b-063,서포트,미보유,2026-04-20T05:38:04.135Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_063.png,,0,true,sm6b -「챔피언로드」,SR,
2wDhvwShCfQHKPcdmVZ6,SV8-118,,보유중,2026-04-20T05:38:14.493Z,https://mtg-kr.com/cardimage/poketcgSV8-118.png,,0,true,sv8 -「초전브레이커」,AR,켈리몬
30PQLmhwDcqZpDmPxmMQ,S9-113,,미보유,2026-04-20T05:38:07.601Z,https://mtg-kr.com/cardimage/poketcgS9-113.png,,0,true,s9 -「스타버스」,SR,난천의 패기
317Vo0EFEVN1sPFaGi31,SV11W-113,,보유중,2026-04-20T05:38:17.897Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_113.png,,0,true,sv11W -「화이트플레어」,AR,
31uXacvdsDruxIAGjjLN,S8b-209,,보유중,2026-04-20T05:38:04.141Z,https://mtg-kr.com/cardimage/poketcgS8b-209.png,,0,true,s8b -「VMAX 클라이맥스」,CHR,
359SD4yLKBT3dqASnu66,MC-746,,미보유,2026-04-20T05:38:21.283Z,https://mtg-kr.com/cardimage/poketcgMC-746.png,,0,true,MC - MEGA「스타트 덱 100 배틀컬렉션」,기타 AR,
3CTVyAPYg2cz2qylTFAR,SV6a-084,,미보유,2026-04-20T05:38:14.491Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_084.png,,0,true,sv6a -「나이트원더러」,SR,
3F3akiusD0FAl8zIfVGq,SV11B-174,,등급카드,2026-04-20T05:38:17.897Z,https://mtg-kr.com/cardimage/poketcgSV11B-174.png,,0,true,sv11B -「블랙볼트」,BWR,제크로무 ex
3HcKoY4l304QpXAR99Qx,SV11B-165,,보유중,2026-04-20T05:38:17.897Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_165.png,,0,true,sv11B -「블랙볼트」,SR,N의 방안
3MESQRMawRbf4cbLGQRB,SV11W-149,,보유중,2026-04-20T05:38:17.898Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_149.png,,0,true,sv11W -「화이트플레어」,AR,
3NmH648TTB6PqLUMYZ4z,SV11W-145,,보유중,2026-04-20T05:38:17.898Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_145.png,,0,true,sv11W -「화이트플레어」,AR,
3ObStGtuoeFMoskqifH1,SV8a-191,,미보유,2026-04-20T05:38:14.493Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_191.png,,0,true,sv8a -「테라스탈 페스타 ex」,SR,비파
3PBN6T8dIBn0eGmbLneN,SV4K-079,,미보유,2026-04-20T05:38:11.058Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_079.png,,0,true,sv4K -「고대의 포효」,SR,
3RoJOsKTQdPvxlqKfWyB,SV1a-086,,미보유,2026-04-20T05:38:11.052Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_086.png,,0,true,sv1a -「트리플렛비트」,SR,
3aiH4QtWA3N47Xz98KXt,S12a-178,포켓몬,보유중,2026-04-20T05:38:07.605Z,https://mtg-kr.com/cardimage/poketcgS12a-178.png,490,0,true,s12a -「VSTAR 유니버스」,AR,마나피
3exHkTrTy5PoQl89iWtD,SV11B-113,,보유중,2026-04-20T05:38:17.896Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_113.png,,0,true,sv11B -「블랙볼트」,AR,
3j7qP0qj4M67LhmZHqEA,SV5a-076,,보유중,2026-04-20T05:38:14.489Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_076.png,,0,true,sv5a -「크림슨헤이즈」,AR,
3lbrG1DxNmnFTfyXhcfV,M2a-242,,미보유,2026-04-20T05:38:21.283Z,https://mtg-kr.com/cardimage/poketcgM2a-242.png,,0,true,m2a -「메가드림」,SAR,N의 조로아크 ex
3mDLbf8N2IqbOEc1UqFh,SV7a-087,,보유중,2026-04-20T05:38:14.492Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_087.png,,0,true,sv7a -「낙원드래고나」,SAR,라티아스 ex
3ocbDkdtOysn21aYOkK2,SV3a-087,,미보유,2026-04-20T05:38:11.056Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_087.png,,0,true,sv3a -「레이징서프」,SAR,타부자고 ex
3os9UNq0Vc2DNUygthE2,SV1V-081,,보유중,2026-04-20T05:38:07.609Z,https://mtg-kr.com/cardimage/poketcgSV1V-081.png,,0,true,sv1V -「바이올렛 ex」,AR,
3rlxZrNtOSv88ybLh8U5,M2a-203,,보유중,2026-04-20T05:38:21.282Z,https://mtg-kr.com/cardimage/poketcgM2a-203.png,,0,true,m2a -「메가드림」,AR,
3vC4sIEYoWz0b7oFCBAW,SV11W-146,,보유중,2026-04-20T05:38:17.898Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_146.png,,0,true,sv11W -「화이트플레어」,AR,
3vrG7y652j0YbADz3G2E,S12a-201,,보유중,2026-04-20T05:38:07.605Z,https://mtg-kr.com/cardimage/poketcgS12a-201.png,,0,true,s12a -「VSTAR 유니버스」,AR,리오르
3vrOllVfL0S8cJF16x8I,SV9a-081,,미보유,2026-04-20T05:38:17.895Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_081.png,,0,true,sv9a -「열풍의 아레나」,SR,
3wbZf4jBjMk9VZgG4DYW,S12a-173,포켓몬,보유중,2026-04-20T05:38:07.605Z,%ED%9E%88%EC%8A%A4%EC%9D%B4_%EC%B0%8C%EB%A6%AC%EB%A6%AC%EA%B3%B5_S12a_173_KOR.png,100,0,true,s12a -「VSTAR 유니버스」,AR,히스이 찌리리공
3xRSuVq2W0wiXeAqTQvM,SV11B-146,,보유중,2026-04-20T05:38:17.897Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_146.png,,0,true,sv11B -「블랙볼트」,AR,
3yDRkpsAHb8UNlcoRrVw,SM6b-056,포켓몬,미보유,2026-04-20T05:38:04.135Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_056.png,,0,true,sm6b -「챔피언로드」,SR,
45d7lkJOZ66B7labbgim,SV2P-098,,미보유,2026-04-20T05:38:11.055Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_098.png,,0,true,sv2P -「스노해저드」,UR,
47Tj1j4wYGHX9i9ja1Hn,SV2a-176,,보유중,2026-04-20T05:38:11.053Z,https://mtg-kr.com/cardimage/poketcgSV2a-176.png,,0,true,sv2a -「포켓몬 카드 151」,AR,슈륙챙이
4D5U30gYZU28zVBW7i0S,SV11B-101,,보유중,2026-04-20T05:38:17.896Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_101.png,,0,true,sv11B -「블랙볼트」,AR,램프라
4HV2ixqlXh7hA4CCZeMZ,SV11W-111,,보유중,2026-04-20T05:38:17.897Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_111.png,,0,true,sv11W -「화이트플레어」,AR,
4IMe1xA4Y0KbD30q8ZK4,SV5M-090,,보유중,2026-04-20T05:38:14.489Z,https://mtg-kr.com/cardimage/poketcgSV5M-090.png,,0,true,sv5M -「사이버저지」,SR,벨의 진심
4Jq2LxVS8rfAP88gtNV4,SV5K-077,,보유중,2026-04-20T05:38:11.060Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_077.png,,0,true,sv5K -「와일드포스」,AR,
4PqMKhNThNOttz75Gw45,SV10-131,,미보유,2026-04-20T05:38:17.896Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_131.png,,0,true,sv10 -「로켓단의 영광」,UR,
4Rfc6CJs1iGRtFgPltQ9,SV4K-087,,미보유,2026-04-20T05:38:11.058Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_087.png,,0,true,sv4K -「고대의 포효」,SR,
4WTOlFE7KHjVIzt62kaC,SV11W-091,,보유중,2026-04-20T05:38:17.897Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_091.png,,0,true,sv11W -「화이트플레어」,AR,
4XpI4YhK83V6rV3kJKBX,S11a-084,,미보유,2026-04-20T05:38:07.604Z,https://mtg-kr.com/cardimage/poketcgS11a-084.png,,0,true,s11a -「백열의 아르카나」,CSR,샤로다 V
4Y5iJ0D2PEwfXs2TfhSp,SV6-122,,미보유,2026-04-20T05:38:14.490Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_122.png,,0,true,sv6 -「변환의 가면」,SR,
4YJSee16SlxIIIbtHDKv,SM8b-240,,등급카드,2026-04-20T05:38:04.138Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_240.png,,0,true,sm8b -「울트라샤이니」,SSR,레쿠쟈 GX
4YvHtBlwNiTbwIqSqh8N,M1L-070,,보유중,2026-04-20T05:38:17.898Z,https://mtg-kr.com/cardimage/poketcgM1L-070.png,,0,true,m1L -「메가 브레이브」,AR,
4cq9O3PLCV7jkkjClSAC,S12a-182,포켓몬,보유중,2026-04-20T05:38:07.605Z,https://mtg-kr.com/cardimage/poketcgS12a-182.png,144,0,true,s12a -「VSTAR 유니버스」,AR,가라르 프리져
4dzM1ONgIHBOpx2tht6Z,SV4a-348,포켓몬,미보유,2026-04-20T05:38:11.059Z,https://mtg-kr.com/cardimage/poketcgSV4a-348.png,282,0,true,sv4a -「샤이니트레저 ex」,SAR,가디안 ex
4eBkw5Fhf6cOpyZG8bYN,SV10-130,,미보유,2026-04-20T05:38:17.896Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_130.png,,0,true,sv10 -「로켓단의 영광」,UR,
4f2lUWWY3db2VBKJhn5X,SV2a-179,,보유중,2026-04-20T05:38:11.053Z,https://mtg-kr.com/cardimage/poketcgSV2a-179.png,,0,true,sv2a -「포켓몬 카드 151」,AR,마임맨
4gEAgnYijEzeG2sOlg4W,SV6a-086,,미보유,2026-04-20T05:38:14.491Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_086.png,,0,true,sv6a -「나이트원더러」,SR,
4hhR72G1WXIoeWWQQL1F,S8b-261,서포트,미보유,2026-04-20T05:38:04.142Z,https://mtg-kr.com/cardimage/poketcgS8b-261.png,,0,true,s8b -「VMAX 클라이맥스」,SR,
4li1TQjW3C4gCD27wjBf,S11a-085,,보유중,2026-04-20T05:38:07.604Z,https://mtg-kr.com/cardimage/poketcgS11a-085.png,,0,true,s11a -「백열의 아르카나」,CSR,입치트 V
4qQ9qMUm5avDtpIjGcSd,M1L-069,,보유중,2026-04-20T05:38:17.898Z,https://mtg-kr.com/cardimage/poketcgM1L-069.png,,0,true,m1L -「메가 브레이브」,AR,
4urSMovrslK6NI2uMZ5N,SV8-130,,미보유,2026-04-20T05:38:14.493Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_130.png,,0,true,sv8 -「초전브레이커」,SAR,아이앤트 ex
53aiAo9yiH9IYgEvHShF,SV11B-115,,보유중,2026-04-20T05:38:17.896Z,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_115.png,,0,true,sv11B -「블랙볼트」,AR,
54dqkMjEhcI4QlVlbp1p,SV1a-085,,보유중,2026-04-20T05:38:11.052Z,https://mtg-kr.com/cardimage/poketcgSV1a-085.png,,0,true,sv1a -「트리플렛비트」,AR,팔데아 우파
55MKwcTNYWeGMLKL2Cua,S8b-205,,보유중,2026-04-20T05:38:04.141Z,https://mtg-kr.com/cardimage/poketcgS8b-205.png,,0,true,s8b -「VMAX 클라이맥스」,CHR,아리아도스
56fefvm6cWRkS06FuPV6,S12a-262,,보유중,2026-04-20T05:38:07.608Z,https://mtg-kr.com/cardimage/poketcgS12a-262.png,,0,true,s12a -「VSTAR 유니버스」,UR,아르세우스 Vstar
5B2iS3unps6sBYMiRLQj,S10P-068,,미보유,2026-04-20T05:38:07.602Z,https://mtg-kr.com/cardimage/poketcgS10P-068.png,,0,true,s10P -「스페이스 저글러」,SR,
5BMYVRxnubNjbDdEZTad,S10P-069,,미보유,2026-04-20T05:38:07.602Z,https://mtg-kr.com/cardimage/poketcgS10P-069.png,,0,true,s10P -「스페이스 저글러」,SR,독침붕 V
5BYfrCQVawnBRcUBdZ3T,M2-105,,미보유,2026-04-20T05:38:21.282Z,https://mtg-kr.com/cardimage/poketcgM2-105.png,,0,true,m2 -「인페르노X」,SR,
5CtjgsxVgCIC2gvHa8pS,S9-103,,보유중,2026-04-20T05:38:04.143Z,https://mtg-kr.com/cardimage/poketcgS9-103.png,,0,true,s9 -「스타버스」,SR,리자몽 V
