raw_database_id,pokedexNumber,isLegacy,rarity,imageUrl,cardNumber,cardName,type,possessions,status,createdAt,language,series,price
1XcqOyNH62kV2ZB2fXmm,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgSV5a-095.png,SV5a-095,,,,미보유,,,sv5a -「크림슨헤이즈」,0
1Zo2MzmF5fESRKqMICQY,,TRUE,UR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_100.png,SV5K-100,,,,미보유,,,sv5K -「와일드포스」,0
1aQl6bq0Aq83OGXuH0zd,144,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-230.png,S8b-230,가라르 프리져 V,포켓몬,,보유중,,한국,s8b -「VMAX 클라이맥스」,0
1bUSzK11tp21vUJuec58,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgM2-094.png,M2-094,메가리자몽X ex,포켓몬,,미보유,,,m2 -「인페르노X」,0
1bfMF7ylA2F640IsbF6v,,,CSR,https://mtg-kr.com/cardimage/poketcgS10a-088.png,S10a-088,러브로스 V,포켓몬,,보유중,,한국,s10a -「다크판타스마」,0
1dM0nmpHzFOpvC7w86ZD,,TRUE,CSR,https://mtg-kr.com/cardimage/poketcgS8b-239.png,S8b-239,일격 우라오스 Vmax,포켓몬,,미보유,,,s8b -「VMAX 클라이맥스」,0
1eJSbVEtsCmZyqj4iY1s,700,,SR,https://mtg-kr.com/cardimage/poketcgS6a-082.png,S6a-082,님피아 V,포켓몬,,보유중,,,s6a -「이브이 히어로즈」,0
1fQU0hPYgylV7nol7pPA,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgS12a-199.png,S12a-199,밀탱크,포켓몬,,보유중,,,s12a -「VSTAR 유니버스」,0
1gYuazWzUUaJuB0Ed2Mg,536,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_108.png,SV11B-108,두까비,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
1iVlD9oJdcwEc8Ya5mFN,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV9-118.png,SV9-118,,,,미보유,,,sv9 -「배틀파트너즈」,0
1kxDczQSwTxiI5aqankE,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV6a-087.png,SV6a-087,조타구 ex,포켓몬,,미보유,,,sv6a -「나이트원더러」,0
1n9Nn7EiqsjPPIPT6qYO,396,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV1S-090.png,SV1S-090,찌르꼬,포켓몬,,보유중,,,sv1S -「스칼렛 ex」,0
1oz6M3mljbbdU6t41rY3,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV2a-185.png,SV2a-185,리자몽 ex,포켓몬,,보유중,,,sv2a -「포켓몬 카드 151」,0
21eWEJc3BILilbyFZnXp,,TRUE,CSR,https://mtg-kr.com/cardimage/poketcgS8b-221.png,S8b-221,백마 버드렉스 Vmax,포켓몬,,미보유,,,s8b -「VMAX 클라이맥스」,0
22wIBXL2nVHwP7clGrUG,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgM1S-076.png,M1S-076,,포켓몬,,미보유,,,m1S -「메가 심포니아」,0
23hz994cAyZZx2Urrspw,,,RR,https://mtg-kr.com/cardimage/poketcgSM12a-067.png,SM12a-067,마샤도&괴력몬 GX,,,,,,sm12a -「TAG TEAM GX 태그올스타즈」,0
26JpJp17hwD9DSAKUakQ,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgM2a-221.png,M2a-221,,,,미보유,,,m2a -「메가드림」,0
26ofcNMngR2do08QRTea,,TRUE,MA,https://mtg-kr.com/cardimage/poketcgM2a-224.png,M2a-224,,포켓몬,,보유중,,한국,m2a -「메가드림」,0
27zROVWhUoPi26XrVSRM,,TRUE,CHR,https://mtg-kr.com/cardimage/poketcgS8b-206.png,S8b-206,,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
2AlNQW4wr37R8no1OIwz,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV5M-088.png,SV5M-088,,,,미보유,,,sv5M -「사이버저지」,0
2Aq83pjb1xbegRkU0vLK,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV3-121.png,SV3-121,,,,미보유,,,sv3 - 「흑염의 지배자」,0
2CgQOEvZvKUY31NFuFno,,TRUE,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_091.png,SV4M-091,리파,,,미보유,,,sv4M -「미래의 일섬」,0
2EIoKyKkGMPFE0uaXNOv,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS8b-275.png,S8b-275,채두,서포트,,미보유,,,s8b -「VMAX 클라이맥스」,0
2EbeRcOANd8GJHOP7McS,,TRUE,MA,https://mtg-kr.com/cardimage/poketcgM2a-223.png,M2a-223,,포켓몬,,미보유,,,m2a -「메가드림」,0
2H5UDcxGkI5ZFP2AwUBB,2,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,SV2a-167,이상해풀,포켓몬,,보유중,,,sv2a -「포켓몬 카드 151」,0
2HEs9eLs8FuNHWVtD4tf,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgSV9a-092.png,SV9a-092,,,,미보유,,,sv9a -「열풍의 아레나」,0
2JO67GL2aP2PWsYkj4xy,504,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_151.png,SV11W-151,보르쥐,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
2NYYX28Oi6V5KjZd3duw,,,AR,https://mtg-kr.com/cardimage/poketcgM3-086.png,M3-086,삐삐,포켓몬,,보유중,,,m3 -「니힐제로」,0
2PYvMLkuCXHYcRgwNYEv,,,SR,https://mtg-kr.com/cardimage/poketcgS7D-068.png,S7D-068,,,,,,,s7D -「마천퍼펙트」,0
2R3n842ADxkiFAnG3DQi,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_144.png,SV11B-144,,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
2TH3PALDgRevBBl0u8PP,148,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV2a-182.png,SV2a-182,신뇽,포켓몬,,보유중,,,sv2a -「포켓몬 카드 151」,0
2YmGM27MJRBaPtgWJBnP,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV1a-100.png,SV1a-100,운향,서포트,,보유중,,한국,sv1a -「트리플렛비트」,0
2dV4TCdU9JmRVdVUieLj,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS9-107.png,S9-107,,,,미보유,,,s9 -「스타버스」,0
2eVlJlLRBiSqu0XK9qCG,719,TRUE,MA,https://mtg-kr.com/cardimage/poketcgM2a-227.png,M2a-227,메가디안시 ex,포켓몬,,보유중,,한국,m2a -「메가드림」,0
2foFeJyseUzeUrKmvdKl,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV3-131.png,SV3-131,오르티가,,,보유중,,,sv3 - 「흑염의 지배자」,0
2hrZCYTBq1jqG7h8yhRG,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSM8b-151.png,SM8b-151,,,,미보유,,,sm8b -「울트라샤이니」,0
2hyaEBHRHnIs6qUShsqJ,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgSV2a-210.png,SV2a-210,,,,미보유,,,sv2a -「포켓몬 카드 151」,0
2k50yMvjCcJfaeVwqRqQ,,,SR,https://mtg-kr.com/cardimage/poketcgSM12a-174.png,SM12a-174,약어리 GX,,,,,,sm12a -「TAG TEAM GX 태그올스타즈」,0
2ljAVyWBudzNSPDMO9i6,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV3a-076.png,SV3a-076,,,,미보유,,,sv3a -「레이징서프」,0
2pHzYGabTGK36wG2Lbti,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_099.png,SV11W-099,바오프,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
2q9O5y2Vo22ofo60er9b,146,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-242.png,S8b-242,가라르 파이어 V,포켓몬,,미보유,,,s8b -「VMAX 클라이맥스」,0
2tpBdoqnfBVKqqspxv5i,,TRUE,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_165.png,SV11B-165,N의 방안,,,보유중,,,sv11B -「블랙볼트」,0
2uMxPoZ8aKRs7abrXJ3V,,TRUE,UR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_093.png,SV4M-093,,,,미보유,,,sv4M -「미래의 일섬」,0
2unnjD24VVewBvsZQ3lr,162,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV9-110.png,SV9-110,다꼬리,포켓몬,,보유중,,,sv9 -「배틀파트너즈」,0
2w6mZaLPorAZrVECIHQv,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgM1S-079.png,M1S-079,,포켓몬,,미보유,,,m1S -「메가 심포니아」,0
2w7Oan8LNSmRZHI0tFNr,366,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV10-102.png,SV10-102,진주몽,포켓몬,,보유중,,,sv10 -「로켓단의 영광」,0
2wyBU5fF9SM6vojrwGeV,,,SR,https://mtg-kr.com/cardimage/poketcgSV7-117.png,SV7-117,라프라스 ex,포켓몬,,미보유,,,sv7 -「스텔라미라클」,0
2zzZDfLABfHY272XyflN,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV2D-091.png,SV2D-091,,,,미보유,,,sv2D -「클레이버스트」,0
33D4GwdaXz501ipd6x5d,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgM2a-237.png,M2a-237,로켓단의 뮤츠 ex,포켓몬,,미보유,,,m2a -「메가드림」,0
356wGfUwLg9RTGB9mFrn,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV7-132.png,SV7-132,타로,,,미보유,,,sv7 -「스텔라미라클」,0
36oZji1wXMcJO2lvnSVi,1008,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,SV1V-102,미라이돈 ex,포켓몬,,보유중,,,sv1V -「바이올렛 ex」,0
3DaX4tEYctsh7aq1tjef,592,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_124.png,SV11W-124,탱그릴,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
3F6zmhz3bmwkDiqlWvt4,,TRUE,CHR,https://mtg-kr.com/cardimage/poketcgSM11b-059.png,SM11b-059,몰드류,포켓몬,,미보유,,,sm11b -「드림리그」,0
3JCIplQ6uwea8Xkvavdy,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV2P-084.png,SV2P-084,,,,미보유,,,sv2P -「스노해저드」,0
3KKeSs55dy7p1hENgAQX,,,SR,https://mtg-kr.com/cardimage/poketcgS12-111.png,S12-111,,서포트,,,,,s12 -「패러다임트리거」,0
3L7qZ0997YM8vwtYBmIJ,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV4K-073.png,SV4K-073,콜로솔트,포켓몬,,보유중,,,sv4K -「고대의 포효」,0
3LPcladl5DBksLHuRRfv,,,SR,https://mtg-kr.com/cardimage/poketcgSM11b-062.png,SM11b-062,라플레시아 GX,포켓몬,,미보유,,,sm11b -「드림리그」,0
3PDftIVYFQxajjgpkTkL,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgM2-101.png,M2-101,,,,미보유,,,m2 -「인페르노X」,0
3PHyujM9K08LCFEX2ru7,,TRUE,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_081.png,SV4M-081,,,,미보유,,,sv4M -「미래의 일섬」,0
3QlqKGQxHdh0GfDrqrrD,,TRUE,기타 AR,https://mtg-kr.com/cardimage/poketcgMC-753.png,MC-753,그라에나,,,미보유,,,MC - MEGA「스타트 덱 100 배틀컬렉션」,0
3RAkC2Xj7sM8eFuxNpEw,,TRUE,UR,https://mtg-kr.com/cardimage/poketcgSV8a-236.png,SV8a-236,,,,미보유,,,sv8a -「테라스탈 페스타 ex」,0
3TgQrkTDbxSNbn3q22lP,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS8b-273.png,S8b-273,우리,서포트,,미보유,,,s8b -「VMAX 클라이맥스」,0
3ThfEtIwBZml3aZxnyVu,487,,SR,https://mtg-kr.com/cardimage/poketcgS11-111.png,S11-111,기라티나 V,포켓몬,,보유중,,,s11 -「로스트어비스」,0
3XwMcYq44GQ82YQDIEmJ,722,,AR,https://mtg-kr.com/cardimage/poketcgM3-082.png,M3-082,나몰빼미,포켓몬,,보유중,,,m3 -「니힐제로」,0
3hDkzjB5DyldzwPHQw2I,384,TRUE,SSR,https://mtg-kr.com/cardimage/poketcgSM8b-240.png,SM8b-240,레쿠쟈 GX,포켓몬,,미보유,,,sm8b -「울트라샤이니」,0
3hDyy41BPQBgnkBek5Ay,,TRUE,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_164.png,SV11W-164,,,,미보유,,,sv11W -「화이트플레어」,0
3kEiYYOpn0483JnRblMU,7,,AR,https://mtg-kr.com/cardimage/poketcgSV2a-170.png,SV2a-170,꼬부기,포켓몬,,보유중,,,sv2a -「포켓몬 카드 151」,0
3lffW6dYqwk7aT5vtP97,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS8b-263.png,S8b-263,,서포트,,미보유,,,s8b -「VMAX 클라이맥스」,0
3lx4j3NP5qXQkpvOex6v,,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgM2-113.png,M2-113,메가샤크니아 ex,포켓몬,,미보유,,,m2 -「인페르노X」,0
3n2fMg6XOA1WW3cKLu2R,146,,AR,https://mtg-kr.com/cardimage/poketcgS12a-190.png,S12a-190,가라르 파이어,포켓몬,,보유중,,,s12a -「VSTAR 유니버스」,0
3rke5LSbkXJg5xjc9b8v,,TRUE,SSR,https://mtg-kr.com/cardimage/poketcgSM8b-235.png,SM8b-235,,,,미보유,,,sm8b -「울트라샤이니」,0
3swNPn4A3rGxANUmnC4N,,,SR,https://mtg-kr.com/cardimage/poketcgSM12a-194.png,SM12a-194,보미카,,,,,,sm12a -「TAG TEAM GX 태그올스타즈」,0
3wx1ET64AQQE3jLT53IB,,TRUE,HR,https://mtg-kr.com/cardimage/poketcgS9-117.png,S9-117,,,,미보유,,,s9 -「스타버스」,0
3yEcNRrsQds1FyavETms,,TRUE,CHR,https://mtg-kr.com/cardimage/poketcgS8b-198.png,S8b-198,,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
44TDi36VYsZPdar4qkt3,571,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgS12a-234.png,S12a-234,히스이 조로아크 Vstar,,,보유중,,한국,s12a -「VSTAR 유니버스」,0
45oGAXIwhjykg8CCEE0U,785,TRUE,SAR,https://mtg-kr.com/cardimage/poketcgSV3a-086.png,SV3a-086,카푸꼬꼬꼭 ex,,,미보유,,,sv3a -「레이징서프」,0
46G46baA9ECnxYIYTGyb,100,,AR,%ED%9E%88%EC%8A%A4%EC%9D%B4_%EC%B0%8C%EB%A6%AC%EB%A6%AC%EA%B3%B5_S12a_173_KOR.png,S12a-173,히스이 찌리리공,포켓몬,,보유중,,,s12a -「VSTAR 유니버스」,0
46WEv31Jbl07MAcd0tZG,479,TRUE,AR,https://mtg-kr.com/cardimage/poketcgM2a-213.png,M2a-213,스핀로토무,포켓몬,,보유중,,,m2a -「메가드림」,0
481OsCgZ7AvHnjYa6N4b,,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV6-105.png,SV6-105,,포켓몬,,보유중,,,sv6 -「변환의 가면」,0
4EwmWjQ1SVjegeMA3jZ5,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS8b-258.png,S8b-258,,서포트,,미보유,,,s8b -「VMAX 클라이맥스」,0
4LJSylOFbObnCGzIVJ8t,,TRUE,,https://mtg-kr.com/cardimage/poketcgS10a-091.png,S10a-091,,,,미보유,,,s10a -「다크판타스마」,0
4R5gJtLwh0ZpwPuLpOPF,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_154.png,SV11B-154,,포켓몬,,보유중,,,sv11B -「블랙볼트」,0
4SxaGiVFTP3UwJE749jI,,,CHR,https://mtg-kr.com/cardimage/poketcgS8b-203.png,S8b-203,내던숭이,포켓몬,,보유중,,,s8b -「VMAX 클라이맥스」,0
4UlkNWwEvIPA4N8l0Hdj,,,HR,https://k-tcgpanda.com/cardimg/S/S6a/%EB%B8%94%EB%9E%98%ED%82%A4%20VMAX_S6a_095_KOR.jpg,S6a-095,블래키 Vmax,포켓몬,,미보유,,,s6a -「이브이 히어로즈」,0
4WeK6sjdHtXb6Z0tXbeo,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSM11a-068.png,SM11a-068,,,,미보유,,,sm11a -「리믹스바우트」,0
4WzOY8sU7KcfuNJqa7WQ,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSM8b-153.png,SM8b-153,난천,서포트,,미보유,,한국,sm8b -「울트라샤이니」,0
4XrBCR5oQpbxJwouINKY,,TRUE,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_130.png,SV11W-130,,포켓몬,,보유중,,,sv11W -「화이트플레어」,0
4YR4nJvGacae9vgQ0bR0,,TRUE,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_062.png,SM10b-062,,서포트,,미보유,,,sm10b -「스카이레전드」,0
4bEf62JQmKKOcPp0KADI,52,TRUE,AR,https://mtg-kr.com/cardimage/poketcgSV10-109.png,SV10-109,로켓단의 나옹,포켓몬,,보유중,,,sv10 -「로켓단의 영광」,0
4bkQvXvDxyilTU2bogsx,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgM2-097.png,M2-097,,,,미보유,,,m2 -「인페르노X」,0
4btiffzdHHs3rp3jSeW1,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgS12a-257.png,S12a-257,,,,미보유,,,s12a -「VSTAR 유니버스」,0
4f5W9yEg40cxHckl84M6,,TRUE,SR,https://mtg-kr.com/cardimage/poketcgSV9a-076.png,SV9a-076,,,,미보유,,,sv9a -「열풍의 아레나」,0
