raw_database_id,cardNumber,imageUrl,보유 여부,status,series,isLegacy,type,price,cardName,rarity,pokedexNumber
1NsgPiZBhNCBWzRIaqHD,SV11W-174,https://mtg-kr.com/cardimage/poketcgSV11W-174.png,,등급카드,sv11W -「화이트플레어」,true,,0,레시라무 ex,BWR,
1OxlLAOiQPSr7FpnzHF5,S8b-252,https://mtg-kr.com/cardimage/poketcgS8b-252.png,,등급카드,s8b -「VMAX 클라이맥스」,true,,0,레쿠쟈 Vmax,CSR,
1RS6EPJXCk1OvJGEIHAv,SM8b-172,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_172.png,,미보유,sm8b -「울트라샤이니」,true,,0,,S,
1ShzEegvB1sDlsCis7EK,SV5a-075,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_075.png,,보유중,sv5a -「크림슨헤이즈」,true,,0,,AR,
1TVR54nwtbEFh2nzo5cc,SV10-099,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_099.png,,보유중,sv10 -「로켓단의 영광」,true,,0,,AR,
1TtIDVVyfLQGHfL0LJel,S12a-238,https://mtg-kr.com/cardimage/poketcgS12a-238.png,,보유중,s12a -「VSTAR 유니버스」,true,서포트,0,아크로마의 실험,SAR,
1U161hPrbNM4bKQC66y3,SV10-128,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_128.png,,보유중,sv10 -「로켓단의 영광」,true,,0,로켓단의 비주기,SAR,
1VMwQwk7TPy6cJUBNJwK,M2-107,https://mtg-kr.com/cardimage/poketcgM2-107.png,,보유중,m2 -「인페르노X」,true,,0,빛나,SR,
1W8N21w705vj6kh9VDMa,S9-125,https://mtg-kr.com/cardimage/poketcgS9-125.png,,미보유,s9 -「스타버스」,true,,0,,UR,
1ZpBCzJbcCbJ3TUYYDsO,SV8-116,https://mtg-kr.com/cardimage/poketcgSV8-116.png,,보유중,sv8 -「초전브레이커」,true,,0,알로라 닥트리오,AR,
1grwJ3ykoTytmebbl872,SV8a-207,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_207.png,,미보유,sv8a -「테라스탈 페스타 ex」,true,,0,돌핀맨 ex,SAR,
1h9s0WORxnXynw9MS6YR,M2-099,https://mtg-kr.com/cardimage/poketcgM2-099.png,,미보유,m2 -「인페르노X」,true,,0,,SR,
1ijEBwKGsODh2kDe4bZ3,SM8b-196,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_196.png,,미보유,sm8b -「울트라샤이니」,true,,0,,S,
1kI6b44Z5LEw3gP0x49b,S8b-235,https://mtg-kr.com/cardimage/poketcgS8b-235.png,,미보유,s8b -「VMAX 클라이맥스」,true,,0,흑마 버드렉스 V,CSR,
1pw6No3kxR3Ml4uyWJD6,S9a-093,https://mtg-kr.com/cardimage/poketcgS9a-093.png,,미보유,s9a -「배틀리전」,true,,0,,UR,
1rwru26JzWbzYhqRoJDi,SV8a-197,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_197.png,,미보유,sv8a -「테라스탈 페스타 ex」,true,,0,,SR,
1stftfke37nuony08Yf3,SM8b-210,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_210.png,,미보유,sm8b -「울트라샤이니」,true,,0,,SSR,
1uQz5AabTerGI9w4psGw,SM8b-220,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_220.png,,미보유,sm8b -「울트라샤이니」,true,,0,,SSR,
1wWv4OYtIHP70fpFy8yn,SV7-128,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_128.png,,미보유,sv7 -「스텔라미라클」,true,,0,전툴라 ex,SAR,
1yweAXFjOGmpatWXrcph,M1L-078,https://mtg-kr.com/cardimage/poketcgM1L-078.png,,미보유,m1L -「메가 브레이브」,true,,0,,SR,
204H4AGz8PaRAntTjCLu,M2a-227,https://mtg-kr.com/cardimage/poketcgM2a-227.png,,미보유,m2a -「메가드림」,true,,0,메가디안시 ex,MA,719
20TabG4OyhMlMil38lad,S11a-087,https://mtg-kr.com/cardimage/poketcgS11a-087.png,,미보유,s11a -「백열의 아르카나」,true,,0,,HR,
25xeOjBkI6cLeyQ9BIYd,M2-096,https://mtg-kr.com/cardimage/poketcgM2-096.png,,미보유,m2 -「인페르노X」,true,,0,,SR,
28wDtEcQBiUj0uLUqAKz,SV6-112,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_112.png,,보유중,sv6 -「변환의 가면」,true,,0,,AR,
29P3D6eYB8QZtAEvBHOJ,SV2a-180,https://mtg-kr.com/cardimage/poketcgSV2a-180.png,,보유중,sv2a -「포켓몬 카드 151」,true,,0,암나이트,AR,
2BTFpWuE0alsUajaVOfA,S8b-206,https://mtg-kr.com/cardimage/poketcgS8b-206.png,,보유중,s8b -「VMAX 클라이맥스」,true,,0,,CHR,
2Br5L1oN0Bp7BxwOLlt6,S9a-080,https://mtg-kr.com/cardimage/poketcgS9a-080.png,,미보유,s9a -「배틀리전」,true,,0,,SR,
2FLEu6VDMz7E2lWjtBXm,SV3a-066,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_066.png,,보유중,sv3a -「레이징서프」,true,,0,마이농,AR,
2N19gvr7nWTdMMATfxHw,S12a-248,https://mtg-kr.com/cardimage/poketcgS12a-248.png,,미보유,s12a -「VSTAR 유니버스」,true,서포트,0,월로,SR,
2VlgW7VhAt3FmEnNIGvg,S12a-188,https://mtg-kr.com/cardimage/poketcgS12a-188.png,,보유중,s12a -「VSTAR 유니버스」,true,포켓몬,0,가라르 썬더,AR,145
2WEkJKnnnEXWBorkxy6n,SV8-112,https://mtg-kr.com/cardimage/poketcgSV8-112.png,,보유중,sv8 -「초전브레이커」,true,,0,레어코일,AR,
2aPIFnMTKR3Udre7kLx2,SV8a-216,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_216.png,,미보유,sv8a -「테라스탈 페스타 ex」,true,,0,오거폰 주춧돌의 가면 ex,SAR,
2ctFyIJk8hcNlA99jlQt,SM8b-176,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_176.png,,미보유,sm8b -「울트라샤이니」,true,,0,,S,
2lnwhnJ8NGFxcBnflmdw,SM8b-238,https://mtg-kr.com/cardimage/poketcgSM8b-238.png,,등급카드,sm8b -「울트라샤이니」,true,,0,님피아 GX,SSR,
2rPt8nEFgOR5QYI6LpCp,SV3-124,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_124.png,,보유중,sv3 - 「흑염의 지배자」,true,,0,,SR,
2sR0JwO461DNN9aAc2v3,SV4a-360,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_360.png,,미보유,sv4a -「샤이니트레저 ex」,true,,0,,UR,
2ulL42QX0iFCRliTHShx,SM6b-063,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_063.png,,미보유,sm6b -「챔피언로드」,true,서포트,0,,SR,
2wDhvwShCfQHKPcdmVZ6,SV8-118,https://mtg-kr.com/cardimage/poketcgSV8-118.png,,보유중,sv8 -「초전브레이커」,true,,0,켈리몬,AR,
30PQLmhwDcqZpDmPxmMQ,S9-113,https://mtg-kr.com/cardimage/poketcgS9-113.png,,미보유,s9 -「스타버스」,true,,0,난천의 패기,SR,
317Vo0EFEVN1sPFaGi31,SV11W-113,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_113.png,,보유중,sv11W -「화이트플레어」,true,,0,,AR,
31uXacvdsDruxIAGjjLN,S8b-209,https://mtg-kr.com/cardimage/poketcgS8b-209.png,,보유중,s8b -「VMAX 클라이맥스」,true,,0,,CHR,
359SD4yLKBT3dqASnu66,MC-746,https://mtg-kr.com/cardimage/poketcgMC-746.png,,미보유,MC - MEGA「스타트 덱 100 배틀컬렉션」,true,,0,,기타 AR,
3CTVyAPYg2cz2qylTFAR,SV6a-084,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_084.png,,미보유,sv6a -「나이트원더러」,true,,0,,SR,
3F3akiusD0FAl8zIfVGq,SV11B-174,https://mtg-kr.com/cardimage/poketcgSV11B-174.png,,등급카드,sv11B -「블랙볼트」,true,,0,제크로무 ex,BWR,
3HcKoY4l304QpXAR99Qx,SV11B-165,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_165.png,,보유중,sv11B -「블랙볼트」,true,,0,N의 방안,SR,
3MESQRMawRbf4cbLGQRB,SV11W-149,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_149.png,,보유중,sv11W -「화이트플레어」,true,,0,,AR,
3NmH648TTB6PqLUMYZ4z,SV11W-145,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_145.png,,보유중,sv11W -「화이트플레어」,true,,0,,AR,
3ObStGtuoeFMoskqifH1,SV8a-191,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_191.png,,미보유,sv8a -「테라스탈 페스타 ex」,true,,0,비파,SR,
3PBN6T8dIBn0eGmbLneN,SV4K-079,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_079.png,,미보유,sv4K -「고대의 포효」,true,,0,,SR,
3RoJOsKTQdPvxlqKfWyB,SV1a-086,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_086.png,,미보유,sv1a -「트리플렛비트」,true,,0,,SR,
3aiH4QtWA3N47Xz98KXt,S12a-178,https://mtg-kr.com/cardimage/poketcgS12a-178.png,,보유중,s12a -「VSTAR 유니버스」,true,포켓몬,0,마나피,AR,490
3exHkTrTy5PoQl89iWtD,SV11B-113,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_113.png,,보유중,sv11B -「블랙볼트」,true,,0,,AR,
3j7qP0qj4M67LhmZHqEA,SV5a-076,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_076.png,,보유중,sv5a -「크림슨헤이즈」,true,,0,,AR,
3lbrG1DxNmnFTfyXhcfV,M2a-242,https://mtg-kr.com/cardimage/poketcgM2a-242.png,,미보유,m2a -「메가드림」,true,,0,N의 조로아크 ex,SAR,
3mDLbf8N2IqbOEc1UqFh,SV7a-087,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7A/SV7A_087.png,,보유중,sv7a -「낙원드래고나」,true,,0,라티아스 ex,SAR,
3ocbDkdtOysn21aYOkK2,SV3a-087,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_087.png,,미보유,sv3a -「레이징서프」,true,,0,타부자고 ex,SAR,
3os9UNq0Vc2DNUygthE2,SV1V-081,https://mtg-kr.com/cardimage/poketcgSV1V-081.png,,보유중,sv1V -「바이올렛 ex」,true,,0,,AR,
3rlxZrNtOSv88ybLh8U5,M2a-203,https://mtg-kr.com/cardimage/poketcgM2a-203.png,,보유중,m2a -「메가드림」,true,,0,,AR,
3vC4sIEYoWz0b7oFCBAW,SV11W-146,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_146.png,,보유중,sv11W -「화이트플레어」,true,,0,,AR,
3vrG7y652j0YbADz3G2E,S12a-201,https://mtg-kr.com/cardimage/poketcgS12a-201.png,,보유중,s12a -「VSTAR 유니버스」,true,,0,리오르,AR,
3vrOllVfL0S8cJF16x8I,SV9a-081,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_081.png,,미보유,sv9a -「열풍의 아레나」,true,,0,,SR,
3wbZf4jBjMk9VZgG4DYW,S12a-173,%ED%9E%88%EC%8A%A4%EC%9D%B4_%EC%B0%8C%EB%A6%AC%EB%A6%AC%EA%B3%B5_S12a_173_KOR.png,,보유중,s12a -「VSTAR 유니버스」,true,포켓몬,0,히스이 찌리리공,AR,100
3xRSuVq2W0wiXeAqTQvM,SV11B-146,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_146.png,,보유중,sv11B -「블랙볼트」,true,,0,,AR,
3yDRkpsAHb8UNlcoRrVw,SM6b-056,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_056.png,,미보유,sm6b -「챔피언로드」,true,포켓몬,0,,SR,
45d7lkJOZ66B7labbgim,SV2P-098,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_098.png,,미보유,sv2P -「스노해저드」,true,,0,,UR,
47Tj1j4wYGHX9i9ja1Hn,SV2a-176,https://mtg-kr.com/cardimage/poketcgSV2a-176.png,,보유중,sv2a -「포켓몬 카드 151」,true,,0,슈륙챙이,AR,
4D5U30gYZU28zVBW7i0S,SV11B-101,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_101.png,,보유중,sv11B -「블랙볼트」,true,,0,램프라,AR,
4HV2ixqlXh7hA4CCZeMZ,SV11W-111,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_111.png,,보유중,sv11W -「화이트플레어」,true,,0,,AR,
4IMe1xA4Y0KbD30q8ZK4,SV5M-090,https://mtg-kr.com/cardimage/poketcgSV5M-090.png,,보유중,sv5M -「사이버저지」,true,,0,벨의 진심,SR,
4Jq2LxVS8rfAP88gtNV4,SV5K-077,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_077.png,,보유중,sv5K -「와일드포스」,true,,0,,AR,
4PqMKhNThNOttz75Gw45,SV10-131,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_131.png,,미보유,sv10 -「로켓단의 영광」,true,,0,,UR,
4Rfc6CJs1iGRtFgPltQ9,SV4K-087,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_087.png,,미보유,sv4K -「고대의 포효」,true,,0,,SR,
4WTOlFE7KHjVIzt62kaC,SV11W-091,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_091.png,,보유중,sv11W -「화이트플레어」,true,,0,,AR,
4XpI4YhK83V6rV3kJKBX,S11a-084,https://mtg-kr.com/cardimage/poketcgS11a-084.png,,미보유,s11a -「백열의 아르카나」,true,,0,샤로다 V,CSR,
4Y5iJ0D2PEwfXs2TfhSp,SV6-122,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_122.png,,미보유,sv6 -「변환의 가면」,true,,0,,SR,
4YJSee16SlxIIIbtHDKv,SM8b-240,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_240.png,,등급카드,sm8b -「울트라샤이니」,true,,0,레쿠쟈 GX,SSR,
4YvHtBlwNiTbwIqSqh8N,M1L-070,https://mtg-kr.com/cardimage/poketcgM1L-070.png,,보유중,m1L -「메가 브레이브」,true,,0,,AR,
4cq9O3PLCV7jkkjClSAC,S12a-182,https://mtg-kr.com/cardimage/poketcgS12a-182.png,,보유중,s12a -「VSTAR 유니버스」,true,포켓몬,0,가라르 프리져,AR,144
4dzM1ONgIHBOpx2tht6Z,SV4a-348,https://mtg-kr.com/cardimage/poketcgSV4a-348.png,,미보유,sv4a -「샤이니트레저 ex」,true,포켓몬,0,가디안 ex,SAR,282
4eBkw5Fhf6cOpyZG8bYN,SV10-130,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_130.png,,미보유,sv10 -「로켓단의 영광」,true,,0,,UR,
4f2lUWWY3db2VBKJhn5X,SV2a-179,https://mtg-kr.com/cardimage/poketcgSV2a-179.png,,보유중,sv2a -「포켓몬 카드 151」,true,,0,마임맨,AR,
4gEAgnYijEzeG2sOlg4W,SV6a-086,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_086.png,,미보유,sv6a -「나이트원더러」,true,,0,,SR,
4hhR72G1WXIoeWWQQL1F,S8b-261,https://mtg-kr.com/cardimage/poketcgS8b-261.png,,미보유,s8b -「VMAX 클라이맥스」,true,서포트,0,,SR,
4li1TQjW3C4gCD27wjBf,S11a-085,https://mtg-kr.com/cardimage/poketcgS11a-085.png,,보유중,s11a -「백열의 아르카나」,true,,0,입치트 V,CSR,
4qQ9qMUm5avDtpIjGcSd,M1L-069,https://mtg-kr.com/cardimage/poketcgM1L-069.png,,보유중,m1L -「메가 브레이브」,true,,0,,AR,
4urSMovrslK6NI2uMZ5N,SV8-130,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8/SV8_130.png,,미보유,sv8 -「초전브레이커」,true,,0,아이앤트 ex,SAR,
53aiAo9yiH9IYgEvHShF,SV11B-115,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_115.png,,보유중,sv11B -「블랙볼트」,true,,0,,AR,
54dqkMjEhcI4QlVlbp1p,SV1a-085,https://mtg-kr.com/cardimage/poketcgSV1a-085.png,,보유중,sv1a -「트리플렛비트」,true,,0,팔데아 우파,AR,
55MKwcTNYWeGMLKL2Cua,S8b-205,https://mtg-kr.com/cardimage/poketcgS8b-205.png,,보유중,s8b -「VMAX 클라이맥스」,true,,0,아리아도스,CHR,
56fefvm6cWRkS06FuPV6,S12a-262,https://mtg-kr.com/cardimage/poketcgS12a-262.png,,보유중,s12a -「VSTAR 유니버스」,true,,0,아르세우스 Vstar,UR,
5B2iS3unps6sBYMiRLQj,S10P-068,https://mtg-kr.com/cardimage/poketcgS10P-068.png,,미보유,s10P -「스페이스 저글러」,true,,0,,SR,
5BMYVRxnubNjbDdEZTad,S10P-069,https://mtg-kr.com/cardimage/poketcgS10P-069.png,,미보유,s10P -「스페이스 저글러」,true,,0,독침붕 V,SR,
5BYfrCQVawnBRcUBdZ3T,M2-105,https://mtg-kr.com/cardimage/poketcgM2-105.png,,미보유,m2 -「인페르노X」,true,,0,,SR,
5CtjgsxVgCIC2gvHa8pS,S9-103,https://mtg-kr.com/cardimage/poketcgS9-103.png,,보유중,s9 -「스타버스」,true,,0,리자몽 V,SR,
5E8oIEQ3xsNJLnwSPGSG,SV11B-102,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_102.png,,보유중,sv11B -「블랙볼트」,true,,0,샹델라,AR,
5J7Y2qCaz5dLz9ToBGam,SV1a-103,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_103.png,,미보유,sv1a -「트리플렛비트」,true,,0,,UR,
5JSCbmyeHBBei3mPFCFI,SV8a-237,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_237.png,,미보유,sv8a -「테라스탈 페스타 ex」,true,,0,,UR,
5KKp5WmhVWub50rH4Kg5,SV5a-081,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_081.png,,미보유,sv5a -「크림슨헤이즈」,true,,0,,SR,
5NABdiNgEMWezulSdT4r,S12a-213,https://mtg-kr.com/cardimage/poketcgS12a-213.png,,보유중,s12a -「VSTAR 유니버스」,true,,0,앤테이 V,SAR,
5OZB30IgaPrdzHaUWSSF,SV2a-171,https://mtg-kr.com/cardimage/poketcgSV2a-171.png,,보유중,sv2a -「포켓몬 카드 151」,true,,0,어니부기,AR,8
5PWnHCmNXCwl4mPlm3xg,S8b-204,https://mtg-kr.com/cardimage/poketcgS8b-204.png,,보유중,s8b -「VMAX 클라이맥스」,true,,0,,CHR,
5QMUdGrWez1WvXQcjiHq,SV7-106,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_106.png,,보유중,sv7 -「스텔라미라클」,true,,0,,AR,
5QPfphTV9e3wixWE6eiK,,,,등급카드,PROMO,true,,0,유나가바 부스터,PROMO,
5RDjZD6uCIuKXIykvjs0,S12a-228,https://mtg-kr.com/cardimage/poketcgS12a-228.png,,보유중,s12a -「VSTAR 유니버스」,true,,0,다크라이 Vstar,SAR,491
5XIJ29gll2eWhPqSSCU7,SV5a-092,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_092.png,,미보유,sv5a -「크림슨헤이즈」,true,,0,세류,SAR,
5XZlQyLkO9EjuQCNuzuK,SV5K-072,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_072.png,,보유중,sv5K -「와일드포스」,true,,0,,AR,
5ZPmxnI1A1ds9Wxd7Mwv,SV8-110,https://mtg-kr.com/cardimage/poketcgSV8-110.png,,보유중,sv8 -「초전브레이커」,true,,0,빈티나,AR,
5cezbmRG8juUA129ilYq,M2a-232,https://mtg-kr.com/cardimage/poketcgM2a-232.png,,미보유,m2a -「메가드림」,true,,0,,MA,
5eBHWrPLpfV1q3mZbwfB,M2a-241,https://mtg-kr.com/cardimage/poketcgM2a-241.png,,보유중,m2a -「메가드림」,true,,0,메가곤율거니 ex,SAR,
5gD8siJGfW3HKCzEuEDA,M1L-087,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png,,보유중,m1L -「메가 브레이브」,true,,0,메가이상해꽃,SAR,
5gkurcaEmJLfjDbmC8eS,SV6a-076,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_076.png,,보유중,sv6a -「나이트원더러」,true,,0,,AR,
5gs5gh6MOBX35L5G6d8u,M2a-238,https://mtg-kr.com/cardimage/poketcgM2a-238.png,,보유중,m2a -「메가드림」,true,,0,메가디안시 ex,SAR,719
5j1buNWYL4vri3KrUDus,S10a-081,https://mtg-kr.com/cardimage/poketcgS10a-081.png,,미보유,s10a -「다크판타스마」,true,,0,,,
5kavEBiuIpVGfUu1Qg4q,MC-752,https://mtg-kr.com/cardimage/poketcgMC-752.png,,미보유,MC - MEGA「스타트 덱 100 배틀컬렉션」,true,,0,멜리시,기타 AR,703
5kga72vwa7CftC87Fso7,S11-102,https://mtg-kr.com/cardimage/poketcgS11-102.png,,미보유,s11 -「로스트어비스」,true,,0,,SR,
5mLvGrXVL8YHF5vmvNoi,SV11B-141,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_141.png,,보유중,sv11B -「블랙볼트」,true,,0,,AR,
