raw_database_id,possessions,pokedexNumber,price,rarity,createdAt,cardNumber,series,language,cardName,imageUrl,status,isLegacy,type
0VMP4nOcVJUfWRrVB0Xh,,,0,CHR,,SM11b-060,sm11b -「드림리그」,한국,강철톤,https://mtg-kr.com/cardimage/poketcgSM11b-060.png,미보유,,포켓몬
0ZSC8GYHVN7ad63SGxpC,,,0,SAR,,SV4M-088,sv4M -「미래의 일섬」,,무쇠손 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_088.png,미보유,TRUE,포켓몬
0bP5YLDuCKlvFxX8HMrN,,644,0,BWR,,SV11B-174,sv11B -「블랙볼트」,한국,제크로무 ex,https://mtg-kr.com/cardimage/poketcgSV11B-174.png,보유중,TRUE,포켓몬
0f074kYqfUk0Gd7uuZLg,,,0,SR,,SV9a-080,sv9a -「열풍의 아레나」,,,https://mtg-kr.com/cardimage/poketcgSV9a-080.png,보유중,TRUE,
0g6rKGsBO2piw56mCgI1,,,0,SAR,,SV1a-098,sv1a -「트리플렛비트」,,웨이니발 ex,https://mtg-kr.com/cardimage/poketcgSV1a-098.png,보유중,TRUE,
0g8hLF3PiyUjutAi3fsK,,,0,SR,,S10a-087,s10a -「다크판타스마」,,월로,https://mtg-kr.com/cardimage/poketcgS10a-087.png,미보유,TRUE,
0hSoZXM67oVGI4kjPW5t,,,0,AR,,SV3a-074,sv3a -「레이징서프」,,,https://mtg-kr.com/cardimage/poketcgSV3a-074.png,보유중,TRUE,포켓몬
0n0yTMGgv3CpH8u687EP,,501,0,AR,,SV11W-102,sv11W -「화이트플레어」,,수댕이,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_102.png,보유중,TRUE,포켓몬
0p6B6g19xke1OwKxzemK,,,0,AR,,SV11W-088,sv11W -「화이트플레어」,,두르쿤,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_088.png,보유중,TRUE,포켓몬
0pJbJaSPkp9jZrZFjyzI,,,0,SAR,,SV5M-094,sv5M -「사이버저지」,,무쇠감투 ex,https://mtg-kr.com/cardimage/poketcgSV5M-094.png,미보유,TRUE,포켓몬
0seyeelA2ksRUVOnO31u,,,0,AR,,SV6a-067,sv6a -「나이트원더러」,,,https://mtg-kr.com/cardimage/poketcgSV6a-067.png,보유중,TRUE,포켓몬
11SBBXSaiiMlH2IDMjrZ,,1008,0,SR,,SV1V-094,sv1V -「바이올렛 ex」,,,https://mtg-kr.com/cardimage/poketcgSV1V-094.png,보유중,TRUE,
132HXtmClZ2cfTBMw00a,,,0,UR,,SV8a-237,sv8a -「테라스탈 페스타 ex」,,,https://mtg-kr.com/cardimage/poketcgSV8a-237.png,미보유,TRUE,
14ya22rnPo3q3793E1Fk,,,0,SR,,M1L-084,m1L -「메가 브레이브」,,풍선,https://mtg-kr.com/cardimage/poketcgM1L-084.png,미보유,TRUE,
15qMnRy63eJf4icr51Cz,,,0,CHR,,S8b-207,s8b -「VMAX 클라이맥스」,,가라르 가로막구리,https://mtg-kr.com/cardimage/poketcgS8b-207.png,보유중,,포켓몬
15wonrS44UrEan0oaTht,,,0,AR,,SV4M-074,sv4M -「미래의 일섬」,,강철톤,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_074.png,보유중,TRUE,포켓몬
16WYKJZ0BayOMi0gnXoQ,,,0,SR,,S5R-075,s5R -「연격마스터」,,네크로즈마 V,https://mtg-kr.com/cardimage/poketcgS5R-075.png,,,포켓몬
18oHM1C87rBx8eGJap1d,,,0,SR,,SV5M-092,sv5M -「사이버저지」,,,https://mtg-kr.com/cardimage/poketcgSV5M-092.png,미보유,TRUE,
19wgLigSy4MGyjSo02va,,,0,S,,SM8b-186,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-186.png,미보유,TRUE,
1AspOQOww6dpnR7cNcX1,,,0,SR,,SV9-115,sv9 -「배틀파트너즈」,,릴리에의 삐삐 ex,https://mtg-kr.com/cardimage/poketcgSV9-115.png,보유중,TRUE,
1DpPkUJBO27VWr7BnKXX,,,0,SR,,S8-109,s8 -「퓨전아츠」,,,https://mtg-kr.com/cardimage/poketcgS8-109.png,,,
1JKIEwRqxoi8eaPVj0d2,,,0,SR,,SV6a-085,sv6a -「나이트원더러」,,,https://mtg-kr.com/cardimage/poketcgSV6a-085.png,미보유,TRUE,
1K9Gxnv490JGsJeWp4X8,,,0,SR,,SV11W-161,sv11W -「화이트플레어」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_161.png,미보유,TRUE,
1KVcV3PQsqSdvZ2MSiiv,,,0,SAR,,S12a-244,s12a -「VSTAR 유니버스」,,체렌의 배려심,https://mtg-kr.com/cardimage/poketcgS12a-244.png,보유중,TRUE,서포트
1LdzbLnMu5oFWinG3rtT,,,0,AR,,SV6a-066,sv6a -「나이트원더러」,,,https://mtg-kr.com/cardimage/poketcgSV6a-066.png,보유중,TRUE,포켓몬
1LqNhkjzoL8bAYAUbnMd,,,0,SR,,S9-104,s9 -「스타버스」,한국,,https://mtg-kr.com/cardimage/poketcgS9-104.png,보유중,TRUE,
1MIp9l5c7hsqKBFFAFPJ,,,0,AR,,M2-086,m2 -「인페르노X」,,멍파치,https://mtg-kr.com/cardimage/poketcgM2-086.png,보유중,TRUE,포켓몬
1MoXWs6Dv0EspQBMl7Xs,,,0,SAR,,SV8-133,sv8 -「초전브레이커」,,삼삼드래 ex,https://mtg-kr.com/cardimage/poketcgSV8-133.png,미보유,TRUE,
1N160iXOp6zeOoqpDZsS,,132,0,AR,,S12a-197,s12a -「VSTAR 유니버스」,,메타몽,https://mtg-kr.com/cardimage/poketcgS12a-197.png,보유중,,포켓몬
1N9CKsz48lT7xS0bMm6d,,357,0,AR,,SV1a-074,sv1a -「트리플렛비트」,,트로피우스,https://mtg-kr.com/cardimage/poketcgSV1a-074.png,보유중,TRUE,포켓몬
1ULY0GgDNKNT3rztKUmd,,,0,SAR,,S12a-223,s12a -「VSTAR 유니버스」,,테오키스 Vstar,https://mtg-kr.com/cardimage/poketcgS12a-223.png,미보유,TRUE,
1W6rA6X5s6oy8CjdTBkk,,,0,AR,,M2-084,m2 -「인페르노X」,,쥬레곤,https://mtg-kr.com/cardimage/poketcgM2-084.png,보유중,TRUE,포켓몬
1WuoaBhT2fuBC3dXgy6c,,,0,SAR,,SV4a-353,sv4a -「샤이니트레저 ex」,,모야모,https://mtg-kr.com/cardimage/poketcgSV4a-353.png,미보유,TRUE,서포트
1XYJfUwa6wStjv9kbDD1,,570,0,AR,,SV9-108,sv9 -「배틀파트너즈」,,N의 조로아,https://mtg-kr.com/cardimage/poketcgSV9-108.png,보유중,TRUE,포켓몬
1XcqOyNH62kV2ZB2fXmm,,,0,UR,,SV5a-095,sv5a -「크림슨헤이즈」,,,https://mtg-kr.com/cardimage/poketcgSV5a-095.png,미보유,TRUE,
1Zo2MzmF5fESRKqMICQY,,,0,UR,,SV5K-100,sv5K -「와일드포스」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_100.png,미보유,TRUE,
1aQl6bq0Aq83OGXuH0zd,,144,0,CSR,,S8b-230,s8b -「VMAX 클라이맥스」,한국,가라르 프리져 V,https://mtg-kr.com/cardimage/poketcgS8b-230.png,보유중,,포켓몬
1bUSzK11tp21vUJuec58,,,0,SR,,M2-094,m2 -「인페르노X」,,메가리자몽X ex,https://mtg-kr.com/cardimage/poketcgM2-094.png,미보유,TRUE,포켓몬
1bfMF7ylA2F640IsbF6v,,,0,CSR,,S10a-088,s10a -「다크판타스마」,한국,러브로스 V,https://mtg-kr.com/cardimage/poketcgS10a-088.png,보유중,,포켓몬
1dM0nmpHzFOpvC7w86ZD,,,0,CSR,,S8b-239,s8b -「VMAX 클라이맥스」,,일격 우라오스 Vmax,https://mtg-kr.com/cardimage/poketcgS8b-239.png,미보유,TRUE,포켓몬
1eJSbVEtsCmZyqj4iY1s,,700,0,SR,,S6a-082,s6a -「이브이 히어로즈」,,님피아 V,https://mtg-kr.com/cardimage/poketcgS6a-082.png,보유중,,포켓몬
1fQU0hPYgylV7nol7pPA,,,0,AR,,S12a-199,s12a -「VSTAR 유니버스」,,밀탱크,https://mtg-kr.com/cardimage/poketcgS12a-199.png,보유중,TRUE,포켓몬
1gYuazWzUUaJuB0Ed2Mg,,536,0,AR,,SV11B-108,sv11B -「블랙볼트」,,두까비,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_108.png,보유중,TRUE,포켓몬
1iVlD9oJdcwEc8Ya5mFN,,,0,SR,,SV9-118,sv9 -「배틀파트너즈」,,,https://mtg-kr.com/cardimage/poketcgSV9-118.png,미보유,TRUE,
1kxDczQSwTxiI5aqankE,,,0,SAR,,SV6a-087,sv6a -「나이트원더러」,,조타구 ex,https://mtg-kr.com/cardimage/poketcgSV6a-087.png,미보유,TRUE,포켓몬
1n9Nn7EiqsjPPIPT6qYO,,396,0,AR,,SV1S-090,sv1S -「스칼렛 ex」,,찌르꼬,https://mtg-kr.com/cardimage/poketcgSV1S-090.png,보유중,TRUE,포켓몬
1oz6M3mljbbdU6t41rY3,,,0,SR,,SV2a-185,sv2a -「포켓몬 카드 151」,,리자몽 ex,https://mtg-kr.com/cardimage/poketcgSV2a-185.png,보유중,TRUE,포켓몬
21eWEJc3BILilbyFZnXp,,,0,CSR,,S8b-221,s8b -「VMAX 클라이맥스」,,백마 버드렉스 Vmax,https://mtg-kr.com/cardimage/poketcgS8b-221.png,미보유,TRUE,포켓몬
22tRAlbYM2F51f4fxz0e,,,0,,,CP3-009,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_009.png,,,
22wIBXL2nVHwP7clGrUG,,,0,SR,,M1S-076,m1S -「메가 심포니아」,,,https://mtg-kr.com/cardimage/poketcgM1S-076.png,미보유,TRUE,포켓몬
23hz994cAyZZx2Urrspw,,,0,RR,,SM12a-067,sm12a -「TAG TEAM GX 태그올스타즈」,,마샤도&괴력몬 GX,https://mtg-kr.com/cardimage/poketcgSM12a-067.png,,,
26JpJp17hwD9DSAKUakQ,,,0,SR,,M2a-221,m2a -「메가드림」,,,https://mtg-kr.com/cardimage/poketcgM2a-221.png,미보유,TRUE,
26ofcNMngR2do08QRTea,,,0,MA,,M2a-224,m2a -「메가드림」,한국,,https://mtg-kr.com/cardimage/poketcgM2a-224.png,보유중,TRUE,포켓몬
27zROVWhUoPi26XrVSRM,,,0,CHR,,S8b-206,s8b -「VMAX 클라이맥스」,,,https://mtg-kr.com/cardimage/poketcgS8b-206.png,보유중,TRUE,포켓몬
2AlNQW4wr37R8no1OIwz,,,0,SR,,SV5M-088,sv5M -「사이버저지」,,,https://mtg-kr.com/cardimage/poketcgSV5M-088.png,미보유,TRUE,
2Aq83pjb1xbegRkU0vLK,,,0,SR,,SV3-121,sv3 - 「흑염의 지배자」,,,https://mtg-kr.com/cardimage/poketcgSV3-121.png,미보유,TRUE,
2BBdWt0xoqkC6dri6uIt,,,0,,,,,,,,,,
2CgQOEvZvKUY31NFuFno,,,0,SAR,,SV4M-091,sv4M -「미래의 일섬」,,리파,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_091.png,미보유,TRUE,
2EIoKyKkGMPFE0uaXNOv,,,0,SR,,S8b-275,s8b -「VMAX 클라이맥스」,,채두,https://mtg-kr.com/cardimage/poketcgS8b-275.png,미보유,TRUE,서포트
2EbeRcOANd8GJHOP7McS,,,0,MA,,M2a-223,m2a -「메가드림」,,,https://mtg-kr.com/cardimage/poketcgM2a-223.png,미보유,TRUE,포켓몬
2H5UDcxGkI5ZFP2AwUBB,,2,0,AR,,SV2a-167,sv2a -「포켓몬 카드 151」,,이상해풀,https://mtg-kr.com/cardimage/poketcgSV2a-167.png,보유중,TRUE,포켓몬
2HEs9eLs8FuNHWVtD4tf,,,0,UR,,SV9a-092,sv9a -「열풍의 아레나」,,,https://mtg-kr.com/cardimage/poketcgSV9a-092.png,미보유,TRUE,
2JO67GL2aP2PWsYkj4xy,,504,0,AR,,SV11W-151,sv11W -「화이트플레어」,,보르쥐,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_151.png,보유중,TRUE,포켓몬
2NYYX28Oi6V5KjZd3duw,,,0,AR,,M3-086,m3 -「니힐제로」,,삐삐,https://mtg-kr.com/cardimage/poketcgM3-086.png,보유중,,포켓몬
2PYvMLkuCXHYcRgwNYEv,,,0,SR,,S7D-068,s7D -「마천퍼펙트」,,,https://mtg-kr.com/cardimage/poketcgS7D-068.png,,,
2R3n842ADxkiFAnG3DQi,,,0,AR,,SV11B-144,sv11B -「블랙볼트」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_144.png,보유중,TRUE,포켓몬
2TH3PALDgRevBBl0u8PP,,148,0,AR,,SV2a-182,sv2a -「포켓몬 카드 151」,,신뇽,https://mtg-kr.com/cardimage/poketcgSV2a-182.png,보유중,TRUE,포켓몬
2XDvL1R731iJnIjFYvZT,,,0,,,CP3-025,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,한국,님피아 EX,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_025.png,보유중,,포켓몬
2YmGM27MJRBaPtgWJBnP,,,0,SAR,,SV1a-100,sv1a -「트리플렛비트」,한국,운향,https://mtg-kr.com/cardimage/poketcgSV1a-100.png,보유중,TRUE,서포트
2dV4TCdU9JmRVdVUieLj,,,0,SR,,S9-107,s9 -「스타버스」,,,https://mtg-kr.com/cardimage/poketcgS9-107.png,미보유,TRUE,
2eVlJlLRBiSqu0XK9qCG,,719,0,MA,,M2a-227,m2a -「메가드림」,한국,메가디안시 ex,https://mtg-kr.com/cardimage/poketcgM2a-227.png,보유중,TRUE,포켓몬
2foFeJyseUzeUrKmvdKl,,,0,SR,,SV3-131,sv3 - 「흑염의 지배자」,,오르티가,https://mtg-kr.com/cardimage/poketcgSV3-131.png,보유중,TRUE,
2hrZCYTBq1jqG7h8yhRG,,,0,SR,,SM8b-151,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-151.png,미보유,TRUE,
2hyaEBHRHnIs6qUShsqJ,,,0,UR,,SV2a-210,sv2a -「포켓몬 카드 151」,,,https://mtg-kr.com/cardimage/poketcgSV2a-210.png,미보유,TRUE,
2iRurdUWdF69wz0NfQ2w,,,0,,,CP3-015,CP3 - 「XY BREAK 확장팩 포켓심쿵 컬렉션」,한국,,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP3/CP3_015.png,보유중,,
2k50yMvjCcJfaeVwqRqQ,,,0,SR,,SM12a-174,sm12a -「TAG TEAM GX 태그올스타즈」,,약어리 GX,https://mtg-kr.com/cardimage/poketcgSM12a-174.png,,,
2ljAVyWBudzNSPDMO9i6,,,0,SR,,SV3a-076,sv3a -「레이징서프」,,,https://mtg-kr.com/cardimage/poketcgSV3a-076.png,미보유,TRUE,
2pHzYGabTGK36wG2Lbti,,,0,AR,,SV11W-099,sv11W -「화이트플레어」,,바오프,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_099.png,보유중,TRUE,포켓몬
2q9O5y2Vo22ofo60er9b,,146,0,CSR,,S8b-242,s8b -「VMAX 클라이맥스」,,가라르 파이어 V,https://mtg-kr.com/cardimage/poketcgS8b-242.png,미보유,,포켓몬
2tpBdoqnfBVKqqspxv5i,,,0,SR,,SV11B-165,sv11B -「블랙볼트」,,N의 방안,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_165.png,보유중,TRUE,
2uMxPoZ8aKRs7abrXJ3V,,,0,UR,,SV4M-093,sv4M -「미래의 일섬」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_093.png,미보유,TRUE,
2unnjD24VVewBvsZQ3lr,,162,0,AR,,SV9-110,sv9 -「배틀파트너즈」,,다꼬리,https://mtg-kr.com/cardimage/poketcgSV9-110.png,보유중,TRUE,포켓몬
2w6mZaLPorAZrVECIHQv,,,0,SR,,M1S-079,m1S -「메가 심포니아」,,,https://mtg-kr.com/cardimage/poketcgM1S-079.png,미보유,TRUE,포켓몬
2w7Oan8LNSmRZHI0tFNr,,366,0,AR,,SV10-102,sv10 -「로켓단의 영광」,,진주몽,https://mtg-kr.com/cardimage/poketcgSV10-102.png,보유중,TRUE,포켓몬
2wyBU5fF9SM6vojrwGeV,,,0,SR,,SV7-117,sv7 -「스텔라미라클」,,라프라스 ex,https://mtg-kr.com/cardimage/poketcgSV7-117.png,미보유,,포켓몬
2zzZDfLABfHY272XyflN,,,0,SR,,SV2D-091,sv2D -「클레이버스트」,,,https://mtg-kr.com/cardimage/poketcgSV2D-091.png,미보유,TRUE,
33D4GwdaXz501ipd6x5d,,,0,SAR,,M2a-237,m2a -「메가드림」,,로켓단의 뮤츠 ex,https://mtg-kr.com/cardimage/poketcgM2a-237.png,미보유,TRUE,포켓몬
356wGfUwLg9RTGB9mFrn,,,0,SAR,,SV7-132,sv7 -「스텔라미라클」,,타로,https://mtg-kr.com/cardimage/poketcgSV7-132.png,미보유,TRUE,
36oZji1wXMcJO2lvnSVi,,1008,0,SAR,,SV1V-102,sv1V -「바이올렛 ex」,,미라이돈 ex,https://mtg-kr.com/cardimage/poketcgSV1V-102.png,보유중,TRUE,포켓몬
3DaX4tEYctsh7aq1tjef,,592,0,AR,,SV11W-124,sv11W -「화이트플레어」,,탱그릴,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_124.png,보유중,TRUE,포켓몬
3F6zmhz3bmwkDiqlWvt4,,,0,CHR,,SM11b-059,sm11b -「드림리그」,,몰드류,https://mtg-kr.com/cardimage/poketcgSM11b-059.png,미보유,TRUE,포켓몬
3JCIplQ6uwea8Xkvavdy,,,0,SR,,SV2P-084,sv2P -「스노해저드」,,,https://mtg-kr.com/cardimage/poketcgSV2P-084.png,미보유,TRUE,
3KKeSs55dy7p1hENgAQX,,,0,SR,,S12-111,s12 -「패러다임트리거」,,,https://mtg-kr.com/cardimage/poketcgS12-111.png,,,서포트
3L7qZ0997YM8vwtYBmIJ,,,0,AR,,SV4K-073,sv4K -「고대의 포효」,,콜로솔트,https://mtg-kr.com/cardimage/poketcgSV4K-073.png,보유중,TRUE,포켓몬
3LPcladl5DBksLHuRRfv,,,0,SR,,SM11b-062,sm11b -「드림리그」,,라플레시아 GX,https://mtg-kr.com/cardimage/poketcgSM11b-062.png,미보유,,포켓몬
3PDftIVYFQxajjgpkTkL,,,0,SR,,M2-101,m2 -「인페르노X」,,,https://mtg-kr.com/cardimage/poketcgM2-101.png,미보유,TRUE,
3PHyujM9K08LCFEX2ru7,,,0,SR,,SV4M-081,sv4M -「미래의 일섬」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_081.png,미보유,TRUE,
3QlqKGQxHdh0GfDrqrrD,,,0,기타 AR,,MC-753,MC - MEGA「스타트 덱 100 배틀컬렉션」,,그라에나,https://mtg-kr.com/cardimage/poketcgMC-753.png,미보유,TRUE,
3RAkC2Xj7sM8eFuxNpEw,,,0,UR,,SV8a-236,sv8a -「테라스탈 페스타 ex」,,,https://mtg-kr.com/cardimage/poketcgSV8a-236.png,미보유,TRUE,
3TgQrkTDbxSNbn3q22lP,,,0,SR,,S8b-273,s8b -「VMAX 클라이맥스」,,우리,https://mtg-kr.com/cardimage/poketcgS8b-273.png,미보유,TRUE,서포트
3ThfEtIwBZml3aZxnyVu,,487,0,SR,,S11-111,s11 -「로스트어비스」,,기라티나 V,https://mtg-kr.com/cardimage/poketcgS11-111.png,보유중,,포켓몬
3XwMcYq44GQ82YQDIEmJ,,722,0,AR,,M3-082,m3 -「니힐제로」,,나몰빼미,https://mtg-kr.com/cardimage/poketcgM3-082.png,보유중,,포켓몬
3hDkzjB5DyldzwPHQw2I,,384,0,SSR,,SM8b-240,sm8b -「울트라샤이니」,,레쿠쟈 GX,https://mtg-kr.com/cardimage/poketcgSM8b-240.png,미보유,TRUE,포켓몬
3hDyy41BPQBgnkBek5Ay,,,0,SR,,SV11W-164,sv11W -「화이트플레어」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_164.png,미보유,TRUE,
3kEiYYOpn0483JnRblMU,,7,0,AR,,SV2a-170,sv2a -「포켓몬 카드 151」,,꼬부기,https://mtg-kr.com/cardimage/poketcgSV2a-170.png,보유중,,포켓몬
3lffW6dYqwk7aT5vtP97,,,0,SR,,S8b-263,s8b -「VMAX 클라이맥스」,,,https://mtg-kr.com/cardimage/poketcgS8b-263.png,미보유,TRUE,서포트
3lx4j3NP5qXQkpvOex6v,,,0,SAR,,M2-113,m2 -「인페르노X」,,메가샤크니아 ex,https://mtg-kr.com/cardimage/poketcgM2-113.png,미보유,TRUE,포켓몬
3n2fMg6XOA1WW3cKLu2R,,146,0,AR,,S12a-190,s12a -「VSTAR 유니버스」,,가라르 파이어,https://mtg-kr.com/cardimage/poketcgS12a-190.png,보유중,,포켓몬
3rke5LSbkXJg5xjc9b8v,,,0,SSR,,SM8b-235,sm8b -「울트라샤이니」,,,https://mtg-kr.com/cardimage/poketcgSM8b-235.png,미보유,TRUE,
3swNPn4A3rGxANUmnC4N,,,0,SR,,SM12a-194,sm12a -「TAG TEAM GX 태그올스타즈」,,보미카,https://mtg-kr.com/cardimage/poketcgSM12a-194.png,,,
3wx1ET64AQQE3jLT53IB,,,0,HR,,S9-117,s9 -「스타버스」,,,https://mtg-kr.com/cardimage/poketcgS9-117.png,미보유,TRUE,
3yEcNRrsQds1FyavETms,,,0,CHR,,S8b-198,s8b -「VMAX 클라이맥스」,,,https://mtg-kr.com/cardimage/poketcgS8b-198.png,보유중,TRUE,포켓몬
44TDi36VYsZPdar4qkt3,,571,0,SAR,,S12a-234,s12a -「VSTAR 유니버스」,한국,히스이 조로아크 Vstar,https://mtg-kr.com/cardimage/poketcgS12a-234.png,보유중,TRUE,
45oGAXIwhjykg8CCEE0U,,785,0,SAR,,SV3a-086,sv3a -「레이징서프」,,카푸꼬꼬꼭 ex,https://mtg-kr.com/cardimage/poketcgSV3a-086.png,미보유,TRUE,
46G46baA9ECnxYIYTGyb,,100,0,AR,,S12a-173,s12a -「VSTAR 유니버스」,,히스이 찌리리공,%ED%9E%88%EC%8A%A4%EC%9D%B4_%EC%B0%8C%EB%A6%AC%EB%A6%AC%EA%B3%B5_S12a_173_KOR.png,보유중,,포켓몬
46WEv31Jbl07MAcd0tZG,,479,0,AR,,M2a-213,m2a -「메가드림」,,스핀로토무,https://mtg-kr.com/cardimage/poketcgM2a-213.png,보유중,TRUE,포켓몬
481OsCgZ7AvHnjYa6N4b,,,0,AR,,SV6-105,sv6 -「변환의 가면」,,,https://mtg-kr.com/cardimage/poketcgSV6-105.png,보유중,TRUE,포켓몬
4EwmWjQ1SVjegeMA3jZ5,,,0,SR,,S8b-258,s8b -「VMAX 클라이맥스」,,,https://mtg-kr.com/cardimage/poketcgS8b-258.png,미보유,TRUE,서포트
4LJSylOFbObnCGzIVJ8t,,,0,,,S10a-091,s10a -「다크판타스마」,,,https://mtg-kr.com/cardimage/poketcgS10a-091.png,미보유,TRUE,
4R5gJtLwh0ZpwPuLpOPF,,,0,AR,,SV11B-154,sv11B -「블랙볼트」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_154.png,보유중,TRUE,포켓몬
4SxaGiVFTP3UwJE749jI,,,0,CHR,,S8b-203,s8b -「VMAX 클라이맥스」,,내던숭이,https://mtg-kr.com/cardimage/poketcgS8b-203.png,보유중,,포켓몬
4UlkNWwEvIPA4N8l0Hdj,,,0,HR,,S6a-095,s6a -「이브이 히어로즈」,,블래키 Vmax,https://k-tcgpanda.com/cardimg/S/S6a/%EB%B8%94%EB%9E%98%ED%82%A4%20VMAX_S6a_095_KOR.jpg,미보유,,포켓몬
4WeK6sjdHtXb6Z0tXbeo,,,0,SR,,SM11a-068,sm11a -「리믹스바우트」,,,https://mtg-kr.com/cardimage/poketcgSM11a-068.png,미보유,TRUE,
4WzOY8sU7KcfuNJqa7WQ,,,0,SR,,SM8b-153,sm8b -「울트라샤이니」,한국,난천,https://mtg-kr.com/cardimage/poketcgSM8b-153.png,미보유,TRUE,서포트
4XrBCR5oQpbxJwouINKY,,,0,AR,,SV11W-130,sv11W -「화이트플레어」,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_130.png,보유중,TRUE,포켓몬
